Site,Species_Name,1,2,3,4,5,Notes,,,,,
9,Astragalus gambelianus,,,,,,,,,,,
9,Avena fatua,,,,,,,,,,,
9,Brodiaea elegans,,,,,,,,,,,
9,Bromus diandrus,,,,,,,,,,,
9,Bromus hordeaceus,,,,,,,,,,,
9,Bromus madritensis,,,,,,,,,,,
9,Calandrinia ciliata,,,,,,,,,,,
9,Castilleja rubicundula,18,,,,0.1,,,,,,
9,Cerastium glomeratum,,,,,,,,,,,
9,Clarkia purpurea,,,,,6,,,,,,
9,Dichelostemma capitatum,2,0.7,,,,,,,,,
9,Epilobium brachycarpum,1,1,0.2,0.4,0.3,,,,,,
9,Eremocarpus setigerus,,,,,,,,,,,
9,Eriodictyon californicum,,,,,,,,,,,
9,Eriogonum nudum,,,7.5,,,,,,,,
9,Eriogonum vimineum,,,,,,,,,,,
9,Euphorbia crenulata,2,1,,,,,,,,,
9,Gastridium ventricosum,,,,,,,,,,,
9,Helianthus exilis,,,,,,,,,,,
9,Hemizonia congesta,21,50,22,15,17,,,,,,
9,Hordeum marinum,,,,,,,,,,,
9,Juncus sp.,,,,,,,,,,,
9,Lactuca serriola,,,,,,,,,,,
9,Lolium multiflorum,1,,,,,,,,,,
9,Lotus humistratus,,,0.8,,1,,,,,,
9,Lotus micranthus,,,,,,,,,,,
9,Lotus purshianus,,,,,,,,,,,
9,Lotus wrangelianus,,,,,5,,,,,,
9,Lupinus bicolor,,,,,,,,,,,
9,Mimulus guttatus,12,,,,,,,,,,
9,Nassella pulchra,,,3,,1,,,,,,
9,Navarretia jepsonii,,,17,75,,,,,,,
9,Navarretia pubescens,,,,,,,,,,,
9,Phlox gracilis,,,,,,,,,,,
9,Plantago erecta,,,,,1.5,,,,,,
9,Poa secunda,,,,,,,,,,,
9,Polypogon monspeliensis,,,,,,,,,,,
9,Ranunculus occidentalis,,,,,,,,,,,
9,Sidalcea diploscypha,,14,,,,,,,,,
9,Streptanthus breweri,,,,,,,,,,,
9,Taeniatherum caput-medusae,,,,,,,,,,,
9,Trifolium albopurpureum,,,,,,,,,,,
9,Trifolium ciliolatum,,,,,,,,,,,
9,Trifolium fucatum,,5,,,,,,,,,
9,Trifolium microdon,,,,,,,,,,,
9,Trifolium variegatum,,,,,,,,,,,
9,Trifolium willdenovii,,,,,,,,,,,
9,Triteleia hyacinthina,,,,,,,,,,,
9,Uropappus lindleyi,,,,,,,,,,,
9,Vulpia microstachys,,,,,,,,,,,
9,Zigadenus fremontii,8,,,,,,,,,,
10,Achyrachaena mollis,,,,,0.1,,,,,,
10,Adenostoma fasciculatum,,,,,,,,,,,
10,Aegilops triuncialis,,,3,0.6,,,,,,,
10,Agoseris heterophylla,,0.1,0.2,,,,,,,,
10,Ancistrocarphus filagineus,,,,,,,,,,,
10,Astragalus breweri,,,,,,,,,,,
10,Astragalus gambelianus,,,,,,,,,,,
10,Athysanus pusillus,,,,,,,,,,,
10,Avena fatua,,,0.1,0.1,0.1,,,,,,
10,Bromus hordeaceus,0.1,,,,0.2,,,,,,
10,Bromus madritensis,0.1,,,,,,,,,,
10,Calochortus luteus,,,,,0.1,"in bud, ID uncertain",,,,,
10,Calochortus superbus,,,,,,,,,,,
10,Calycadenia pauciflora,,0.3,,,,,,,,,
10,Castilleja attenuata,0.9,,,0.1,0.1,dried out,,,,,
10,Centaurium trichanthum,,,,,,,,,,,
10,Clarkia purpurea,0.3,0.1,1,0.2,3,,,,,,
10,Delphinium variegatum,,0.2,,,,,,,,,
10,Dichelostemma capitatum,,,,1,0.4,,,,,,
10,Elymus elymoides,,9,,,,,,,,,
10,Epilobium brachycarpum,,,,,,,,,,,
10,Eremocarpus setigerus,,,,,,,,,,,
10,Euphorbia crenulata,,,,,,,,,,,
10,Gastridium ventricosum,,,,,,,,,,,
10,Gilia tricolor,0.1,,,0.2,,dried out,,,,,
10,Githopsis specularioides,,,,,,,,,,,
10,Grindelia camporum,0.1,,,,,,,,,,
10,Holocarpha virgata,4,11,21,13,22,,,,,,
10,Hordeum marinum,,,,,,,,,,,
10,Hypochaeris glabra,,,,,,,,,,,
10,Lactuca serriola,,,,,,,,,,,
10,Lasthenia californica,,0.2,5,18,1,,,,,,
10,Lepidium nitidum,,,,0.1,,,,,,,
10,Linanthus bicolor,0.1,0.1,0.2,5,11,dried out,,,,,
10,Lolium multiflorum,,,,,,,,,,,
10,Lomatium dasycarpum,,,,,,,,,,,
10,Lotus wrangelianus,,0.3,0.7,1.1,31,,,,,,
10,Micropus californicus,22,0.1,6,2,3,,,,,,
10,Microseris douglasii,,,,,,,,,,,
10,Navarretia pubescens,12,3,,4,1.5,,,,,,
10,Plantago erecta,28,10,4,27,18,,,,,,
10,Plectritis ciliosa,,,,,,,,,,,
10,Poa bulbosa,,,,,,,,,,,
10,Poa secunda,,,,,,seems dead!,,,,,
10,Ranunculus occidentalis,,,,,,,,,,,
10,Rigiopappus leptocladus,,,,,,,,,,,
10,Sidalcea diploscypha,,,,,,,,,,,
10,Silene gallica,,,,,,,,,,,
10,Taeniatherum caput-medusae,,,,,,,,,,,
10,Trifolium albopurpureum,,,,,,,,,,,
10,Trifolium gracilentum,,,,,,,,,,,
10,Trifolium variegatum,,,,,,,,,,,
10,Trifolium willdenovii,,,,,,,,,,,
10,Triphysaria eriantha,,,,,,,,,,,
10,Viola douglasii,4,6,,,,,,,,,
10,Vulpia microstachys,9,10,15,6,1,,,,,,
10,Lotus humistratus,,0.2,,,,,,,,,
11,Achyrachaena mollis,,,,,,,,,,,
11,Aegilops triuncialis,,,,,,,,,,,
11,Agoseris heterophylla,0.6,0.1,0.4,1,0.2,,,,,,
11,Ancistrocarphus filagineus,,,,17,,,,,,,
11,Astragalus breweri,,,,,,,,,,,
11,Astragalus gambelianus,,,,,,,,,,,
11,Athysanus pusillus,1,,,,,,,,,,
11,Avena fatua,,,,,,,,,,,
11,Bromus hordeaceus,1,6,4,2,8,,,,,,
11,Calochortus luteus,,,0.3,,0.1,,,,,,
11,Calycadenia pauciflora,,4,,,,,,,,,
11,Camissonia graciliflora,,,2,1,,,,,,,
11,Castilleja attenuata,,,,,,,,,,,
11,Centaurea solstitialis,,,,,,,,,,,
11,Cerastium glomeratum,,,,,,,,,,,
11,Chlorogalum pomeridianum,,,,4,,,,,,,
11,Clarkia purpurea,0.4,0.1,7,1,0.1,,,,,,
11,Delphinium variegatum,2,,1,,,,,,,,
11,Dichelostemma capitatum,0.3,0.2,0.1,0.3,2,,,,,,
11,Epilobium brachycarpum,,,,0.1,,,,,,,
11,Eremocarpus setigerus,,,,0.1,,,,,,,
11,Eriogonum nudum,,,,,,,,,,,
11,Erodium cicutarium,,,,,,,,,,,
11,Gastridium ventricosum,,,,,,,,,,,
11,Gilia tricolor,,,,,,,,,,,
11,Githopsis specularioides,,,,,,,,,,,
11,Grindelia camporum,16,8,,4,,,,,,,
11,Hemizonia congesta,,,,,2,,,,,,
11,Holocarpha virgata,0.5,0.4,17,6,,,,,,,
11,Hypochaeris glabra,1,3,,,,,,,,,
11,Lactuca serriola,,,,,2,,,,,,
11,Lasthenia californica,0.8,1,,0.5,2,,,,,,
11,Lepidium nitidum,,,,,,,,,,,
11,Linanthus bicolor,0.1,,,,,,,,,,
11,Lolium multiflorum,,,,,46,,,,,,
11,Lomatium dasycarpum,,2,,,,,,,,,
11,Lomatium macrocarpum,,,,,,,,,,,
11,Lomatium marginatum,,,,,,,,,,,
11,Lotus humistratus,,,,,,,,,,,
11,Lotus purshianus,,,,,,,,,,,
11,Lotus wrangelianus,0.6,0.6,8,2,0.1,,,,,,
11,Lupinus bicolor,8,,,0.3,0.2,,,,,,
11,Medicago polymorpha,,,,,,,,,,,
11,Melica californica,,,,,,,,,,,
11,Micropus californicus,3,3,4,,,,,,,,
11,Microseris douglasii,,,0.1,1,,,,,,,
11,Mimulus douglasii,,,,,,,,,,,
11,Nassella pulchra,10,7,9,8,25,,,,,,
11,Navarretia jepsonii,,,3,10,0.2,,,,,,
11,Navarretia pubescens,6,5,0.5,,,,,,,,
11,Nemophila sp,,,,,,,,,,,
11,Pectocarya pusilla,,,,,,,,,,,
11,Plantago erecta,,3,3,3,,,,,,,
11,Plectritis ciliosa,,,,,,,,,,,
11,Poa secunda,3,,,4,0.1,flower; keel shaped blade,,,,,
11,Ranunculus occidentalis,,,,,,,,,,,
11,Rigiopappus leptocladus,,0.3,0.2,0.2,,,,,,,
11,Sagina apetala,,,,,,,,,,,
11,Sanicula bipinnata,6,9,1,,,,,,,,
11,Sanicula bipinnatifida,,,,,,,,,,,
11,Sidalcea diploscypha,,,0.4,0.5,1,,,,,,
11,Stellaria media,,,,,,,,,,,
11,Stellaria nitens,,,,,,,,,,,
11,Taeniatherum caput-medusae,60,55,4,,20,,,,,,
11,Trifolium albopurpureum,2,1,0.7,,,,,,,,
11,Trifolium bifidum,,,,,,,,,,,
11,Trifolium gracilentum,,,,,,,,,,,
11,Trifolium hirtum,,,,,1,,,,,,
11,Triphysaria eriantha,,0.1,,,,,,,,,
11,Vicia villosa,,,,1,3,,,,,,
11,Vulpia microstachys,1,2,5,1,,,,,,,
11,Vulpia myuros,,,,,,,,,,,
11,Erodium cicutarium,0.1,,,,,,,,,,
12,Achyrachaena mollis,,,,,,,,,,,
12,Aegilops triuncialis,,,,,,,,,,,
12,Agoseris heterophylla,0.1,,,,,,,,,,
12,Ancistrocarphus filagineus,,,,,4,,,,,,
12,Astragalus breweri,0.1,0.9,,,,,,,,,
12,Astragalus gambelianus,,0.1,,,,,,,,,
12,Athysanus pusillus,,,,,,,,,,,
12,Avena fatua,0.3,,,3,,,,,,,
12,Bromus hordeaceus,0.3,,,0.1,,,,,,,
12,Bromus madritensis,,,,,,,,,,,
12,Calochortus luteus,,,,0.1,,in bud,,,,,
12,Calycadenia pauciflora,,1,0.1,,0.2,,,,,,
12,Camissonia graciliflora,,,,,,,,,,,
12,Castilleja attenuata,,,,0.1,0.1,,,,,,
12,Chlorogalum pomeridianum,0.3,1,,,5,,,,,,
12,Clarkia purpurea,0.1,,,0.1,,,,,,,
12,Cuscuta californica,,0.1,0.1,,,,,,,,
12,Delphinium variegatum,0.3,,,0.1,,,,,,,
12,Dichelostemma capitatum,0.6,2,1,,0.9,,,,,,
12,Eremocarpus setigerus,,,0.1,,0.1,,,,,,
12,Erodium cicutarium,,,,,,,,,,,
12,Filago gallica,,,,,,,,,,,
12,Gastridium ventricosum,,,,,,,,,,,
12,Gilia tricolor,,,,,,,,,,,
12,Githopsis specularioides,,,,,,,,,,,
12,Grindelia camporum,,,,,,,,,,,
12,Hesperolinon micranthum,0.7,1,,,0.6,,,,,,
12,Holocarpha virgata,5,5,6,10,10,,,,,,
12,Hypochaeris glabra,,,,,,,,,,,
12,Lactuca serriola,,,,,,,,,,,
12,Lasthenia californica,2,1,6,7,0.3,,,,,,
12,Linanthus bicolor,,,,,,,,,,,
12,Lomatium marginatum,,1,,,0.8,,,,,,
12,Lotus humistratus,,,,,,,,,,,
12,Lotus wrangelianus,0.2,,,,,,,,,,
12,Lupinus bicolor,,,,,,,,,,,
12,Micropus californicus,25,4,0.2,10,41,,,,,,
12,Microseris douglasii,6,7,11,0.5,0.5,,,,,,
12,Mimulus douglasii,,,,,,,,,,,
12,Minuartia californica,,,0.6,,,,,,,,
12,Nassella pulchra,,,,,,,,,,,
12,Navarretia jepsonii,21,30,35,0.1,1,,,,,,
12,Navarretia pubescens,,,,21,,,,,,,
12,Pectocarya pusilla,,0.1,,,,,,,,,
12,Phlox gracilis,,,,,,,,,,,
12,Plantago erecta,1,3,27,13,0.3,,,,,,
12,Plectritis ciliosa,,,,,,,,,,,
12,Poa secunda,,,,,,,,,,,
12,Ranunculus occidentalis,,,,,,,,,,,
12,Rigiopappus leptocladus,,,,,0.1,,,,,,
12,Sidalcea diploscypha,,,,,,,,,,,
12,Stellaria nitens,,,0.1,,,,,,,,
12,Taeniatherum caput-medusae,,,,11,,,,,,,
12,Trifolium albopurpureum,,,,,,,,,,,
12,Trifolium bifidum,,,,,,,,,,,
12,Trifolium willdenovii,,,,,,,,,,,
12,Triphysaria eriantha,,,7,0.1,,drying out,,,,,
12,Unknown forb ,,,,,,,,,,,
12,Vulpia microstachys,20,20,9,16,0.5,,,,,,
12,Vulpia myuros,,,,,,,,,,,
12,Quercus sp.,,,,,0.1,Spiny chaparral species,,,,,
13,Agoseris heterophylla,,,,,,,,,,,
13,Ancistrocarphus filagineus,8,6,2,0.1,0.3,,,,,,
13,Astragalus gambelianus,,,,,,,,,,,
13,Athysanus pusillus,,,,0.1,,,,,,,
13,Bromus hordeaceus,,,,,,,,,,,
13,Bromus madritensis,,,,,,,,,,,
13,Calandrinia ciliata,,,,,,,,,,,
13,Calycadenia pauciflora,1,,,,,,,,,,
13,Camissonia graciliflora,,,,,1,,,,,,
13,Chorizanthe membranacea,,,,,,,,,,,
13,Chorizanthe polygonoides,,0.1,,,0.1,,,,,,
13,Clarkia gracilis,0.1,0.1,11,10,1,,,,,,
13,Clarkia purpurea,,,,,,,,,,,
13,Claytonia exigua,,,,,,,,,,,
13,Collinsia sparsiflora,,0.1,1,0.2,3,,,,,,
13,Crassula connata,,,,,,,,,,,
13,Cuscuta californica,0.5,,,0.3,,,,,,,
13,Dichelostemma capitatum,0.1,1,0.1,,,,,,,,
13,Elymus elymoides,,,,,,,,,,,
13,Epilobium brachycarpum,,,,,,,,,,,
13,Eremocarpus setigerus,,,,,,,,,,,
13,Hemizonia congesta,8,1,10,16,5,,,,,,
13,Hesperolinon disjunctum,,0.3,,,,,,,,,
13,Hesperolinon micranthum,,,,,,,,,,,
13,Hordeum brachyantherum,,,,,8,,,,,,
13,Lagophylla minor,5,0.3,,,0.1,,,,,,
13,Lasthenia californica,0.2,0.6,,1,1,,,,,,
13,Lepidium nitidum,,,,,,,,,,,
13,Lessingia ramulosa,15,20,40,4,9,,,,,,
13,Linanthus bicolor,,,,0.2,0.1,,,,,,
13,Linanthus latisectus,,,,,,,,,,,
13,Lolium multiflorum,,,,,,,,,,,
13,Lotus humistratus,0.2,1,0.6,18,4,,,,,,
13,Lotus wrangelianus,,,,,,,,,,,
13,Melica californica,,,,,,,,,,,
13,Melica imperfecta,,,,,,,,,,,
13,Micropus californicus,,,,,,,,,,,
13,Microseris douglasii,,,,,0.1,,,,,,
13,Minuartia californica,,0.4,,3,0.2,,,,,,
13,Plantago erecta,43,10,,25,28,,,,,,
13,Poa secunda,,,,,,,,,,,
13,Quercus durata,,,,,,,,,,,
13,Rigiopappus leptocladus,,,,,0.5,,,,,,
13,Sagina apetala,,,,,,,,,,,
13,Sidalcea diploscypha,,0.2,0.1,,0.4,,,,,,
13,Stellaria nitens,,0.1,,,,,,,,,
13,Trifolium albopurpureum,0.4,,,,,,,,,,
13,Viola douglasii,,10,3,16,2,,,,,,
13,Vulpia microstachys,,0.1,0.1,0.1,0.2,,,,,,
14,Achyrachaena mollis,0.7,2,0.4,,,,,,,,
14,Agoseris grandiflora,,,,,,,,,,,
14,Agoseris heterophylla,,,,,,,,,,,
14,Ancistrocarphus filagineus,,26,0.1,0.9,0.1,,,,,,
14,Astragalus breweri,,,,,,,,,,,
14,Athysanus pusillus,0.5,0.1,,,,,,,,,
14,Avena fatua,,,,,,,,,,,
14,Brodiaea elegans,,,,,,,,,,,
14,Bromus diandrus,,,,,,,,,,,
14,Bromus hordeaceus,30,,,,,,,,,,
14,Bromus madritensis,,,,,,,,,,,
14,Calochortus superbus,,,,,,,,,,,
14,Calycadenia pauciflora,,,,,,,,,,,
14,Camissonia graciliflora,,,,,,,,,,,
14,Castilleja attenuata,,,,,,,,,,,
14,Castilleja rubicundula,,,,,,,,,,,
14,Centaurium trichanthum,,,,,,,,,,,
14,Chlorogalum pomeridianum,,,,,,,,,,,
14,Clarkia gracilis,0.2,0.1,0.1,,5,,,,,,
14,Clarkia purpurea,,,,,,,,,,,
14,Claytonia exigua,,,,,,,,,,,
14,Collinsia sparsiflora,2,10,49,,,,,,,,
14,Cuscuta californica,,,,,,,,,,,
14,Dichelostemma capitatum,0.5,,,0.4,2,,,,,,
14,Elymus elymoides,,9,7,14,,,,,,,
14,Epilobium brachycarpum,0.4,0.5,0.4,1,15,,,,,,
14,Eremocarpus setigerus,,,,,,,,,,,
14,Eriogonum nudum,,,,,,,,,,,
14,Eriogonum vimineum,,,1,,,,,,,,
14,Grindelia camporum,,,,,,,,,,,
14,Helianthella californica,,,,,,,,,,,
14,Hemizonia congesta,2,2,10,,1,,,,,,
14,Hesperolinon disjunctum,,,,,0.2,,,,,,
14,Hordeum brachyantherum,,,,,,,,,,,
14,Lactuca serriola,2,,,,,,,,,,
14,Lagophylla minor,,,0.6,,0.3,,,,,,
14,Lasthenia californica,6,12,0.2,,,,,,,,
14,Lepidium nitidum,,,,,,,,,,,
14,Lessingia ramulosa,,,,,5,,,,,,
14,Linanthus bicolor,,,,,,,,,,,
14,Lolium multiflorum,30,,,,,,,,,,
14,Lomatium marginatum,,,,,0.2,,,,,,
14,Lotus humistratus,,,,,,,,,,,
14,Lotus wrangelianus,,,,,2,,,,,,
14,Lupinus bicolor,0.6,0.8,,,,,,,,,
14,Micropus californicus,,,,,,,,,,,
14,Microseris douglasii,,0.5,,,,,,,,,
14,Mimulus guttatus,,,,,,,,,,,
14,Minuartia californica,,,,,,,,,,,
14,Navarretia jepsonii,,,,2.5,,,,,,,
14,Phlox gracilis,,,,,,,,,,,
14,Plantago erecta,19,21,,,,,,,,,
14,Poa secunda,2,0.4,7,,0.3,,,,,,
14,Ranunculus occidentalis,,,,,,,,,,,
14,Rigiopappus leptocladus,,,0.2,,,,,,,,
14,Sagina apetala,,,,,,,,,,,
14,Scutellaria siphocampyloides,,,,,,,,,,,
14,Sidalcea diploscypha,,,,,,,,,,,
14,Sisyrinchium bellum,6,,,,,,,,,,
14,Stellaria nitens,0.1,0.2,,0.3,,,,,,,
14,Taeniatherum caput-medusae,,,,,,,,,,,
14,Trichostema laxum,,,,,,,,,,,
14,Trifolium albopurpureum,,,,,,,,,,,
14,Trifolium bifidum,0.1,,0.1,,,,,,,,
14,Trifolium fucatum,,0.2,0.2,38,,,,,,,
14,Trifolium gracilentum,,,,,,,,,,,
14,Triteleia laxa,,,2,,,in bud,,,,,
14,Vulpia microstachys,,13,5,19,3,,,,,,
14,Zigadenus fremontii,,2,,0.4,,,,,,,
15,Achyrachaena mollis,,,0.4,,,,,,,,
15,Agoseris heterophylla,,,,,,,,,,,
15,Aira caryophyllea,,,,,,,,,,,
15,Anagallis arvensis,,,,,,,,,,,
15,Ancistrocarphus filagineus,0.1,,,,,,,,,,
15,Athysanus pusillus,,,,,,,,,,,
15,Avena fatua,1,75,85,75,95,,,,,,
15,Brodiaea elegans,,,,,,,,,,,
15,Bromus diandrus,,,,,,,,,,,
15,Bromus hordeaceus,0.6,0.1,0.3,0.6,,,,,,,
15,Calochortus luteus,,,,,,,,,,,
15,Calochortus superbus,,,,,,,,,,,
15,Castilleja attenuata,,,,,,,,,,,
15,Castilleja rubicundula,,,,,,,,,,,
15,Centaurea solstitialis,0.6,7,,,,,,,,,
15,Cerastium glomeratum,,,,,,,,,,,
15,Chlorogalum pomeridianum,0.4,,3,5,,,,,,,
15,Chorizanthe polygonoides,,,,,,,,,,,
15,Clarkia purpurea,,,,,,,,,,,
15,Collinsia sparsiflora,,,,,,,,,,,
15,Cynosurus echinatus,,,,,,,,,,,
15,Dichelostemma capitatum,0.1,,0.1,1,0.1,,,,,,
15,Dodecatheon hendersonii,,,,,,,,,,,
15,Epilobium brachycarpum,,,,,,,,,,,
15,Eremocarpus setigerus,,,,,,,,,,,
15,Erodium brachycarpum,0.3,,,,,,,,,,
15,Erodium cicutarium,0.4,0.6,,,,,,,,,
15,Eschscholzia californica,,,,,,,,,,,
15,Euphorbia crenulata,,,0.3,,0.2,,,,,,
15,Filago gallica,,,,,,,,,,,
15,Galium murale,,,,,,,,,,,
15,Grindelia camporum,2,,,,,,,,,,
15,Hemizonia congesta,,,0.2,,1,,,,,,
15,Hypochaeris glabra,32,0.6,,,,,,,,,
15,Lactuca serriola,,0.2,0.6,0.3,6,,,,,,
15,Lasthenia californica,,,,,,,,,,,
15,Lessingia ramulosa,6,,,,,,,,,,
15,Linanthus bicolor,,,,,,,,,,,
15,Lolium multiflorum,,0.6,8,14,4,,,,,,
15,Lomatium marginatum,,,,,,,,,,,
15,Lotus wrangelianus,,,,,,,,,,,
15,Lupinus bicolor,,,0.1,,,,,,,,
15,Medicago polymorpha,,,,,,,,,,,
15,Micropus californicus,30,,,,,,,,,,
15,Microseris douglasii,4,,0.1,,,,,,,,
15,Nassella pulchra,,,,,,,,,,,
15,Plantago erecta,0.3,,,,,,,,,,
15,Poa secunda,,,,,,,,,,,
15,Polypogon monspeliensis,,,,,,,,,,,
15,Ranunculus occidentalis,,,,,,,,,,,
15,Rigiopappus leptocladus,5,,,,,,,,,,
15,Sanicula bipinnata,,,,,,,,,,,
15,Sanicula bipinnatifida,0.4,,,,,,,,,,
15,Sidalcea diploscypha,,,0.1,,,,,,,,
15,Silene gallica,,,,,,,,,,,
15,Sisyrinchium bellum,,,8,1,20,,,,,,
15,Stellaria nitens,,,,,,,,,,,
15,Taeniatherum caput-medusae,15,1,5,25,5,,,,,,
15,Trifolium depauperatum,,,,,,,,,,,
15,Trifolium dubium,,,,,,,,,,,
15,Trifolium fucatum,,,,,0.1,,,,,,
15,Trifolium gracilentum,,,,,,,,,,,
15,Trifolium hirtum,,0.1,,,,,,,,,
15,Trifolium microcephalum,,,,,,,,,,,
15,Trifolium willdenovii,,,,,,,,,,,
15,Triphysaria eriantha,,,,,,,,,,,
15,Triteleia laxa,,0.3,0.4,,,in bud,,,,,
15,Velezia rigida,0.1,,,,,,,,,,
15,Vulpia microstachys,10,,,,,,,,,,
15,Vulpia myuros,,,,,,,,,,,
15,Zigadenus fremontii,,,,,,,,,,,
15,Trifolium bifidum,,,0.1,,0.1,in flower,,,,,
16,Achyrachaena mollis,,,,,,,,,,,
16,Agoseris grandiflora,,,,,,,,,,,
16,Agoseris heterophylla,0.1,0.1,0.8,,,,,,,,
16,Ancistrocarphus filagineus,,,,,,,,,,,
16,Astragalus gambelianus,,,,,,,,,,,
16,Athysanus pusillus,,,,,,,,,,,
16,Avena fatua,70,8,1,,,,,,,,
16,Brodiaea elegans,,,,,,,,,,,
16,Bromus hordeaceus,0.9,0.2,0.1,0.2,0.1,,,,,,
16,Bromus madritensis,,0.2,,0.1,,,,,,,
16,Calycadenia pauciflora,,,,20,,,,,,,
16,Camissonia graciliflora,,,,,,,,,,,
16,Castilleja attenuata,,,,,,,,,,,
16,Castilleja rubicundula,,,,,,,,,,,
16,Clarkia gracilis,,,,,,,,,,,
16,Collinsia sparsiflora,,,,,,,,,,,
16,Dichelostemma capitatum,0.1,,2,0.2,0.3,,,,,,
16,Elymus elymoides,,1,,,,,,,,,
16,Epilobium brachycarpum,0.1,0.5,,0.1,,,,,,,
16,Eremocarpus setigerus,,,,,,,,,,,
16,Eriogonum nudum,,,,0.2,2,,,,,,
16,Eriogonum vimineum,,2,0.1,,0.2,,,,,,
16,Eriophyllum lanatum,,,,,2,,,,,,
16,Filago californica,,,,,,,,,,,
16,Gastridium ventricosum,,,,,,,,,,,
16,Geranium dissectum,,,,,,,,,,,
16,Gilia tricolor,,,,,,,,,,,
16,Grindelia camporum,,,,,,,,,,,
16,Hemizonia congesta,1.4,4,6,,0.9,,,,,,
16,Hesperolinon micranthum,,,,,0.2,,,,,,
16,Holocarpha virgata,,,,,,,,,,,
16,Hordeum brachyantherum,,,,,,,,,,,
16,Hordeum marinum,,,,,,,,,,,
16,Lactuca serriola,1,0.4,0.3,,,,,,,,
16,Lagophylla minor,,,,,,,,,,,
16,Lasthenia californica,,0.1,,0.1,,,,,,,
16,Layia platyglossa,,,,,,,,,,,
16,Lepidium nitidum,,,,,,,,,,,
16,Lessingia ramulosa,,,,3,11,,,,,,
16,Linanthus bicolor,,,,,,,,,,,
16,Linanthus ciliatus,,,,,,,,,,,
16,Linanthus dichotomus,,,,,,,,,,,
16,Lolium multiflorum,3,1,5,,,,,,,,
16,Lotus humistratus,,,,3,0.2,,,,,,
16,Lotus micranthus,,0.3,,,,,,,,,
16,Lotus wrangelianus,,,,,,,,,,,
16,Micropus californicus,,,,,0.1,,,,,,
16,Microseris douglasii,,0.6,,,,,,,,,
16,Nassella pulchra,,9,26,4,11,,,,,,
16,Navarretia jepsonii,,,,,0.1,,,,,,
16,Plantago erecta,0.1,24,0.6,40,14,,,,,,
16,Poa secunda,,,,,,,,,,,
16,Polypogon monspeliensis,,,,,,,,,,,
16,Rigiopappus leptocladus,,0.1,,1.5,1,,,,,,
16,Sagina apetala,,,,,,,,,,,
16,Senecio eurycephalus,,,,,,,,,,,
16,Sidalcea diploscypha,,,0.1,0.2,,,,,,,
16,Stellaria nitens,,,,,,,,,,,
16,Taeniatherum caput-medusae,,,,,,,,,,,
16,Trifolium albopurpureum,,,,,,,,,,,
16,Trifolium bifidum,,,,,,,,,,,
16,Trifolium fucatum,,,,,,,,,,,
16,Trifolium gracilentum,,,,,,,,,,,
16,Unknown forb,,,,,,,,,,,
16,Vulpia microstachys,,0.2,,0.1,0.2,,,,,,
16,Zigadenus fremontii,,,,,,,,,,,
16,Quercus sp.,,,,,0.1,spiny shrub,,,,,
17,Agoseris heterophylla,,,,,,,,,,,
17,Aira caryophyllea,,,,,,,,,,,
17,Anagallis arvensis,,,,,,,,,,,
17,Aphanes occidentalis,,,,,,,,,,,
17,Astragalus gambelianus,,,,,,,,,,,
17,Athysanus pusillus,,,,,,,,,,,
17,Avena fatua,2,25,0.8,1,2,,,,,,
17,Bromus hordeaceus,2,5,23,,0.4,,,,,,
17,Bromus madritensis,2,4,10,13,14,,,,,,
17,Castilleja densiflora,0.3,0.1,0.5,,0.3,dead,,,,,
17,Centaurea melitensis,6,1,6,,,double checked ID,,,,,
17,Centaurea solstitialis,0,0.8,0.3,2,0.4,double checked ID,,,,,
17,Centaurium trichanthum,,,,,,,,,,,
17,Cerastium glomeratum,,,,,,,,,,,
17,Crassula connata,,,,,3,,,,,,
17,Dichelostemma capitatum,,,,,,,,,,,
17,Eremocarpus setigerus,,,,,,,,,,,
17,Erodium brachycarpum,,,,,,,,,,,
17,Erodium cicutarium,0.4,0.1,,0.2,,,,,,,
17,Gilia tricolor,0.5,0.1,0.1,1,7,"dead, guess on cover",,,,,
17,Holocarpha virgata,,,,,,,,,,,
17,Hypochaeris glabra,,,,,,,,,,,
17,Lactuca serriola,,,,,,,,,,,
17,Lepidium nitidum,,,,,,,,,,,
17,Lolium multiflorum,,,,,,,,,,,
17,Medicago polymorpha,0.1,2,,,,,,,,,
17,Nassella pulchra,,,1,,,,,,,,
17,Navarretia pubescens,,,,,,,,,,,
17,Petrorhagia prolifera,,,,,,,,,,,
17,Plantago erecta,,,1,0.1,,,,,,,
17,Senecio vulgaris,,,,,,,,,,,
17,Taeniatherum caput-medusae,,,0.1,,,,,,,,
17,Trifolium albopurpureum,,,0.5,,,fuzzy in flower,,,,,
17,Trifolium gracilentum,,,,,,,,,,,
17,Triphysaria eriantha,,,,,,,,,,,
17,Velezia rigida,0.6,2,6,10,4,,,,,,
17,Vulpia myuros,10,0.5,3,1,2,,,,,,
18,Achyrachaena mollis,,,,,,,,,,,
18,Agoseris heterophylla,,,0.1,,,in fruit ID uncertain,,,,,
18,Ancistrocarphus filagineus,,,3,0.3,,,,,,,
18,Astragalus gambelianus,,,,,,,,,,,
18,Athysanus pusillus,,,,,,,,,,,
18,Avena fatua,38,0.1,0.1,5,0.6,"in flower, skinny florets prob. A. barbata",,,,,
18,Bromus hordeaceus,7,2,,,,,,,,,
