Site,Soil,Species,Species_new,Species_notes,years,Max(Year),11/1/2012,11/5/2012,11/15/2012,11/27/2012,12/11/2012,12/12/2012,1/14/2013,1/17/2013,1/22/2013,2/5/2013,2/7/2013,1/31/2013,2/11/2013,2/21/2013,2/22/2013,3/4/2013,3/16/2013,3/26/2013,4/12/2013,6/9/2013,9/9/2013,10/4/2013,10/16/2013,11/1/2013,11/13/2013,11/25/2013,12/16/2013,1/3/2014,1/22/2014,5/20/2014,7/22/2014,SUM
15,Serp,Hemizonia congesta,Hemizonia congesta,,0,2012,,,,,,,2,,,,1,,,,,,1,,,,,,,,,,,,,,,4
15,Serp,Hypochaeris glabra,Hypochaeris glabra,,0,2012,,,,,,,22,,,,13,,,,,,,,,,,,,,,,,,,,,35
15,Serp,Juncus bufonius,Juncus bufonius,,NA,NEW,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,2
15,Serp,Lactuca saligna,Lactuca serriola,Merge with serriola and S. olerecea,NA,NEW,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2
15,Serp,Lactuca serriola,Lactuca serriola,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Lasthenia californica,Lasthenia californica,,0,2012,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,3
15,Serp,Lessingia ramulosa,Lessingia ramulosa,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Linanthus bicolor,Linanthus bicolor,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Lolium multiflorum,Lolium multiflorum,,0,2012,,,,8,,,13,,,,12,,,,5,10,,,,,,1,,1,,,,,,,,50
15,Serp,Lomatium marginatum,Lomatium marginatum,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Lotus wrangelianus,Lotus wrangelianus,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Lupinus bicolor,Lupinus bicolor,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Medicago polymorpha,Medicago polymorpha,,0,2012,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
15,Serp,Micropus californicus,Micropus californicus,,0,2012,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,6
15,Serp,Microseris douglasii,Microseris douglasii,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Nassella pulchra,Nassella pulchra,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Plantago erecta,Plantago erecta,,0,2012,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
15,Serp,Poa secunda,Poa secunda,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Polypogon monspeliensis,Polypogon monspeliensis,,5,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Ranunculus occidentalis,Ranunculus occidentalis,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Rigiopappus leptocladus,Rigiopappus leptocladus,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Sagina apetala,Sagina apetala,,NA,NEW,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
15,Serp,Sanicula bipinnata,Sanicula bipinnata,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Sanicula bipinnatifida,Sanicula bipinnatifida,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Sidalcea diploscypha,Sidalcea diploscypha,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Silene gallica,Silene gallica,,1,2011,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3
15,Serp,Sisyrinchium bellum,Sisyrinchium bellum,,0,2012,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
15,Serp,Sonchus oleraceus,Lactuca serriola,Merge with Lactuca serriola,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Stellaria nitens,Stellaria nitens,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,15,,,17,,,,5,,,,,1,,,,,,,,,,,,,,,,38
15,Serp,Trifolium depauperatum,Trifolium depauperatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Trifolium dubium,Trifolium dubium,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Trifolium fucatum,Trifolium fucatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Trifolium gracilentum,Trifolium gracilentum,,0,2012,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2
15,Serp,Trifolium hirtum,Trifolium hirtum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Trifolium microcephalum,Trifolium microcephalum,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Trifolium willdenovii,Trifolium willdenovii,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Triphysaria eriantha,Triphysaria eriantha,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Triteleia laxa,Triteleia laxa,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,Serp,Vulpia microstachys,Vulpia microstachys,,0,2012,,,,,,,,,,,5,,,,2,,,1,,,1,,,,,,,,,,,9
15,Serp,Vulpia myuros,Vulpia myuros,,2,2010,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3
15,Serp,Zigadenus fremontii,Zigadenus fremontii,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Achyrachaena mollis,Achyrachaena mollis,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Agoseris grandiflora,Agoseris grandiflora,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Agoseris heterophylla,Agoseris heterophylla,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Ancistrocarphus filagineus,Ancistrocarphus filagineus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Astragalus gambelianus,Astragalus gambelianus,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Athysanus pusillus,Athysanus pusillus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Avena barbata,Avena fatua,Merged with Avena fatua,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Avena fatua,Avena fatua,,0,2012,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
16,Serp,Brodiaea elegans,Brodiaea elegans,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4
16,Serp,Bromus madritensis,Bromus madritensis,,0,2012,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2
16,Serp,Calycadenia pauciflora,Calycadenia pauciflora,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Camissonia graciliflora,Camissonia graciliflora,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Castilleja attenuata,Castilleja attenuata,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Castilleja rubicundula,Castilleja rubicundula,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Clarkia gracilis,Clarkia gracilis,,0,2012,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
16,Serp,Collinsia sparsiflora,Collinsia sparsiflora,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Elymus elymoides,Elymus elymoides,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Epilobium brachycarpum,Epilobium brachycarpum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Eremocarpus setigerus,Eremocarpus setigerus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Eriogonum nudum,Eriogonum nudum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Eriogonum vimineum,Eriogonum vimineum,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Eriophyllum lanatum,Eriophyllum lanatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Filago californica,Filago californica,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Gastridium ventricosum,Gastridium ventricosum,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Geranium dissectum,Geranium dissectum,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Gilia tricolor,Gilia tricolor,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Grindelia camporum,Grindelia camporum,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Hemizonia congesta,Hemizonia congesta,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
16,Serp,Hesperolinon micranthum,Hesperolinon micranthum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Holocarpha virgata,Holocarpha virgata,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Hordeum brachyantherum,Hordeum brachyantherum,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Hordeum marinum,Hordeum marinum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Lactuca serriola,Lactuca serriola,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Lagophylla minor,Lagophylla minor,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Lasthenia californica,Lasthenia californica,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Layia platyglossa,Layia platyglossa,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Lepidium nitidum,Lepidium nitidum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Lessingia ramulosa,Lessingia ramulosa,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Linanthus bicolor,Linanthus bicolor,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Linanthus ciliatus,Linanthus ciliatus,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Linanthus dichotomus,Linanthus dichotomus,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Lolium multiflorum,Lolium multiflorum,,0,2012,,,,7,18,,10,,,,,,,,,,,,,,,,,,,,,,,,,35
16,Serp,Lotus humistratus,Lotus humistratus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Lotus micranthus,Lotus micranthus,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Lotus wrangelianus,Lotus wrangelianus,,0,2012,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16,Serp,Micropus californicus,Micropus californicus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Microseris douglasii,Microseris douglasii,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Nassella pulchra,Nassella pulchra,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Navarretia jepsonii,Navarretia jepsonii,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Plantago erecta,Plantago erecta,,0,2012,1,,,3,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,7
16,Serp,Poa secunda,Poa secunda,,5,2007,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4
16,Serp,Polypogon monspeliensis,Polypogon monspeliensis,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Quercus durata,Quercus durata,,NA,NEW,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
16,Serp,Rigiopappus leptocladus,Rigiopappus leptocladus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Sagina apetala,Sagina apetala,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Senecio eurycephalus,Senecio eurycephalus,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Senecio vulgaris,Senecio vulgaris,,NA,NEW,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
16,Serp,Sidalcea diploscypha,Sidalcea diploscypha,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Stellaria nitens,Stellaria nitens,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Trifolium,Trifolium,Genus,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Trifolium albopurpureum,Trifolium albopurpureum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Trifolium bifidum,Trifolium bifidum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Trifolium fucatum,Trifolium fucatum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Trifolium gracilentum,Trifolium gracilentum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,Serp,Vulpia microstachys,Vulpia microstachys,,0,2012,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,4
16,Serp,Zigadenus fremontii,Zigadenus fremontii,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Agoseris heterophylla,Agoseris heterophylla,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Aira caryophyllea,Aira caryophyllea,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Anagallis arvensis,Anagallis arvensis,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Aphanes occidentalis,Aphanes occidentalis,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Astragalus gambelianus,Astragalus gambelianus,,0,2012,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
17,Nonserp,Athysanus pusillus,Athysanus pusillus,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Avena fatua,Avena fatua,,0,2012,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4
17,Nonserp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,4,,,,28,,,,,20,,2,10,,,,2,,,,,,,,,,,,,66
17,Nonserp,Bromus madritensis,Bromus madritensis,,0,2012,,,,,,,,,,,,21,,1,,,,,3,,,,,,,,,,,,,25
17,Nonserp,Castilleja densiflora,Castilleja densiflora,,0,2012,,,,,,,,,,5,,6,,,,,,,,,,,,,,,,,,,,11
17,Nonserp,Centaurea melitensis,Centaurea melitensis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Centaurea solstitialis,Centaurea solstitialis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Centaurium trichanthum,Centaurium trichanthum,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Cerastium glomeratum,Cerastium glomeratum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Crassula connata,Crassula connata,,0,2012,,,,,,,,,,,,4,,11,7,,,,3,,,,4,,,,,,,,,29
17,Nonserp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Eremocarpus setigerus,Eremocarpus setigerus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Erodium brachycarpum,Erodium brachycarpum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
17,Nonserp,Erodium cicutarium,Erodium cicutarium,,0,2012,,,117,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,122
17,Nonserp,Geranium dissectum,Geranium dissectum,,NA,NEW,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
17,Nonserp,Gilia tricolor,Gilia tricolor,,0,2012,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,3
17,Nonserp,Grindelia camporum,Grindelia camporum,,NA,NEW,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
17,Nonserp,Holocarpha virgata,Holocarpha virgata,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Hypochaeris glabra,Hypochaeris glabra,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Lactuca serriola,Lactuca serriola,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Lepidium nitidum,Lepidium nitidum,,6,2006,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
17,Nonserp,Lolium multiflorum,Lolium multiflorum,,3,2009,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,3
17,Nonserp,Lupinus bicolor,Lupinus bicolor,,NA,NEW,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
17,Nonserp,Medicago polymorpha,Medicago polymorpha,,0,2012,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
17,Nonserp,Melilotus indica,Melilotus indica,,NA,NEW,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
17,Nonserp,Nassella pulchra,Nassella pulchra,,0,2012,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
17,Nonserp,Navarretia pubescens,Navarretia pubescens,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Petrorhagia prolifera,Petrorhagia prolifera,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Plantago erecta,Plantago erecta,,0,2012,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2
17,Nonserp,Sagina apetala,Sagina apetala,,NA,NEW,,,,,,,,,,,,,,5,3,,,,,,,,5,,,,,,1,,,14
17,Nonserp,Senecio vulgaris,Senecio vulgaris,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
17,Nonserp,Trifolium albopurpureum,Trifolium albopurpureum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Trifolium fucatum,Trifolium fucatum,,NA,NEW,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
17,Nonserp,Trifolium gracilentum,Trifolium gracilentum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Triphysaria eriantha,Triphysaria eriantha,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17,Nonserp,Velezia rigida,Velezia rigida,,0,2012,,,,,,,,,,,,68,,1,1,,,,,,,2,2,,,,,,1,,,75
17,Nonserp,Vulpia myuros,Vulpia myuros,,0,2012,,,,,,,14,,,,,7,,,,,,,,,,,,,,,,,,,,21
18,Serp,Achyrachaena mollis,Achyrachaena mollis,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Agoseris heterophylla,Agoseris heterophylla,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Ancistrocarphus filagineus,Ancistrocarphus filagineus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Astragalus gambelianus,Astragalus gambelianus,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Athysanus pusillus,Athysanus pusillus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Avena barbata,Avena fatua,Merged with Avena fatua,0,2012,31,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
18,Serp,Avena fatua,Avena fatua,,NA,NEW,1,16,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
18,Serp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,,,,,9,,,2,,,4,,,,1,,,,,,,,,,,,,,,16
18,Serp,Bromus madritensis,Bromus madritensis,,0,2012,,,,,,,,,,9,,,10,,,,,,,,,,,,,,,,,,,19
18,Serp,Calandrinia ciliata,Calandrinia ciliata,,NA,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
18,Serp,Calycadenia pauciflora,Calycadenia pauciflora,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Chaenactis glabriuscula,Chaenactis glabriuscula,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Chorizanthe membranacea,Chorizanthe membranacea,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Chorizanthe polygonoides,Chorizanthe polygonoides,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Cuscuta californica,Cuscuta californica,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Epilobium brachycarpum,Epilobium brachycarpum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Eremocarpus setigerus,Eremocarpus setigerus,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Eschscholzia californica,Eschscholzia californica,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Filago californica,Filago californica,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Gilia capitata,Gilia capitata,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Gilia tricolor,Gilia tricolor,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Hemizonia congesta,Hemizonia congesta,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Holocarpha virgata,Holocarpha virgata,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Lactuca serriola,Lactuca serriola,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Lasthenia californica,Lasthenia californica,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Layia septentrionalis,Layia septentrionalis,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Layia septentrionalis  ,Layia septentrionalis,Removed space,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Lepidium nitidum,Lepidium nitidum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Lolium multiflorum,Lolium multiflorum,,11,2001,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5
18,Serp,Lotus humistratus,Lotus humistratus,,0,2012,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
18,Serp,Lotus wrangelianus,Lotus wrangelianus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Melica californica,Melica californica,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Melilotus indica,Melilotus indica,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Micropus californicus,Micropus californicus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Microseris douglasii,Microseris douglasii,,0,2012,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
18,Serp,Nassella pulchra,Nassella pulchra,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Navarretia jepsonii,Navarretia jepsonii,,0,2012,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2
18,Serp,Navarretia pubescens,Navarretia pubescens,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Plantago erecta,Plantago erecta,,0,2012,1,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,4
18,Serp,Sidalcea diploscypha,Sidalcea diploscypha,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,11,2001,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
18,Serp,Thysanocarpus curvipes,Thysanocarpus curvipes,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Trifolium albopurpureum,Trifolium albopurpureum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Trifolium bifidum,Trifolium bifidum,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Trifolium gracilentum,Trifolium gracilentum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Uropappus lindleyi,Uropappus lindleyi,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,Serp,Vulpia myuros,Vulpia myuros,,NA,NEW,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
18,Serp,Vulpia microstachys,Vulpia microstachys,,0,2012,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,8
19,Serp,Achyrachaena mollis,Achyrachaena mollis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
19,Serp,Agoseris heterophylla,Agoseris heterophylla,,0,2012,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
19,Serp,Anagallis arvensis,Anagallis arvensis,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
