"site","Serpentine","Species_Name","Grass.Forb.Shrub","Count.12","Count.14","SAI_Index1","SAI_Index2","SAI","SAI_RelAb"
17,"N","Plantago erecta","Forb",2,1,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
17,"N","Taeniatherum caput-medusae","Grass",2,0,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
17,"N","Trifolium fucatum","Forb",3,0,52.3923444976077,35.1538824163243,43.773113456966,49.07938350856
17,"N","Velezia rigida","Forb",75,22,41.6666666666667,74.3005656627427,57.9836161647047,48.7545658989798
17,"N","Vulpia myuros","Grass",21,13,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
18,"S","Ancistrocarphus filagineus","Forb",0,3,16.6666666666667,52.5673437363787,34.6170052015227,92.3792728717368
18,"S","Avena fatua","Grass",65,0,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
18,"S","Bromus hordeaceus","Grass",16,0,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
18,"S","Bromus madritensis","Grass",19,0,46.0577915376677,38.3696224168015,42.2137069772346,59.9837053209591
18,"S","Calandrinia ciliata","Forb",1,1,53.3333333333333,87.5634517766497,70.4483925549915,82.3207206771152
18,"S","Lolium multiflorum","Grass",5,0,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
18,"S","Lotus humistratus","Forb",1,4,40.8831908831909,30.0898516403148,35.4865212617528,61.4105669019048
18,"S","Microseris douglasii","Forb",1,0,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
18,"S","Navarretia jepsonii","Forb",2,0,32.967032967033,28.9616704805492,30.9643517237911,41.6952079915798
18,"S","Plantago erecta","Forb",4,2,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
18,"S","Taeniatherum caput-medusae","Grass",1,0,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
18,"S","Vulpia microstachys","Grass",8,13,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
18,"S","Vulpia myuros","Grass",1,0,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
19,"S","Agoseris heterophylla","Forb",1,1,18.9236111111111,26.1678619887575,22.5457365499343,64.8124850815751
19,"S","Athysanus pusillus","Forb",2,2,36.1835748792271,77.5344597598933,56.8590173195602,79.0100950883518
19,"S","Avena fatua","Grass",3,0,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
19,"S","Bromus diandrus","Grass",5,0,53.6842105263158,18.9835086424738,36.3338595843948,10.5789730267854
19,"S","Bromus hordeaceus","Grass",9,7,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
19,"S","Calandrinia ciliata","Forb",6,3,53.3333333333333,87.5634517766497,70.4483925549915,82.3207206771152
19,"S","Cardamine oligosperma","Forb",0,2,77.0833333333333,97.5143403441683,87.2988368387508,93.7834232900195
19,"S","Castilleja attenuata","Forb",0,1,71.6666666666667,84.1121495327103,77.8894080996885,89.176221063663
19,"S","Collinsia sparsiflora","Forb",0,2,35.8674463937622,44.6361845234051,40.2518154585836,69.0077095446192
19,"S","Elymus elymoides","Grass",1,0,30.5555555555556,15.645371577575,23.1004635665653,31.4815350815356
19,"S","Eriogonum nudum","Shrub",1,0,4.54545454545455,2.63620386643234,3.59082920594344,21.570179894312
19,"S","Eriogonum vimineum","Forb",4,1,44.6022727272727,74.8286888990407,59.7154808131567,77.5569054175315
19,"S","Erodium cicutarium","Forb",1,0,41.3095238095238,69.0745899599393,55.1920568847316,63.587585435415
19,"S","Euphorbia crenulata","Forb",2,0,25.1923076923077,38.1056923318175,31.6490000120626,68.4443672926967
19,"S","Hemizonia congesta","Forb",2,3,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
19,"S","Lactuca serriola","Forb",0,1,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
19,"S","Lasthenia californica","Forb",1,39,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
19,"S","Lolium multiflorum","Grass",32,27,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
19,"S","Lotus wrangelianus","Forb",2,12,36.900871459695,32.8815098255399,34.8911906426175,60.6656162981994
19,"S","Micropus californicus","Forb",2,0,40.0415721844293,58.6802100133832,49.3608910989063,71.5063166972178
19,"S","Microseris douglasii","Forb",17,5,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
19,"S","Nassella pulchra","Grass",1,0,14.6341463414634,5.26227865018376,9.94821249582359,20.6664079796308
19,"S","Plantago erecta","Forb",1,1,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
19,"S","Stellaria nitens","Forb",0,10,70.5882352941177,94.8960880195599,82.7421616568388,96.262970259271
19,"S","Taeniatherum caput-medusae","Grass",12,0,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
19,"S","Trifolium albopurpureum","Forb",6,6,39.8026315789474,52.5145873853848,46.1586094821661,76.3481641403398
19,"S","Trifolium bifidum","Forb",1,3,39.375,49.6574304250288,44.5162152125144,56.2623792072886
19,"S","Trifolium gracilentum","Forb",0,5,51.743679163034,61.6864968458037,56.7150880044189,74.3240427839317
19,"S","Trifolium microcephalum","Forb",1,0,82.6388888888889,68.435282189929,75.537085539409,71.1100977143821
19,"S","Vulpia microstachys","Grass",18,9,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
20,"S","Avena fatua","Grass",1,2,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
20,"S","Bromus hordeaceus","Grass",6,18,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
20,"S","Delphinium hesperium","Forb",1,0,50,39.6975425330813,44.8487712665406,41.9051292495015
20,"S","Delphinium variegatum","Forb",1,0,18.8311688311688,19.9851961509993,19.408182491084,71.2629631201853
20,"S","Eremocarpus setigerus","Forb",1,0,17.1875,40.0111141983884,28.5993070991942,69.8646885731193
20,"S","Hemizonia congesta","Forb",2,9,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
20,"S","Juncus bufonius","Grass",0,2,100,99.9901594174375,99.9950797087188,96.8889705082538
20,"S","Lactuca serriola","Forb",1,1,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
20,"S","Lolium multiflorum","Grass",61,137,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
20,"S","Stellaria nitens","Forb",0,3,70.5882352941177,94.8960880195599,82.7421616568388,96.262970259271
20,"S","Taeniatherum caput-medusae","Grass",4,0,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
20,"S","Trifolium fucatum","Forb",0,2,52.3923444976077,35.1538824163243,43.773113456966,49.07938350856
20,"S","Trifolium gracilentum","Forb",2,2,51.743679163034,61.6864968458037,56.7150880044189,74.3240427839317
20,"S","Trifolium hirtum","Forb",1,1,41.6428571428571,36.5499903306904,39.0964237367738,40.0778244613948
20,"S","Unknown forb","Forb",0,1,NA,97.2972972972973,NA,80.3227102237515
20,"S","Viola douglasii","Forb",1,0,20,7.83289817232376,13.9164490861619,9.7442930437053
20,"S","Vulpia microstachys","Grass",1,0,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
20,"S","Vulpia myuros","Grass",19,0,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
21,"S","Achyrachaena mollis","Forb",1,0,29.9773755656109,23.3728290861873,26.6751023258991,48.8059495502049
21,"S","Agoseris heterophylla","Forb",1,0,18.9236111111111,26.1678619887575,22.5457365499343,64.8124850815751
21,"S","Athysanus pusillus","Forb",1,0,36.1835748792271,77.5344597598933,56.8590173195602,79.0100950883518
21,"S","Avena fatua","Grass",2,1,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
21,"S","Bromus hordeaceus","Grass",6,1,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
21,"S","Calandrinia ciliata","Forb",1,0,53.3333333333333,87.5634517766497,70.4483925549915,82.3207206771152
21,"S","Epilobium brachycarpum","Forb",3,0,26.1363636363636,26.5710670603121,26.3537153483379,57.109313280528
21,"S","Eremocarpus setigerus","Forb",1,0,17.1875,40.0111141983884,28.5993070991942,69.8646885731193
21,"S","Hemizonia congesta","Forb",2,11,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
21,"S","Holocarpha virgata","Forb",0,10,38.2703081232493,15.1889040163376,26.7296060697935,30.6037169967779
21,"S","Lactuca serriola","Forb",0,1,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
21,"S","Lasthenia californica","Forb",2,0,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
21,"S","Lolium multiflorum","Grass",49,22,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
21,"S","Lotus wrangelianus","Forb",1,23,36.900871459695,32.8815098255399,34.8911906426175,60.6656162981994
21,"S","Microseris douglasii","Forb",5,31,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
21,"S","Taeniatherum caput-medusae","Grass",15,0,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
21,"S","Trifolium albopurpureum","Forb",0,4,39.8026315789474,52.5145873853848,46.1586094821661,76.3481641403398
21,"S","Trifolium bifidum","Forb",0,1,39.375,49.6574304250288,44.5162152125144,56.2623792072886
21,"S","Trifolium gracilentum","Forb",1,1,51.743679163034,61.6864968458037,56.7150880044189,74.3240427839317
21,"S","Vulpia microstachys","Grass",42,34,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
22,"S","Athysanus pusillus","Forb",0,1,36.1835748792271,77.5344597598933,56.8590173195602,79.0100950883518
22,"S","Avena fatua","Grass",3,2,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
22,"S","Bromus hordeaceus","Grass",46,14,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
22,"S","Bromus madritensis","Grass",2,2,46.0577915376677,38.3696224168015,42.2137069772346,59.9837053209591
22,"S","Collinsia sparsiflora","Forb",2,4,35.8674463937622,44.6361845234051,40.2518154585836,69.0077095446192
22,"S","Dichelostemma capitatum","Forb",1,1,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
22,"S","Elymus elymoides","Grass",2,0,30.5555555555556,15.645371577575,23.1004635665653,31.4815350815356
22,"S","Eremocarpus setigerus","Forb",1,0,17.1875,40.0111141983884,28.5993070991942,69.8646885731193
22,"S","Hemizonia congesta","Forb",3,0,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
22,"S","Hypochaeris glabra","Forb",4,0,33.6369770580297,40.3778477495833,37.0074124038065,58.040004704809
22,"S","Juncus bufonius","Grass",0,1,100,99.9901594174375,99.9950797087188,96.8889705082538
22,"S","Lasthenia californica","Forb",1,0,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
22,"S","Lolium multiflorum","Grass",67,53,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
22,"S","Lotus wrangelianus","Forb",4,2,36.900871459695,32.8815098255399,34.8911906426175,60.6656162981994
22,"S","Lupinus bicolor","Forb",1,0,36.8729096989967,22.2084802502096,29.5406949746031,22.0414985495582
22,"S","Micropus californicus","Forb",6,3,40.0415721844293,58.6802100133832,49.3608910989063,71.5063166972178
22,"S","Plantago erecta","Forb",2,5,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
22,"S","Ranunculus occidentalis","Forb",0,1,15.6565656565657,8.25435646591256,11.9554610612391,50.8835762624215
22,"S","Sisyrinchium bellum","Forb",0,2,25.3846153846154,16.0833953834698,20.7340053840426,36.7546773430369
22,"S","Taeniatherum caput-medusae","Grass",12,0,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
22,"S","Trifolium bifidum","Forb",4,0,39.375,49.6574304250288,44.5162152125144,56.2623792072886
22,"S","Trifolium fucatum","Forb",0,1,52.3923444976077,35.1538824163243,43.773113456966,49.07938350856
22,"S","Trifolium gracilentum","Forb",0,6,51.743679163034,61.6864968458037,56.7150880044189,74.3240427839317
22,"S","Trifolium microcephalum","Forb",0,6,82.6388888888889,68.435282189929,75.537085539409,71.1100977143821
22,"S","Vulpia microstachys","Grass",35,10,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
22,"S","Vulpia myuros","Grass",11,9,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
23,"S","Achyrachaena mollis","Forb",1,0,29.9773755656109,23.3728290861873,26.6751023258991,48.8059495502049
23,"S","Athysanus pusillus","Forb",1,0,36.1835748792271,77.5344597598933,56.8590173195602,79.0100950883518
23,"S","Avena fatua","Grass",3,26,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
23,"S","Bromus diandrus","Grass",6,0,53.6842105263158,18.9835086424738,36.3338595843948,10.5789730267854
23,"S","Bromus hordeaceus","Grass",4,12,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
23,"S","Bromus madritensis","Grass",4,3,46.0577915376677,38.3696224168015,42.2137069772346,59.9837053209591
23,"S","Collinsia sparsiflora","Forb",7,2,35.8674463937622,44.6361845234051,40.2518154585836,69.0077095446192
23,"S","Delphinium hesperium","Forb",1,1,50,39.6975425330813,44.8487712665406,41.9051292495015
23,"S","Dichelostemma capitatum","Forb",0,2,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
23,"S","Epilobium brachycarpum","Forb",0,1,26.1363636363636,26.5710670603121,26.3537153483379,57.109313280528
23,"S","Euphorbia crenulata","Forb",2,0,25.1923076923077,38.1056923318175,31.6490000120626,68.4443672926967
23,"S","Hemizonia congesta","Forb",7,15,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
23,"S","Hypochaeris glabra","Forb",2,0,33.6369770580297,40.3778477495833,37.0074124038065,58.040004704809
23,"S","Lasthenia californica","Forb",0,4,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
23,"S","Lolium multiflorum","Grass",98,64,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
23,"S","Lotus micranthus","Forb",0,2,36.6666666666667,12.2936824132043,24.4801745399355,52.2459826280772
23,"S","Lotus wrangelianus","Forb",0,2,36.900871459695,32.8815098255399,34.8911906426175,60.6656162981994
23,"S","Micropus californicus","Forb",1,6,40.0415721844293,58.6802100133832,49.3608910989063,71.5063166972178
23,"S","Microseris douglasii","Forb",3,22,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
23,"S","Plantago erecta","Forb",1,3,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
23,"S","Poa secunda","Grass",1,0,16.6666666666667,35.2941176470588,25.9803921568627,76.9424190710682
23,"S","Taeniatherum caput-medusae","Grass",3,0,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
23,"S","Trifolium albopurpureum","Forb",2,1,39.8026315789474,52.5145873853848,46.1586094821661,76.3481641403398
23,"S","Trifolium bifidum","Forb",7,5,39.375,49.6574304250288,44.5162152125144,56.2623792072886
23,"S","Trifolium gracilentum","Forb",1,0,51.743679163034,61.6864968458037,56.7150880044189,74.3240427839317
23,"S","Trifolium microcephalum","Forb",0,5,82.6388888888889,68.435282189929,75.537085539409,71.1100977143821
23,"S","Unknown grass","Grass",0,1,83.3333333333333,98.9010989010989,91.1172161172161,64.6348280335981
23,"S","Vulpia microstachys","Grass",21,34,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
23,"S","Vulpia myuros","Grass",9,7,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
24,"S","Athysanus pusillus","Forb",1,1,36.1835748792271,77.5344597598933,56.8590173195602,79.0100950883518
24,"S","Avena fatua","Grass",5,2,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
24,"S","Bromus hordeaceus","Grass",6,29,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
24,"S","Collinsia sparsiflora","Forb",1,1,35.8674463937622,44.6361845234051,40.2518154585836,69.0077095446192
24,"S","Delphinium hesperium","Forb",4,0,50,39.6975425330813,44.8487712665406,41.9051292495015
24,"S","Epilobium brachycarpum","Forb",0,1,26.1363636363636,26.5710670603121,26.3537153483379,57.109313280528
24,"S","Eremocarpus setigerus","Forb",2,0,17.1875,40.0111141983884,28.5993070991942,69.8646885731193
24,"S","Euphorbia crenulata","Forb",1,1,25.1923076923077,38.1056923318175,31.6490000120626,68.4443672926967
24,"S","Gastridium ventricosum","Grass",0,1,83.4051724137931,76.6627771295216,80.0339747716573,63.0341753332979
24,"S","Hemizonia congesta","Forb",2,1,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
24,"S","Hordeum murinum","Grass",2,0,NA,98.9010989010989,NA,96.865750985948
24,"S","Hypochaeris glabra","Forb",1,0,33.6369770580297,40.3778477495833,37.0074124038065,58.040004704809
24,"S","Juncus bufonius","Grass",3,1,100,99.9901594174375,99.9950797087188,96.8889705082538
24,"S","Lactuca serriola","Forb",1,1,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
24,"S","Lasthenia californica","Forb",3,11,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
24,"S","Lolium multiflorum","Grass",72,115,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
24,"S","Melilotus indica","Forb",7,1,100,86.4300626304802,93.2150313152401,80.8985761610546
24,"S","Micropus californicus","Forb",0,2,40.0415721844293,58.6802100133832,49.3608910989063,71.5063166972178
24,"S","Microseris douglasii","Forb",1,20,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
24,"S","Plantago erecta","Forb",0,5,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
24,"S","Ranunculus occidentalis","Forb",1,0,15.6565656565657,8.25435646591256,11.9554610612391,50.8835762624215
24,"S","Sisyrinchium bellum","Forb",2,1,25.3846153846154,16.0833953834698,20.7340053840426,36.7546773430369
24,"S","Taeniatherum caput-medusae","Grass",3,0,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
24,"S","Trifolium bifidum","Forb",2,7,39.375,49.6574304250288,44.5162152125144,56.2623792072886
24,"S","Trifolium fucatum","Forb",0,5,52.3923444976077,35.1538824163243,43.773113456966,49.07938350856
24,"S","Trifolium gracilentum","Forb",2,4,51.743679163034,61.6864968458037,56.7150880044189,74.3240427839317
24,"S","Trifolium microcephalum","Forb",1,4,82.6388888888889,68.435282189929,75.537085539409,71.1100977143821
24,"S","Viola douglasii","Forb",1,0,20,7.83289817232376,13.9164490861619,9.7442930437053
24,"S","Vulpia microstachys","Grass",17,6,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
24,"S","Vulpia myuros","Grass",16,3,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
25,"N","Avena fatua","Grass",15,9,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
25,"N","Bromus diandrus","Grass",0,1,53.6842105263158,18.9835086424738,36.3338595843948,10.5789730267854
25,"N","Bromus hordeaceus","Grass",14,43,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
25,"N","Bromus madritensis","Grass",6,9,46.0577915376677,38.3696224168015,42.2137069772346,59.9837053209591
25,"N","Centaurea solstitialis","Forb",0,1,37.037037037037,11.3118826521559,24.1744598445965,16.5557299391373
25,"N","Cerastium glomeratum","Forb",5,3,91.1764705882353,92.0245398773006,91.6005052327679,88.7826238015703
25,"N","Dichelostemma capitatum","Forb",0,2,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
25,"N","Filago gallica","Forb",0,10,68.2692307692308,92.5324675324675,80.4008491508492,93.6249457344824
25,"N","Gastridium ventricosum","Grass",1,8,83.4051724137931,76.6627771295216,80.0339747716573,63.0341753332979
25,"N","Githopsis specularioides","Forb",0,1,55.3571428571429,90.8173562058527,73.0872495314978,93.5370965367951
25,"N","Hemizonia congesta","Forb",1,0,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
25,"N","Hypochaeris glabra","Forb",1,0,33.6369770580297,40.3778477495833,37.0074124038065,58.040004704809
25,"N","Lactuca serriola","Forb",1,0,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
25,"N","Lolium multiflorum","Grass",4,2,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
25,"N","Lotus wrangelianus","Forb",0,1,36.900871459695,32.8815098255399,34.8911906426175,60.6656162981994
25,"N","Lupinus bicolor","Forb",1,0,36.8729096989967,22.2084802502096,29.5406949746031,22.0414985495582
25,"N","Micropus californicus","Forb",1,63,40.0415721844293,58.6802100133832,49.3608910989063,71.5063166972178
25,"N","Plantago erecta","Forb",11,34,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
25,"N","Sidalcea diploscypha","Forb",1,0,6.89655172413793,12.0401337792642,9.46834275170107,59.8952512762679
25,"N","Sisyrinchium bellum","Forb",1,4,25.3846153846154,16.0833953834698,20.7340053840426,36.7546773430369
25,"N","Stellaria nitens","Forb",0,4,70.5882352941177,94.8960880195599,82.7421616568388,96.262970259271
25,"N","Taeniatherum caput-medusae","Grass",1,0,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
25,"N","Trifolium bifidum","Forb",4,1,39.375,49.6574304250288,44.5162152125144,56.2623792072886
25,"N","Unknown forb","Forb",0,3,NA,97.2972972972973,NA,80.3227102237515
25,"N","Vicia villosa","Forb",2,1,34.012539184953,12.9484382976748,23.4804887413139,30.5550447611429
25,"N","Vulpia microstachys","Grass",3,7,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
25,"N","Vulpia myuros","Grass",10,11,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
26,"S","Bromus hordeaceus","Grass",15,0,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
26,"S","Castilleja attenuata","Forb",0,1,71.6666666666667,84.1121495327103,77.8894080996885,89.176221063663
26,"S","Centaurium trichanthum","Forb",4,6,100,97.2744360902256,98.6372180451128,87.396633111493
26,"S","Crassula connata","Forb",26,24,80.5668016194332,99.8489425981873,90.2078721088102,98.7845644446373
26,"S","Dichelostemma capitatum","Forb",2,1,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
26,"S","Gastridium ventricosum","Grass",5,1,83.4051724137931,76.6627771295216,80.0339747716573,63.0341753332979
26,"S","Githopsis specularioides","Forb",0,1,55.3571428571429,90.8173562058527,73.0872495314978,93.5370965367951
26,"S","Holocarpha virgata","Forb",0,4,38.2703081232493,15.1889040163376,26.7296060697935,30.6037169967779
26,"S","Juncus bufonius","Grass",6,13,100,99.9901594174375,99.9950797087188,96.8889705082538
26,"S","Lasthenia californica","Forb",0,1,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
26,"S","Microseris douglasii","Forb",8,1,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
26,"S","Plantago erecta","Forb",6,43,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
26,"S","Stellaria nitens","Forb",0,1,70.5882352941177,94.8960880195599,82.7421616568388,96.262970259271
26,"S","Trifolium albopurpureum","Forb",2,1,39.8026315789474,52.5145873853848,46.1586094821661,76.3481641403398
26,"S","Trifolium microdon","Forb",4,0,55.7142857142857,60.6605257245563,58.187405719421,74.7272917293009
26,"S","Vulpia microstachys","Grass",19,5,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
27,"S","Bromus hordeaceus","Grass",3,0,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
27,"S","Centaurium trichanthum","Forb",0,3,100,97.2744360902256,98.6372180451128,87.396633111493
27,"S","Dichelostemma capitatum","Forb",4,2,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
27,"S","Eriogonum vimineum","Forb",1,0,44.6022727272727,74.8286888990407,59.7154808131567,77.5569054175315
27,"S","Gastridium ventricosum","Grass",1,1,83.4051724137931,76.6627771295216,80.0339747716573,63.0341753332979
27,"S","Githopsis specularioides","Forb",2,2,55.3571428571429,90.8173562058527,73.0872495314978,93.5370965367951
27,"S","Hemizonia congesta","Forb",1,2,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
27,"S","Hesperolinon micranthum","Forb",0,2,52.7777777777778,32.1516900247321,42.4647339012549,50.456055548466
27,"S","Holocarpha virgata","Forb",1,2,38.2703081232493,15.1889040163376,26.7296060697935,30.6037169967779
27,"S","Juncus bufonius","Grass",0,2,100,99.9901594174375,99.9950797087188,96.8889705082538
27,"S","Lagophylla minor","Forb",0,1,33.3333333333333,18.6657449014863,25.9995391174098,64.2686209134652
27,"S","Lasthenia californica","Forb",14,3,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
27,"S","Lessingia ramulosa","Forb",0,7,17.8571428571429,18.6335403726708,18.2453416149068,27.3920400689646
27,"S","Lotus humistratus","Forb",1,13,40.8831908831909,30.0898516403148,35.4865212617528,61.4105669019048
27,"S","Lotus wrangelianus","Forb",3,0,36.900871459695,32.8815098255399,34.8911906426175,60.6656162981994
27,"S","Micropus californicus","Forb",0,4,40.0415721844293,58.6802100133832,49.3608910989063,71.5063166972178
27,"S","Microseris douglasii","Forb",5,0,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
27,"S","Mimulus douglasii","Forb",0,3,14.2857142857143,58.8235294117647,36.5546218487395,82.8583022482863
27,"S","Mimulus guttatus","Forb",0,1,76.1904761904762,80.1583374567046,78.1744068235904,63.7332104300317
27,"S","Plantago erecta","Forb",26,76,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
27,"S","Rigiopappus leptocladus","Forb",0,2,35.7142857142857,90.2708124373119,62.9925490757988,93.2792288086498
27,"S","Stellaria nitens","Forb",1,0,70.5882352941177,94.8960880195599,82.7421616568388,96.262970259271
27,"S","Trifolium albopurpureum","Forb",0,1,39.8026315789474,52.5145873853848,46.1586094821661,76.3481641403398
27,"S","Trifolium microdon","Forb",10,0,55.7142857142857,60.6605257245563,58.187405719421,74.7272917293009
27,"S","Vulpia microstachys","Grass",3,11,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
28,"S","Athysanus pusillus","Forb",1,0,36.1835748792271,77.5344597598933,56.8590173195602,79.0100950883518
28,"S","Bromus hordeaceus","Grass",0,3,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
28,"S","Bromus madritensis","Grass",2,5,46.0577915376677,38.3696224168015,42.2137069772346,59.9837053209591
28,"S","Dichelostemma capitatum","Forb",4,3,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
28,"S","Erodium cicutarium","Forb",1,0,41.3095238095238,69.0745899599393,55.1920568847316,63.587585435415
28,"S","Gastridium ventricosum","Grass",5,13,83.4051724137931,76.6627771295216,80.0339747716573,63.0341753332979
28,"S","Hemizonia congesta","Forb",1,0,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
28,"S","Hesperolinon micranthum","Forb",1,4,52.7777777777778,32.1516900247321,42.4647339012549,50.456055548466
28,"S","Holocarpha virgata","Forb",2,0,38.2703081232493,15.1889040163376,26.7296060697935,30.6037169967779
28,"S","Juncus bufonius","Grass",0,1,100,99.9901594174375,99.9950797087188,96.8889705082538
28,"S","Lasthenia californica","Forb",5,3,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
28,"S","Lessingia ramulosa","Forb",0,1,17.8571428571429,18.6335403726708,18.2453416149068,27.3920400689646
28,"S","Lotus wrangelianus","Forb",0,2,36.900871459695,32.8815098255399,34.8911906426175,60.6656162981994
28,"S","Microseris douglasii","Forb",0,1,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
28,"S","Mimulus guttatus","Forb",0,1,76.1904761904762,80.1583374567046,78.1744068235904,63.7332104300317
28,"S","Plantago erecta","Forb",7,16,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
28,"S","Stellaria nitens","Forb",1,0,70.5882352941177,94.8960880195599,82.7421616568388,96.262970259271
28,"S","Taeniatherum caput-medusae","Grass",1,0,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
