"site","Serpentine","Grass.Forb","Species_Name","Year","Count"
33,"S","Forb","Castilleja rubicundula",2012,1
12,"S","Forb","Castilleja rubicundula",2014,1
39,"N","Forb","Centaurea melitensis",2014,2
51,"N","Forb","Centaurea melitensis",2012,1
48,"S","Forb","Centaurea melitensis",2012,1
45,"S","Forb","Centaurea melitensis",2014,3
72,"N","Forb","Centaurea solstitialis",2014,7
36,"N","Forb","Centaurea solstitialis",2014,5
75,"N","Forb","Centaurea solstitialis",2012,4
42,"N","Forb","Centaurea solstitialis",2014,2
76,"N","Forb","Centaurea solstitialis",2012,3
74,"N","Forb","Centaurea solstitialis",2012,2
74,"N","Forb","Centaurea solstitialis",2014,4
63,"N","Forb","Centaurea solstitialis",2014,1
1,"S","Forb","Centaurea solstitialis",2012,7
1,"S","Forb","Centaurea solstitialis",2014,4
5,"S","Forb","Centaurea solstitialis",2012,3
54,"N","Forb","Centaurea solstitialis",2014,3
41,"N","Forb","Centaurea solstitialis",2014,1
65,"N","Forb","Centaurea solstitialis",2014,2
43,"N","Forb","Centaurea solstitialis",2014,1
69,"N","Forb","Centaurea solstitialis",2012,2
39,"N","Forb","Centaurea solstitialis",2014,2
51,"N","Forb","Centaurea solstitialis",2012,3
75,"N","Forb","Centaurea solstitialis",2014,1
5,"S","Forb","Centaurea solstitialis",2014,1
68,"N","Forb","Centaurea solstitialis",2014,1
38,"N","Forb","Centaurea solstitialis",2012,1
72,"N","Forb","Centaurea solstitialis",2012,8
62,"N","Forb","Centaurea solstitialis",2014,1
45,"S","Forb","Centaurea solstitialis",2014,2
54,"N","Forb","Centaurea solstitialis",2012,3
38,"N","Forb","Centaurea solstitialis",2014,1
17,"N","Forb","Centaurea solstitialis",2014,1
69,"N","Forb","Centaurea solstitialis",2014,2
35,"N","Forb","Centaurea solstitialis",2014,2
59,"N","Forb","Centaurea solstitialis",2014,1
34,"N","Forb","Centaurea solstitialis",2014,1
76,"N","Forb","Centaurea solstitialis",2014,1
25,"N","Forb","Centaurea solstitialis",2014,1
51,"N","Forb","Centaurea solstitialis",2014,1
29,"S","Forb","Centaurium trichanthum",2014,1
69,"N","Forb","Centaurium trichanthum",2014,3
27,"S","Forb","Centaurium trichanthum",2014,3
48,"S","Forb","Centaurium trichanthum",2014,14
59,"N","Forb","Centaurium trichanthum",2014,5
64,"N","Forb","Centaurium trichanthum",2012,1
10,"S","Forb","Centaurium trichanthum",2012,5
26,"S","Forb","Centaurium trichanthum",2012,4
5,"S","Forb","Centaurium trichanthum",2014,1
7,"S","Forb","Centaurium trichanthum",2014,4
9,"S","Forb","Centaurium trichanthum",2014,1
10,"S","Forb","Centaurium trichanthum",2014,8
8,"S","Forb","Centaurium trichanthum",2014,10
26,"S","Forb","Centaurium trichanthum",2014,7
9,"S","Forb","Centaurium trichanthum",2012,1
3,"S","Forb","Centaurium trichanthum",2014,2
69,"N","Forb","Centaurium trichanthum",2012,2
50,"N","Forb","Cerastium glomeratum",2014,1
39,"N","Forb","Cerastium glomeratum",2014,1
78,"N","Forb","Cerastium glomeratum",2014,11
35,"N","Forb","Cerastium glomeratum",2014,1
52,"N","Forb","Cerastium glomeratum",2014,1
38,"N","Forb","Cerastium glomeratum",2012,1
62,"N","Forb","Cerastium glomeratum",2012,1
40,"N","Forb","Cerastium glomeratum",2014,1
70,"N","Forb","Cerastium glomeratum",2014,2
51,"N","Forb","Cerastium glomeratum",2012,1
51,"N","Forb","Cerastium glomeratum",2014,1
79,"N","Forb","Cerastium glomeratum",2014,1
77,"N","Forb","Cerastium glomeratum",2014,2
72,"N","Forb","Cerastium glomeratum",2012,2
34,"N","Forb","Cerastium glomeratum",2014,1
54,"N","Forb","Cerastium glomeratum",2014,6
59,"N","Forb","Cerastium glomeratum",2012,14
5,"S","Forb","Cerastium glomeratum",2012,2
68,"N","Forb","Cerastium glomeratum",2012,2
54,"N","Forb","Cerastium glomeratum",2012,3
25,"N","Forb","Cerastium glomeratum",2014,3
70,"N","Forb","Cerastium glomeratum",2012,2
53,"N","Forb","Cerastium glomeratum",2014,1
25,"N","Forb","Cerastium glomeratum",2012,5
42,"N","Forb","Cerastium glomeratum",2014,1
59,"N","Forb","Cerastium glomeratum",2014,3
68,"N","Forb","Cerastium glomeratum",2014,1
80,"N","Forb","Cerastium glomeratum",2014,3
67,"N","Forb","Cerastium glomeratum",2014,1
56,"N","Forb","Cerastium glomeratum",2014,4
80,"N","Forb","Cerastium glomeratum",2012,3
9,"S","Forb","Cerastium glomeratum",2012,1
73,"N","Forb","Cerastium glomeratum",2012,1
35,"N","Forb","Cerastium glomeratum",2012,1
2,"S","Forb","Chaenactis glabriuscula",2014,1
13,"S","Forb","Chorizanthe polygonoides",2014,1
16,"S","Forb","Clarkia gracilis",2012,1
63,"N","Forb","Clarkia gracilis",2012,1
14,"S","Forb","Clarkia gracilis",2014,2
77,"N","Forb","Clarkia purpurea",2014,1
71,"N","Forb","Clarkia purpurea",2014,1
30,"S","Forb","Clarkia purpurea",2012,1
76,"N","Forb","Clarkia purpurea",2012,1
52,"N","Forb","Clarkia purpurea",2014,2
63,"N","Forb","Clarkia purpurea",2012,1
54,"N","Forb","Clarkia purpurea",2014,1
41,"N","Forb","Clarkia purpurea",2012,1
59,"N","Forb","Clarkia purpurea",2012,1
16,"S","Forb","Clarkia purpurea",2014,2
35,"N","Forb","Clarkia purpurea",2014,1
1,"S","Forb","Clarkia purpurea",2012,2
40,"N","Forb","Clarkia purpurea",2014,4
4,"S","Forb","Clarkia purpurea",2012,1
72,"N","Forb","Clarkia purpurea",2014,1
11,"S","Forb","Clarkia purpurea",2014,1
9,"S","Forb","Clarkia purpurea",2014,1
7,"S","Forb","Clarkia purpurea",2014,1
35,"N","Forb","Clarkia purpurea",2012,1
3,"S","Forb","Clarkia purpurea",2014,1
39,"N","Forb","Clarkia purpurea",2014,6
33,"S","Forb","Clarkia purpurea",2014,1
38,"N","Forb","Clarkia purpurea",2012,1
74,"N","Forb","Clarkia purpurea",2014,1
41,"N","Forb","Clarkia purpurea",2014,1
10,"S","Forb","Clarkia purpurea",2014,2
8,"S","Forb","Clarkia purpurea",2014,2
30,"S","Forb","Clarkia purpurea",2014,11
69,"N","Forb","Clarkia purpurea",2012,1
57,"N","Forb","Clarkia purpurea",2014,2
40,"N","Forb","Clarkia purpurea",2012,3
11,"S","Forb","Clarkia purpurea",2012,2
72,"N","Forb","Clarkia purpurea",2012,1
57,"N","Forb","Clarkia purpurea",2012,2
13,"S","Forb","Clarkia purpurea",2014,3
39,"N","Forb","Clarkia purpurea",2012,1
74,"N","Forb","Clarkia purpurea",2012,1
40,"N","Forb","Claytonia exigua",2014,3
24,"S","Forb","Collinsia sparsiflora",2014,1
22,"S","Forb","Collinsia sparsiflora",2014,4
14,"S","Forb","Collinsia sparsiflora",2012,5
22,"S","Forb","Collinsia sparsiflora",2012,2
24,"S","Forb","Collinsia sparsiflora",2012,1
19,"S","Forb","Collinsia sparsiflora",2014,2
2,"S","Forb","Collinsia sparsiflora",2014,2
67,"N","Forb","Collinsia sparsiflora",2012,3
13,"S","Forb","Collinsia sparsiflora",2014,19
55,"S","Forb","Collinsia sparsiflora",2012,1
23,"S","Forb","Collinsia sparsiflora",2014,2
23,"S","Forb","Collinsia sparsiflora",2012,7
54,"N","Forb","Collinsia sparsiflora",2012,1
14,"S","Forb","Collinsia sparsiflora",2014,17
78,"N","Forb","Collinsia sparsiflora",2014,5
76,"N","Forb","Collinsia sparsiflora",2012,1
75,"N","Forb","Crassula connata",2012,5
17,"N","Forb","Crassula connata",2014,167
62,"N","Forb","Crassula connata",2014,4
80,"N","Forb","Crassula connata",2012,1
7,"S","Forb","Crassula connata",2014,1
41,"N","Forb","Crassula connata",2014,27
36,"N","Forb","Crassula connata",2012,14
17,"N","Forb","Crassula connata",2012,29
38,"N","Forb","Crassula connata",2012,32
56,"N","Forb","Crassula connata",2014,15
51,"N","Forb","Crassula connata",2014,3
11,"S","Forb","Crassula connata",2014,22
48,"S","Forb","Crassula connata",2012,1
59,"N","Forb","Crassula connata",2014,1
75,"N","Forb","Crassula connata",2014,28
57,"N","Forb","Crassula connata",2014,2
39,"N","Forb","Crassula connata",2012,21
40,"N","Forb","Crassula connata",2014,20
56,"N","Forb","Crassula connata",2012,1
36,"N","Forb","Crassula connata",2014,33
38,"N","Forb","Crassula connata",2014,11
37,"N","Forb","Crassula connata",2012,44
51,"N","Forb","Crassula connata",2012,1
57,"N","Forb","Crassula connata",2012,2
66,"N","Forb","Crassula connata",2012,8
26,"S","Forb","Crassula connata",2014,24
39,"N","Forb","Crassula connata",2014,57
37,"N","Forb","Crassula connata",2014,8
62,"N","Forb","Crassula connata",2012,6
68,"N","Forb","Crassula connata",2014,1
26,"S","Forb","Crassula connata",2012,26
66,"N","Forb","Crassula connata",2014,10
40,"N","Forb","Crassula connata",2012,14
79,"N","Forb","Crassula connata",2014,10
52,"N","Forb","Crassula connata",2014,2
41,"N","Forb","Crassula connata",2012,10
40,"N","Grass","Cynosurus echinatus",2012,3
73,"N","Grass","Dactylis glomerata",2012,4
52,"N","Forb","Daucus pusillus",2014,2
57,"N","Forb","Daucus pusillus",2014,1
54,"N","Forb","Daucus pusillus",2014,1
51,"N","Forb","Daucus pusillus",2014,1
51,"N","Forb","Daucus pusillus",2012,1
40,"N","Forb","Daucus pusillus",2014,2
23,"S","Forb","Delphinium hesperium",2014,1
20,"S","Forb","Delphinium hesperium",2012,1
23,"S","Forb","Delphinium hesperium",2012,1
24,"S","Forb","Delphinium hesperium",2012,4
12,"S","Forb","Delphinium variegatum",2012,1
20,"S","Forb","Delphinium variegatum",2012,1
71,"N","Forb","Delphinium variegatum",2014,1
27,"S","Forb","Dichelostemma capitatum",2012,4
27,"S","Forb","Dichelostemma capitatum",2014,2
14,"S","Forb","Dichelostemma capitatum",2012,3
8,"S","Forb","Dichelostemma capitatum",2012,2
43,"N","Forb","Dichelostemma capitatum",2014,1
45,"S","Forb","Dichelostemma capitatum",2014,4
31,"S","Forb","Dichelostemma capitatum",2014,2
4,"S","Forb","Dichelostemma capitatum",2012,3
32,"S","Forb","Dichelostemma capitatum",2014,5
4,"S","Forb","Dichelostemma capitatum",2014,2
63,"N","Forb","Dichelostemma capitatum",2012,3
47,"S","Forb","Dichelostemma capitatum",2012,3
12,"S","Forb","Dichelostemma capitatum",2012,1
49,"S","Forb","Dichelostemma capitatum",2014,1
15,"S","Forb","Dichelostemma capitatum",2014,1
59,"N","Forb","Dichelostemma capitatum",2012,9
2,"S","Forb","Dichelostemma capitatum",2012,10
35,"N","Forb","Dichelostemma capitatum",2012,1
55,"S","Forb","Dichelostemma capitatum",2012,1
26,"S","Forb","Dichelostemma capitatum",2012,2
28,"S","Forb","Dichelostemma capitatum",2014,3
44,"S","Forb","Dichelostemma capitatum",2014,1
48,"S","Forb","Dichelostemma capitatum",2012,1
25,"N","Forb","Dichelostemma capitatum",2014,2
49,"S","Forb","Dichelostemma capitatum",2012,2
52,"N","Forb","Dichelostemma capitatum",2012,8
13,"S","Forb","Dichelostemma capitatum",2012,1
5,"S","Forb","Dichelostemma capitatum",2012,7
53,"N","Forb","Dichelostemma capitatum",2012,1
3,"S","Forb","Dichelostemma capitatum",2012,6
7,"S","Forb","Dichelostemma capitatum",2014,1
55,"S","Forb","Dichelostemma capitatum",2014,1
28,"S","Forb","Dichelostemma capitatum",2012,4
40,"N","Forb","Dichelostemma capitatum",2012,3
26,"S","Forb","Dichelostemma capitatum",2014,1
71,"N","Forb","Dichelostemma capitatum",2012,1
6,"S","Forb","Dichelostemma capitatum",2012,3
23,"S","Forb","Dichelostemma capitatum",2014,2
56,"N","Forb","Dichelostemma capitatum",2014,1
67,"N","Forb","Dichelostemma capitatum",2014,1
22,"S","Forb","Dichelostemma capitatum",2012,1
7,"S","Forb","Dichelostemma capitatum",2012,1
59,"N","Forb","Dichelostemma capitatum",2014,1
48,"S","Forb","Dichelostemma capitatum",2014,1
56,"N","Forb","Dichelostemma capitatum",2012,11
29,"S","Forb","Dichelostemma capitatum",2014,1
31,"S","Forb","Dichelostemma capitatum",2012,4
29,"S","Forb","Dichelostemma capitatum",2012,2
77,"N","Forb","Dichelostemma capitatum",2014,1
62,"N","Forb","Dichelostemma capitatum",2012,1
16,"S","Forb","Dichelostemma capitatum",2014,7
5,"S","Forb","Dichelostemma capitatum",2014,2
61,"N","Forb","Dichelostemma capitatum",2012,1
1,"S","Forb","Dichelostemma capitatum",2014,1
44,"S","Forb","Dichelostemma capitatum",2012,1
73,"N","Forb","Dichelostemma capitatum",2012,1
22,"S","Forb","Dichelostemma capitatum",2014,1
3,"S","Forb","Dichelostemma capitatum",2014,1
22,"S","Grass","Elymus elymoides",2012,2
6,"S","Grass","Elymus elymoides",2012,1
19,"S","Grass","Elymus elymoides",2012,1
2,"S","Grass","Elymus elymoides",2012,2
14,"S","Grass","Elymus elymoides",2014,2
80,"N","Grass","Elymus glaucus",2012,2
14,"S","Forb","Epilobium brachycarpum",2014,3
7,"S","Forb","Epilobium brachycarpum",2012,1
79,"N","Forb","Epilobium brachycarpum",2012,1
21,"S","Forb","Epilobium brachycarpum",2012,3
39,"N","Forb","Epilobium brachycarpum",2012,1
59,"N","Forb","Epilobium brachycarpum",2012,1
23,"S","Forb","Epilobium brachycarpum",2014,1
9,"S","Forb","Epilobium brachycarpum",2014,3
24,"S","Forb","Epilobium brachycarpum",2014,1
8,"S","Forb","Epilobium brachycarpum",2014,4
77,"N","Forb","Epilobium brachycarpum",2012,1
13,"S","Forb","Epilobium brachycarpum",2014,1
21,"S","Forb","Eremocarpus setigerus",2012,1
41,"N","Forb","Eremocarpus setigerus",2012,1
79,"N","Forb","Eremocarpus setigerus",2012,1
48,"S","Forb","Eremocarpus setigerus",2012,1
46,"S","Forb","Eremocarpus setigerus",2012,1
80,"N","Forb","Eremocarpus setigerus",2014,1
43,"N","Forb","Eremocarpus setigerus",2014,1
24,"S","Forb","Eremocarpus setigerus",2012,2
15,"S","Forb","Eremocarpus setigerus",2014,3
22,"S","Forb","Eremocarpus setigerus",2012,1
8,"S","Forb","Eremocarpus setigerus",2012,2
20,"S","Forb","Eremocarpus setigerus",2012,1
55,"S","Forb","Eriogonum covilleanum",2012,1
19,"S","Forb","Eriogonum vimineum",2012,4
31,"S","Forb","Eriogonum vimineum",2012,1
16,"S","Forb","Eriogonum vimineum",2014,1
55,"S","Forb","Eriogonum vimineum",2014,7
6,"S","Forb","Eriogonum vimineum",2014,4
55,"S","Forb","Eriogonum vimineum",2012,1
29,"S","Forb","Eriogonum vimineum",2014,1
14,"S","Forb","Eriogonum vimineum",2014,54
33,"S","Forb","Eriogonum vimineum",2014,1
27,"S","Forb","Eriogonum vimineum",2012,1
31,"S","Forb","Eriogonum vimineum",2014,1
6,"S","Forb","Eriogonum vimineum",2012,9
2,"S","Forb","Eriogonum vimineum",2014,1
44,"S","Forb","Eriogonum vimineum",2014,1
19,"S","Forb","Eriogonum vimineum",2014,1
29,"S","Forb","Eriogonum vimineum",2012,1
4,"S","Forb","Eriogonum vimineum",2012,2
39,"N","Forb","Erodium botrys",2012,1
65,"N","Forb","Erodium botrys",2012,2
37,"N","Forb","Erodium botrys",2012,2
71,"N","Forb","Erodium botrys",2012,1
15,"S","Forb","Erodium brachycarpum",2014,1
79,"N","Forb","Erodium brachycarpum",2014,1
63,"N","Forb","Erodium brachycarpum",2014,3
36,"N","Forb","Erodium brachycarpum",2012,9
79,"N","Forb","Erodium brachycarpum",2012,2
39,"N","Forb","Erodium brachycarpum",2014,2
66,"N","Forb","Erodium brachycarpum",2012,1
65,"N","Forb","Erodium brachycarpum",2012,3
74,"N","Forb","Erodium brachycarpum",2012,1
38,"N","Forb","Erodium brachycarpum",2012,4
56,"N","Forb","Erodium brachycarpum",2014,56
41,"N","Forb","Erodium brachycarpum",2012,26
64,"N","Forb","Erodium brachycarpum",2012,1
71,"N","Forb","Erodium brachycarpum",2012,2
17,"N","Forb","Erodium brachycarpum",2012,1
15,"S","Forb","Erodium brachycarpum",2012,1
40,"N","Forb","Erodium brachycarpum",2012,14
75,"N","Forb","Erodium brachycarpum",2014,1
57,"N","Forb","Erodium brachycarpum",2012,13
40,"N","Forb","Erodium brachycarpum",2014,2
63,"N","Forb","Erodium brachycarpum",2012,1
1,"S","Forb","Erodium brachycarpum",2014,1
71,"N","Forb","Erodium brachycarpum",2014,1
38,"N","Forb","Erodium brachycarpum",2014,3
1,"S","Forb","Erodium brachycarpum",2012,1
34,"N","Forb","Erodium brachycarpum",2012,1
57,"N","Forb","Erodium brachycarpum",2014,1
37,"N","Forb","Erodium brachycarpum",2012,1
75,"N","Forb","Erodium brachycarpum",2012,2
35,"N","Forb","Erodium brachycarpum",2012,1
41,"N","Forb","Erodium brachycarpum",2014,7
72,"N","Forb","Erodium brachycarpum",2012,1
39,"N","Forb","Erodium brachycarpum",2012,5
56,"N","Forb","Erodium brachycarpum",2012,6
53,"N","Forb","Erodium cicutarium",2014,2
3,"S","Forb","Erodium cicutarium",2012,2
63,"N","Forb","Erodium cicutarium",2012,1
49,"S","Forb","Erodium cicutarium",2012,1
17,"N","Forb","Erodium cicutarium",2012,122
71,"N","Forb","Erodium cicutarium",2012,2
42,"N","Forb","Erodium cicutarium",2014,1
50,"N","Forb","Erodium cicutarium",2014,1
65,"N","Forb","Erodium cicutarium",2012,1
1,"S","Forb","Erodium cicutarium",2014,14
72,"N","Forb","Erodium cicutarium",2014,5
36,"N","Forb","Erodium cicutarium",2014,2
15,"S","Forb","Erodium cicutarium",2012,6
62,"N","Forb","Erodium cicutarium",2012,1
76,"N","Forb","Erodium cicutarium",2014,3
51,"N","Forb","Erodium cicutarium",2012,6
17,"N","Forb","Erodium cicutarium",2014,1
39,"N","Forb","Erodium cicutarium",2012,27
57,"N","Forb","Erodium cicutarium",2014,2
3,"S","Forb","Erodium cicutarium",2014,1
1,"S","Forb","Erodium cicutarium",2012,25
73,"N","Forb","Erodium cicutarium",2012,9
35,"N","Forb","Erodium cicutarium",2014,2
74,"N","Forb","Erodium cicutarium",2012,3
63,"N","Forb","Erodium cicutarium",2014,1
80,"N","Forb","Erodium cicutarium",2014,8
28,"S","Forb","Erodium cicutarium",2012,1
15,"S","Forb","Erodium cicutarium",2014,4
53,"N","Forb","Erodium cicutarium",2012,7
38,"N","Forb","Erodium cicutarium",2012,3
34,"N","Forb","Erodium cicutarium",2012,8
75,"N","Forb","Erodium cicutarium",2012,23
40,"N","Forb","Erodium cicutarium",2014,6
56,"N","Forb","Erodium cicutarium",2012,6
38,"N","Forb","Erodium cicutarium",2014,1
62,"N","Forb","Erodium cicutarium",2014,1
75,"N","Forb","Erodium cicutarium",2014,2
41,"N","Forb","Erodium cicutarium",2014,5
41,"N","Forb","Erodium cicutarium",2012,13
57,"N","Forb","Erodium cicutarium",2012,21
40,"N","Forb","Erodium cicutarium",2012,7
50,"N","Forb","Erodium cicutarium",2012,23
80,"N","Forb","Erodium cicutarium",2012,4
36,"N","Forb","Erodium cicutarium",2012,10
73,"N","Forb","Erodium cicutarium",2014,6
39,"N","Forb","Erodium cicutarium",2014,32
79,"N","Forb","Erodium cicutarium",2012,1
52,"N","Forb","Erodium cicutarium",2014,1
76,"N","Forb","Erodium cicutarium",2012,9
72,"N","Forb","Erodium cicutarium",2012,10
74,"N","Forb","Erodium cicutarium",2014,5
35,"N","Forb","Erodium cicutarium",2012,16
37,"N","Forb","Erodium cicutarium",2012,3
19,"S","Forb","Erodium cicutarium",2012,1
24,"S","Forb","Euphorbia crenulata",2012,1
53,"N","Forb","Euphorbia crenulata",2012,1
8,"S","Forb","Euphorbia crenulata",2012,1
34,"N","Forb","Euphorbia crenulata",2012,1
70,"N","Forb","Euphorbia crenulata",2012,1
24,"S","Forb","Euphorbia crenulata",2014,1
43,"N","Forb","Euphorbia crenulata",2014,1
1,"S","Forb","Euphorbia crenulata",2012,1
5,"S","Forb","Euphorbia crenulata",2012,1
4,"S","Forb","Euphorbia crenulata",2012,4
68,"N","Forb","Euphorbia crenulata",2012,2
23,"S","Forb","Euphorbia crenulata",2012,2
8,"S","Forb","Euphorbia crenulata",2014,2
19,"S","Forb","Euphorbia crenulata",2012,2
77,"N","Forb","Euphorbia crenulata",2012,2
63,"N","Forb","Euphorbia crenulata",2012,1
15,"S","Forb","Euphorbia crenulata",2012,2
78,"N","Forb","Euphorbia crenulata",2014,1
68,"N","Forb","Filago gallica",2014,2
62,"N","Forb","Filago gallica",2014,1
51,"N","Forb","Filago gallica",2014,32
37,"N","Forb","Filago gallica",2012,2
40,"N","Forb","Filago gallica",2014,3
13,"S","Forb","Filago gallica",2012,1
50,"N","Forb","Filago gallica",2012,20
66,"N","Forb","Filago gallica",2014,1
78,"N","Forb","Filago gallica",2014,3
52,"N","Forb","Filago gallica",2014,1
38,"N","Forb","Filago gallica",2014,2
37,"N","Forb","Filago gallica",2014,5
60,"N","Forb","Filago gallica",2014,3
50,"N","Forb","Filago gallica",2014,8
65,"N","Forb","Filago gallica",2014,1
42,"N","Forb","Filago gallica",2014,4
8,"S","Forb","Filago gallica",2014,1
15,"S","Forb","Filago gallica",2012,3
53,"N","Forb","Filago gallica",2014,1
51,"N","Forb","Filago gallica",2012,14
56,"N","Forb","Filago gallica",2014,3
41,"N","Forb","Filago gallica",2012,2
41,"N","Forb","Filago gallica",2014,4
57,"N","Forb","Filago gallica",2014,3
35,"N","Forb","Filago gallica",2014,1
59,"N","Forb","Filago gallica",2014,1
64,"N","Forb","Filago gallica",2014,1
80,"N","Forb","Filago gallica",2014,1
39,"N","Forb","Filago gallica",2014,4
36,"N","Forb","Filago gallica",2014,18
8,"S","Forb","Filago gallica",2012,1
59,"N","Forb","Filago gallica",2012,1
25,"N","Forb","Filago gallica",2014,14
61,"N","Forb","Galium aparine",2012,3
52,"N","Forb","Galium aparine",2014,4
40,"N","Forb","Galium aparine",2012,6
69,"N","Forb","Galium aparine",2012,4
68,"N","Forb","Galium aparine",2012,1
73,"N","Forb","Galium aparine",2012,2
59,"N","Forb","Galium aparine",2012,19
76,"N","Forb","Galium aparine",2012,3
78,"N","Forb","Galium aparine",2012,1
54,"N","Forb","Galium aparine",2012,1
73,"N","Forb","Galium aparine",2014,2
74,"N","Forb","Galium aparine",2012,1
77,"N","Forb","Galium aparine",2012,1
41,"N","Forb","Galium aparine",2012,5
71,"N","Forb","Galium murale",2014,3
5,"S","Forb","Galium murale",2012,1
53,"N","Forb","Galium murale",2014,8
77,"N","Forb","Galium murale",2012,11
54,"N","Forb","Galium murale",2014,1
68,"N","Forb","Galium murale",2014,6
52,"N","Forb","Galium murale",2012,9
74,"N","Forb","Galium murale",2014,16
54,"N","Forb","Galium murale",2012,1
72,"N","Forb","Galium murale",2012,2
76,"N","Forb","Galium murale",2014,4
63,"N","Forb","Galium murale",2012,9
63,"N","Forb","Galium murale",2014,3
71,"N","Forb","Galium murale",2012,26
74,"N","Forb","Galium murale",2012,5
50,"N","Forb","Galium murale",2012,3
38,"N","Forb","Galium murale",2012,4
67,"N","Forb","Galium murale",2012,1
59,"N","Forb","Galium murale",2012,14
78,"N","Forb","Galium murale",2014,2
73,"N","Forb","Galium murale",2012,5
34,"N","Forb","Galium murale",2014,1
58,"N","Forb","Galium murale",2014,4
78,"N","Forb","Galium murale",2012,5
62,"N","Forb","Galium murale",2012,1
40,"N","Forb","Galium murale",2012,1
72,"N","Forb","Galium murale",2014,2
39,"N","Forb","Galium murale",2014,6
56,"N","Forb","Galium murale",2012,8
38,"N","Forb","Galium murale",2014,10
64,"N","Forb","Galium murale",2012,2
79,"N","Forb","Galium murale",2014,5
79,"N","Forb","Galium murale",2012,5
40,"N","Forb","Galium murale",2014,17
64,"N","Forb","Galium murale",2014,4
53,"N","Forb","Galium murale",2012,3
77,"N","Forb","Galium murale",2014,12
73,"N","Forb","Galium murale",2014,9
57,"N","Forb","Galium murale",2012,1
59,"N","Forb","Galium murale",2014,2
76,"N","Forb","Galium murale",2012,3
56,"N","Forb","Galium murale",2014,2
51,"N","Forb","Galium murale",2012,5
14,"S","Forb","Galium murale",2012,2
32,"S","Grass","Gastridium ventricosum",2012,1
27,"S","Grass","Gastridium ventricosum",2014,1
53,"N","Grass","Gastridium ventricosum",2014,2
25,"N","Grass","Gastridium ventricosum",2012,1
11,"S","Grass","Gastridium ventricosum",2014,3
64,"N","Grass","Gastridium ventricosum",2014,1
45,"S","Grass","Gastridium ventricosum",2014,1
30,"S","Grass","Gastridium ventricosum",2014,2
8,"S","Grass","Gastridium ventricosum",2014,1
56,"N","Grass","Gastridium ventricosum",2014,45
61,"N","Grass","Gastridium ventricosum",2014,13
38,"N","Grass","Gastridium ventricosum",2014,1
65,"N","Grass","Gastridium ventricosum",2014,6
12,"S","Grass","Gastridium ventricosum",2014,4
24,"S","Grass","Gastridium ventricosum",2014,1
74,"N","Grass","Gastridium ventricosum",2014,6
54,"N","Grass","Gastridium ventricosum",2012,1
77,"N","Grass","Gastridium ventricosum",2014,5
40,"N","Grass","Gastridium ventricosum",2014,1
57,"N","Grass","Gastridium ventricosum",2014,7
54,"N","Grass","Gastridium ventricosum",2014,1
66,"N","Grass","Gastridium ventricosum",2014,1
28,"S","Grass","Gastridium ventricosum",2012,5
11,"S","Grass","Gastridium ventricosum",2012,4
78,"N","Grass","Gastridium ventricosum",2014,5
39,"N","Grass","Gastridium ventricosum",2014,1
25,"N","Grass","Gastridium ventricosum",2014,8
26,"S","Grass","Gastridium ventricosum",2012,5
28,"S","Grass","Gastridium ventricosum",2014,13
26,"S","Grass","Gastridium ventricosum",2014,1
27,"S","Grass","Gastridium ventricosum",2012,1
61,"N","Forb","Geranium dissectum",2012,1
73,"N","Forb","Geranium dissectum",2012,2
69,"N","Forb","Geranium dissectum",2012,3
34,"N","Forb","Geranium dissectum",2012,4
17,"N","Forb","Geranium dissectum",2012,1
71,"N","Forb","Geranium dissectum",2012,10
74,"N","Forb","Geranium dissectum",2012,9
54,"N","Forb","Geranium dissectum",2012,1
61,"N","Forb","Geranium dissectum",2014,1
62,"N","Forb","Geranium dissectum",2012,1
76,"N","Forb","Geranium dissectum",2012,1
34,"N","Forb","Geranium dissectum",2014,1
66,"N","Forb","Geranium dissectum",2012,2
70,"N","Forb","Geranium dissectum",2012,2
80,"N","Forb","Geranium dissectum",2012,10
8,"S","Forb","Geranium dissectum",2014,17
80,"N","Forb","Geranium dissectum",2014,1
74,"N","Forb","Geranium dissectum",2014,3
38,"N","Forb","Geranium dissectum",2012,1
67,"N","Forb","Geranium dissectum",2012,1
64,"N","Forb","Geranium dissectum",2012,3
72,"N","Forb","Geranium dissectum",2014,12
72,"N","Forb","Geranium dissectum",2012,21
78,"N","Forb","Geranium dissectum",2012,3
39,"N","Forb","Geranium dissectum",2012,2
8,"S","Forb","Geranium dissectum",2012,9
40,"N","Forb","Geranium dissectum",2012,1
77,"N","Forb","Geranium dissectum",2012,1
63,"N","Forb","Geranium dissectum",2012,1
41,"N","Forb","Geranium molle",2012,2
54,"N","Forb","Geranium molle",2012,1
78,"N","Forb","Geranium molle",2012,4
73,"N","Forb","Geranium molle",2014,1
38,"N","Forb","Geranium molle",2012,2
67,"N","Forb","Geranium molle",2012,3
61,"N","Forb","Geranium molle",2012,3
73,"N","Forb","Geranium molle",2012,3
77,"N","Forb","Geranium molle",2012,4
76,"N","Forb","Geranium molle",2012,1
17,"N","Forb","Gilia tricolor",2014,4
3,"S","Forb","Gilia tricolor",2014,1
17,"N","Forb","Gilia tricolor",2012,3
27,"S","Forb","Githopsis specularioides",2014,2
57,"N","Forb","Githopsis specularioides",2012,1
5,"S","Forb","Githopsis specularioides",2014,1
27,"S","Forb","Githopsis specularioides",2012,2
