"Site","Species_Name","Count","Year"
49,"Bromus madritensis",27,2012
49,"Dichelostemma capitatum",2,2012
49,"Erodium cicutarium",1,2012
49,"Grindelia camporum",2,2012
49,"Lotus wrangelianus",1,2012
49,"Plantago erecta",3,2012
49,"Taeniatherum caput-medusae",6,2012
49,"Vulpia microstachys",4,2012
50,"Avena fatua",50,2012
50,"Bromus diandrus",4,2012
50,"Bromus hordeaceus",6,2012
50,"Bromus madritensis",4,2012
50,"Erodium cicutarium",23,2012
50,"Filago gallica",20,2012
50,"Galium murale",3,2012
50,"Lactuca serriola",5,2012
50,"Lotus wrangelianus",1,2012
50,"Silene gallica",5,2012
50,"Torilis arvensis",1,2012
50,"Trifolium hirtum",9,2012
50,"Trifolium microcephalum",1,2012
50,"Vulpia myuros",1,2012
51,"Athysanus pusillus",1,2012
51,"Avena fatua",33,2012
51,"Bromus diandrus",4,2012
51,"Bromus hordeaceus",8,2012
51,"Bromus madritensis",1,2012
51,"Centaurea melitensis",1,2012
51,"Centaurea solstitialis",3,2012
51,"Cerastium glomeratum",1,2012
51,"Crassula connata",1,2012
51,"Daucus pusillus",1,2012
51,"Erodium cicutarium",6,2012
51,"Filago gallica",14,2012
51,"Galium murale",5,2012
51,"Hypochaeris glabra",13,2012
51,"Lactuca serriola",1,2012
51,"Lasthenia californica",1,2012
51,"Lupinus bicolor",1,2012
51,"Micropus californicus",2,2012
51,"Torilis arvensis",1,2012
51,"Trifolium hirtum",2,2012
51,"Vulpia myuros",9,2012
52,"Athysanus pusillus",1,2012
52,"Avena fatua",32,2012
52,"Bromus hordeaceus",12,2012
52,"Dichelostemma capitatum",8,2012
52,"Galium murale",9,2012
52,"Lotus wrangelianus",1,2012
52,"Lupinus bicolor",1,2012
52,"Senecio vulgaris",1,2012
52,"Taeniatherum caput-medusae",5,2012
52,"Torilis arvensis",4,2012
52,"Vicia villosa",3,2012
52,"Vulpia myuros",1,2012
53,"Avena fatua",36,2012
53,"Bromus diandrus",2,2012
53,"Bromus madritensis",1,2012
53,"Dichelostemma capitatum",1,2012
53,"Erodium cicutarium",7,2012
53,"Euphorbia crenulata",1,2012
53,"Galium murale",3,2012
53,"Lactuca serriola",1,2012
53,"Lupinus albifrons",2,2012
53,"Melilotus indica",1,2012
53,"Torilis arvensis",1,2012
53,"Trifolium bifidum",2,2012
53,"Trifolium fucatum",11,2012
53,"Trifolium hirtum",16,2012
53,"Trifolium microcephalum",12,2012
53,"Vulpia myuros",1,2012
54,"Avena fatua",57,2012
54,"Bromus diandrus",6,2012
54,"Bromus hordeaceus",10,2012
54,"Bromus madritensis",12,2012
54,"Centaurea solstitialis",3,2012
54,"Cerastium glomeratum",3,2012
54,"Collinsia sparsiflora",1,2012
54,"Galium aparine",1,2012
54,"Galium murale",1,2012
54,"Gastridium ventricosum",1,2012
54,"Geranium dissectum",1,2012
54,"Geranium molle",1,2012
54,"Hemizonia congesta",1,2012
54,"Juncus bufonius",4,2012
54,"Lolium multiflorum",10,2012
54,"Medicago polymorpha",1,2012
54,"Micropus californicus",1,2012
54,"Nassella pulchra",7,2012
54,"Pectocarya pusilla",1,2012
54,"Trifolium bifidum",2,2012
54,"Trifolium hirtum",12,2012
54,"Trifolium microcephalum",1,2012
54,"Vicia villosa",5,2012
54,"Vulpia microstachys",9,2012
54,"Vulpia myuros",20,2012
55,"Astragalus breweri",1,2012
55,"Avena fatua",1,2012
55,"Bromus hordeaceus",1,2012
55,"Bromus madritensis",3,2012
55,"Calycadenia pauciflora",1,2012
55,"Collinsia sparsiflora",1,2012
55,"Dichelostemma capitatum",1,2012
55,"Eriogonum covilleanum",1,2012
55,"Eriogonum vimineum",1,2012
55,"Lotus wrangelianus",1,2012
55,"Plantago erecta",18,2012
55,"Stellaria nitens",1,2012
55,"Vulpia microstachys",34,2012
56,"Amsinckia menziesii",1,2012
56,"Avena fatua",27,2012
56,"Bromus diandrus",2,2012
56,"Bromus hordeaceus",1,2012
56,"Bromus madritensis",2,2012
56,"Crassula connata",1,2012
56,"Dichelostemma capitatum",11,2012
56,"Erodium brachycarpum",6,2012
56,"Erodium cicutarium",6,2012
56,"Galium murale",8,2012
56,"Hemizonia congesta",1,2012
56,"Hypochaeris glabra",1,2012
56,"Juncus bufonius",1,2012
56,"Lolium multiflorum",2,2012
56,"Micropus californicus",9,2012
56,"Plantago erecta",3,2012
56,"Vulpia myuros",1,2012
57,"Achyrachaena mollis",1,2012
57,"Amsinckia menziesii",2,2012
57,"Avena fatua",6,2012
57,"Bromus diandrus",2,2012
57,"Bromus hordeaceus",14,2012
57,"Bromus madritensis",5,2012
57,"Clarkia purpurea",2,2012
57,"Crassula connata",2,2012
57,"Erodium brachycarpum",13,2012
57,"Erodium cicutarium",21,2012
57,"Galium murale",1,2012
57,"Githopsis specularioides",1,2012
57,"Holocarpha virgata",2,2012
57,"Hypochaeris glabra",36,2012
57,"Micropus californicus",2,2012
57,"Navarretia pubescens",1,2012
57,"Plantago erecta",14,2012
57,"Taeniatherum caput-medusae",32,2012
57,"Vulpia microstachys",8,2012
57,"Vulpia myuros",34,2012
58,"Avena fatua",49,2012
58,"Bromus hordeaceus",3,2012
58,"Bromus madritensis",2,2012
58,"Hypochaeris glabra",18,2012
58,"Lotus wrangelianus",3,2012
58,"Taeniatherum caput-medusae",31,2012
58,"Trifolium bifidum",1,2012
58,"Trifolium hirtum",6,2012
58,"Vulpia myuros",7,2012
59,"Anagallis arvensis",16,2012
59,"Avena fatua",67,2012
59,"Bromus diandrus",1,2012
59,"Bromus hordeaceus",1,2012
59,"Cerastium glomeratum",14,2012
59,"Clarkia purpurea",1,2012
59,"Dichelostemma capitatum",9,2012
59,"Epilobium brachycarpum",1,2012
59,"Filago gallica",1,2012
59,"Galium aparine",19,2012
59,"Galium murale",14,2012
59,"Juncus bufonius",14,2012
59,"Linanthus bicolor",1,2012
59,"Micropus californicus",4,2012
59,"Nassella pulchra",3,2012
59,"Polypogon monspeliensis",2,2012
59,"Taeniatherum caput-medusae",17,2012
59,"Trifolium gracilentum",3,2012
59,"Trifolium willdenovii",1,2012
59,"Vicia villosa",5,2012
60,"Avena fatua",26,2012
60,"Hypochaeris glabra",2,2012
60,"Lotus wrangelianus",1,2012
60,"Taeniatherum caput-medusae",27,2012
60,"Trifolium albopurpureum",1,2012
60,"Trifolium microdon",1,2012
60,"Vulpia microstachys",1,2012
61,"Avena fatua",69,2012
61,"Bromus diandrus",3,2012
61,"Bromus hordeaceus",166,2012
61,"Dichelostemma capitatum",1,2012
61,"Galium aparine",3,2012
61,"Geranium dissectum",1,2012
61,"Geranium molle",3,2012
61,"Hordeum marinum",3,2012
61,"Juncus bufonius",10,2012
61,"Lolium multiflorum",3,2012
61,"Sidalcea diploscypha",2,2012
61,"Taeniatherum caput-medusae",57,2012
61,"Torilis arvensis",3,2012
61,"Trifolium bifidum",3,2012
61,"Trifolium gracilentum",3,2012
61,"Trifolium hirtum",7,2012
61,"Trifolium microcephalum",2,2012
61,"Vulpia myuros",2,2012
62,"Athysanus pusillus",1,2012
62,"Avena fatua",78,2012
62,"Bromus diandrus",10,2012
62,"Bromus hordeaceus",21,2012
62,"Bromus madritensis",6,2012
62,"Cerastium glomeratum",1,2012
62,"Crassula connata",6,2012
62,"Dichelostemma capitatum",1,2012
62,"Erodium cicutarium",1,2012
62,"Galium murale",1,2012
62,"Geranium dissectum",1,2012
62,"Lupinus bicolor",1,2012
62,"Medicago polymorpha",9,2012
62,"Micropus californicus",1,2012
62,"Taeniatherum caput-medusae",3,2012
62,"Trifolium hirtum",24,2012
62,"Vulpia myuros",7,2012
63,"Athysanus pusillus",1,2012
63,"Avena fatua",47,2012
63,"Bromus hordeaceus",11,2012
63,"Clarkia gracilis",1,2012
63,"Clarkia purpurea",1,2012
63,"Dichelostemma capitatum",3,2012
63,"Erodium brachycarpum",1,2012
63,"Erodium cicutarium",1,2012
63,"Euphorbia crenulata",1,2012
63,"Galium murale",9,2012
63,"Geranium dissectum",1,2012
63,"Holocarpha virgata",1,2012
63,"Hypochaeris glabra",6,2012
63,"Lactuca serriola",1,2012
63,"Lolium multiflorum",4,2012
63,"Lotus wrangelianus",2,2012
63,"Medicago polymorpha",1,2012
63,"Micropus californicus",12,2012
63,"Microseris douglasii",1,2012
63,"Taeniatherum caput-medusae",12,2012
63,"Trifolium hirtum",13,2012
63,"Vicia villosa",1,2012
63,"Vulpia microstachys",2,2012
63,"Vulpia myuros",3,2012
64,"Avena fatua",34,2012
64,"Bellardia trixago",1,2012
64,"Bromus diandrus",1,2012
64,"Bromus hordeaceus",18,2012
64,"Centaurium trichanthum",1,2012
64,"Erodium brachycarpum",1,2012
64,"Galium murale",2,2012
64,"Geranium dissectum",3,2012
64,"Lolium multiflorum",15,2012
64,"Taeniatherum caput-medusae",8,2012
64,"Trifolium hirtum",18,2012
64,"Vulpia myuros",2,2012
65,"Avena fatua",93,2012
65,"Bromus diandrus",9,2012
65,"Bromus hordeaceus",8,2012
65,"Bromus madritensis",4,2012
65,"Bromus sp.",8,2012
65,"Erodium botrys",2,2012
65,"Erodium brachycarpum",3,2012
65,"Erodium cicutarium",1,2012
65,"Juncus bufonius",7,2012
65,"Lactuca serriola",1,2012
65,"Lolium multiflorum",1,2012
65,"Microseris douglasii",1,2012
65,"Taeniatherum caput-medusae",13,2012
65,"Trifolium hirtum",5,2012
65,"Trifolium microdon",1,2012
65,"Vicia villosa",14,2012
66,"Avena fatua",79,2012
66,"Bromus diandrus",9,2012
66,"Bromus hordeaceus",12,2012
66,"Bromus madritensis",3,2012
66,"Calandrinia ciliata",2,2012
66,"Crassula connata",8,2012
66,"Erodium brachycarpum",1,2012
66,"Geranium dissectum",2,2012
66,"Juncus bufonius",166,2012
66,"Lactuca serriola",4,2012
66,"Lolium multiflorum",4,2012
66,"Lupinus bicolor",2,2012
66,"Medicago polymorpha",2,2012
66,"Plantago erecta",1,2012
66,"Taeniatherum caput-medusae",60,2012
66,"Trifolium hirtum",6,2012
66,"Vulpia myuros",1,2012
67,"Achyrachaena mollis",1,2012
67,"Avena fatua",92,2012
67,"Bromus diandrus",4,2012
67,"Bromus hordeaceus",1,2012
67,"Collinsia sparsiflora",3,2012
67,"Galium murale",1,2012
67,"Geranium dissectum",1,2012
67,"Geranium molle",3,2012
67,"Juncus bufonius",1,2012
67,"Lupinus bicolor",4,2012
67,"Trifolium bifidum",16,2012
67,"Trifolium gracilentum",1,2012
67,"Trifolium microdon",2,2012
68,"Avena fatua",55,2012
68,"Bromus diandrus",6,2012
68,"Bromus hordeaceus",13,2012
68,"Bromus madritensis",3,2012
68,"Cerastium glomeratum",2,2012
68,"Euphorbia crenulata",2,2012
68,"Galium aparine",1,2012
68,"Holocarpha virgata",1,2012
68,"Juncus bufonius",1,2012
68,"Lactuca serriola",2,2012
68,"Lolium multiflorum",2,2012
68,"Medicago polymorpha",2,2012
68,"Melilotus indica",3,2012
68,"Microseris douglasii",1,2012
68,"Nassella pulchra",1,2012
68,"Taeniatherum caput-medusae",10,2012
68,"Trifolium bifidum",3,2012
68,"Trifolium hirtum",55,2012
68,"Vicia villosa",1,2012
68,"Vulpia myuros",17,2012
69,"Anagallis arvensis",1,2012
69,"Avena fatua",58,2012
69,"Bromus diandrus",1,2012
69,"Bromus hordeaceus",31,2012
69,"Bromus madritensis",22,2012
69,"Centaurea solstitialis",2,2012
69,"Centaurium trichanthum",2,2012
69,"Clarkia purpurea",1,2012
69,"Galium aparine",4,2012
69,"Geranium dissectum",3,2012
69,"Juncus bufonius",52,2012
69,"Lolium multiflorum",35,2012
69,"Medicago polymorpha",2,2012
69,"Melilotus indica",31,2012
69,"Plantago erecta",1,2012
69,"Taeniatherum caput-medusae",3,2012
69,"Trifolium hirtum",22,2012
69,"Unknown grass",1,2012
69,"Vicia villosa",1,2012
69,"Vulpia microstachys",4,2012
69,"Vulpia myuros",2,2012
70,"Avena fatua",59,2012
70,"Bromus diandrus",9,2012
70,"Bromus hordeaceus",22,2012
70,"Bromus madritensis",7,2012
70,"Cerastium glomeratum",2,2012
70,"Euphorbia crenulata",1,2012
70,"Geranium dissectum",2,2012
70,"Hemizonia congesta",1,2012
70,"Lolium multiflorum",11,2012
70,"Lupinus succulentus",1,2012
70,"Medicago polymorpha",1,2012
70,"Taeniatherum caput-medusae",4,2012
70,"Trifolium hirtum",37,2012
70,"Vicia villosa",1,2012
70,"Vulpia myuros",4,2012
71,"Achyrachaena mollis",1,2012
71,"Astragalus gambelianus",1,2012
71,"Avena fatua",29,2012
71,"Bromus diandrus",5,2012
71,"Bromus hordeaceus",7,2012
71,"Dichelostemma capitatum",1,2012
71,"Erodium botrys",1,2012
71,"Erodium brachycarpum",2,2012
71,"Erodium cicutarium",2,2012
71,"Galium murale",26,2012
71,"Geranium dissectum",10,2012
71,"Holocarpha virgata",1,2012
71,"Lolium multiflorum",1,2012
71,"Lupinus bicolor",2,2012
71,"Melilotus indica",1,2012
71,"Phlox gracilis",1,2012
71,"Plantago erecta",1,2012
71,"Taeniatherum caput-medusae",11,2012
71,"Trifolium depauperatum",2,2012
71,"Trifolium gracilentum",1,2012
71,"Trifolium hirtum",1,2012
71,"Vulpia microstachys",10,2012
72,"Achyrachaena mollis",1,2012
72,"Athysanus pusillus",2,2012
72,"Avena fatua",30,2012
72,"Bromus diandrus",3,2012
72,"Bromus hordeaceus",7,2012
72,"Bromus madritensis",3,2012
72,"Carduus pycnocephalus",2,2012
72,"Castilleja attenuata",1,2012
72,"Centaurea solstitialis",8,2012
72,"Cerastium glomeratum",2,2012
72,"Clarkia purpurea",1,2012
72,"Erodium brachycarpum",1,2012
72,"Erodium cicutarium",10,2012
72,"Galium murale",2,2012
72,"Geranium dissectum",21,2012
72,"Holocarpha virgata",6,2012
72,"Medicago polymorpha",2,2012
72,"Taeniatherum caput-medusae",23,2012
72,"Trifolium microdon",2,2012
73,"Athysanus pusillus",1,2012
73,"Avena fatua",15,2012
73,"Bromus diandrus",3,2012
73,"Bromus hordeaceus",7,2012
73,"Cerastium glomeratum",1,2012
73,"Dactylis glomerata",4,2012
73,"Dichelostemma capitatum",1,2012
73,"Erodium cicutarium",9,2012
73,"Galium aparine",2,2012
73,"Galium murale",5,2012
73,"Geranium dissectum",2,2012
73,"Geranium molle",3,2012
73,"Lolium multiflorum",10,2012
73,"Lotus wrangelianus",2,2012
73,"Lupinus bicolor",1,2012
73,"Taeniatherum caput-medusae",7,2012
73,"Trifolium bifidum",1,2012
73,"Trifolium hirtum",21,2012
73,"Trifolium microcephalum",8,2012
73,"Trifolium microdon",1,2012
73,"Vulpia microstachys",2,2012
73,"Vulpia myuros",14,2012
74,"Avena fatua",38,2012
74,"Bromus diandrus",8,2012
74,"Bromus hordeaceus",29,2012
74,"Bromus madritensis",1,2012
74,"Carduus pycnocephalus",5,2012
74,"Centaurea solstitialis",2,2012
74,"Clarkia purpurea",1,2012
74,"Erodium brachycarpum",1,2012
74,"Erodium cicutarium",3,2012
74,"Galium aparine",1,2012
74,"Galium murale",5,2012
74,"Geranium dissectum",9,2012
74,"Juncus bufonius",2,2012
74,"Lactuca serriola",1,2012
74,"Lolium multiflorum",2,2012
74,"Lupinus bicolor",2,2012
74,"Taeniatherum caput-medusae",61,2012
74,"Trifolium hirtum",15,2012
74,"Vicia villosa",1,2012
74,"Vulpia microstachys",1,2012
74,"Vulpia myuros",14,2012
75,"Amsinckia menziesii",1,2012
75,"Astragalus gambelianus",2,2012
75,"Avena fatua",13,2012
75,"Bromus diandrus",2,2012
75,"Bromus hordeaceus",13,2012
75,"Carduus pycnocephalus",3,2012
75,"Centaurea solstitialis",4,2012
75,"Crassula connata",5,2012
75,"Erodium brachycarpum",2,2012
75,"Erodium cicutarium",23,2012
75,"Holocarpha virgata",1,2012
75,"Lolium multiflorum",2,2012
75,"Melilotus indica",5,2012
75,"Plantago erecta",2,2012
75,"Taeniatherum caput-medusae",3,2012
75,"Trifolium hirtum",15,2012
75,"Vulpia microstachys",7,2012
76,"Astragalus gambelianus",1,2012
76,"Athysanus pusillus",1,2012
76,"Avena fatua",66,2012
76,"Bromus diandrus",9,2012
76,"Bromus hordeaceus",4,2012
76,"Bromus madritensis",4,2012
76,"Centaurea solstitialis",3,2012
76,"Clarkia purpurea",1,2012
76,"Collinsia sparsiflora",1,2012
76,"Erodium cicutarium",9,2012
76,"Galium aparine",3,2012
76,"Galium murale",3,2012
76,"Geranium dissectum",1,2012
76,"Geranium molle",1,2012
76,"Hypochaeris glabra",2,2012
76,"Lactuca serriola",1,2012
76,"Lupinus bicolor",2,2012
76,"Medicago polymorpha",8,2012
76,"Senecio vulgaris",1,2012
76,"Trifolium bifidum",2,2012
76,"Trifolium hirtum",29,2012
76,"Vulpia myuros",6,2012
77,"Astragalus breweri",1,2012
77,"Avena fatua",48,2012
77,"Bromus hordeaceus",34,2012
77,"Bromus madritensis",2,2012
77,"Epilobium brachycarpum",1,2012
77,"Euphorbia crenulata",2,2012
77,"Galium aparine",1,2012
77,"Galium murale",11,2012
77,"Geranium dissectum",1,2012
77,"Geranium molle",4,2012
77,"Lupinus bicolor",4,2012
77,"Lupinus microcarpus",1,2012
77,"Taeniatherum caput-medusae",11,2012
77,"Torilis arvensis",1,2012
77,"Trifolium bifidum",1,2012
77,"Trifolium gracilentum",4,2012
77,"Trifolium hirtum",21,2012
77,"Vulpia myuros",9,2012
78,"Achyrachaena mollis",2,2012
78,"Athysanus pusillus",8,2012
78,"Avena fatua",30,2012
78,"Briza minor",5,2012
78,"Bromus diandrus",7,2012
78,"Bromus hordeaceus",11,2012
78,"Bromus madritensis",5,2012
78,"Galium aparine",1,2012
78,"Galium murale",5,2012
78,"Geranium dissectum",3,2012
78,"Geranium molle",4,2012
78,"Hypochaeris glabra",2,2012
78,"Juncus bufonius",22,2012
78,"Lolium multiflorum",12,2012
78,"Lomatium utriculatum",1,2012
78,"Lupinus bicolor",1,2012
78,"Medicago polymorpha",15,2012
78,"Melilotus indica",6,2012
78,"Nassella pulchra",2,2012
78,"Poa bulbosa",7,2012
78,"Taeniatherum caput-medusae",63,2012
78,"Torilis arvensis",1,2012
78,"Trifolium bifidum",5,2012
78,"Trifolium dubium",122,2012
78,"Trifolium hirtum",5,2012
78,"Trifolium microdon",5,2012
78,"Trifolium willdenovii",7,2012
78,"Vulpia microstachys",1,2012
78,"Vulpia myuros",5,2012
79,"Avena fatua",43,2012
79,"Bromus diandrus",8,2012
79,"Bromus hordeaceus",55,2012
79,"Bromus madritensis",4,2012
79,"Epilobium brachycarpum",1,2012
79,"Eremocarpus setigerus",1,2012
79,"Erodium brachycarpum",2,2012
79,"Erodium cicutarium",1,2012
79,"Galium murale",5,2012
79,"Holocarpha virgata",1,2012
79,"Juncus bufonius",11,2012
79,"Lactuca serriola",1,2012
79,"Medicago polymorpha",2,2012
79,"Taeniatherum caput-medusae",95,2012
79,"Trifolium albopurpureum",1,2012
79,"Trifolium bifidum",1,2012
79,"Vulpia microstachys",3,2012
79,"Vulpia myuros",1,2012
80,"Avena fatua",88,2012
80,"Bromus hordeaceus",37,2012
80,"Bromus madritensis",13,2012
80,"Cerastium glomeratum",3,2012
80,"Crassula connata",1,2012
80,"Elymus glaucus",2,2012
80,"Erodium cicutarium",4,2012
80,"Geranium dissectum",10,2012
80,"Holocarpha virgata",2,2012
80,"Juncus bufonius",5,2012
80,"Lupinus bicolor",1,2012
80,"Taeniatherum caput-medusae",151,2012
80,"Vulpia microstachys",5,2012
80,"Vulpia myuros",5,2012
