Date,Plot,Species name,# of seedlings,Notes,
12/10/14,22,Trifolium microcephalum,1,,
12/13/14,22,Collinsia sparsiflora,3,,
12/13/14,22,Lolium multiflorum,1,lolium or vulpia,
12/13/14,22,Lotus wrangelianus,2,,
12/13/14,22,Trifolium fucatum,1,,
12/13/14,22,Trifolium gracilentum,1,,
12/13/14,22,Trifolium microcephalum,5,,
12/16/14,22,Vulpia myuros,3,,
1/9/15,22,Lolium multiflorum,4,,
1/23/15,22,Avena fatua,2,,
1/23/15,22,Bromus hordeaceus,1,,
1/23/15,22,Bromus madritensis,1,,
1/23/15,22,Lolium multiflorum,7,,
2/9/15,22,Athysanus pusillus,1,,
2/9/15,22,Bromus hordeaceus,7,,
2/9/15,22,Collinsia sparsiflora,1,,
2/9/15,22,Juncus bufonius,1,,
2/9/15,22,Lolium multiflorum,10,,
2/9/15,22,Micropus californicus,1,,
2/11/15,22,Lolium multiflorum,10,,
2/11/15,22,Trifolium gracilentum,1,,
2/18/15,22,Bromus hordeaceus,4,,
2/18/15,22,Bromus madritensis,1,,
2/18/15,22,Lolium multiflorum,14,,
2/18/15,22,Plantago erecta,3,,
2/18/15,22,Vulpia microstachys,10,,
2/18/15,22,Vulpia myuros,6,,
2/20/15,22,Ranunculus occidentalis,1,,
2/20/15,22,Trifolium gracilentum,4,,
2/21/15,22,Micropus californicus,1,,
2/25/15,22,Bromus hordeaceus,2,,
2/25/15,22,Lolium multiflorum,7,,
2/25/15,22,Plantago erecta,1,,
2/25/15,22,Sisyrinchium bellum,2,,
3/4/15,22,Micropus californicus,1,,
3/4/15,22,Plantago erecta,1,,
3/13/15,22,Dichelostemma capitatum,1,,
12/10/14,23,Trifolium microcephalum,1,,
12/13/14,23,Collinsia sparsiflora,1,,
12/13/14,23,Hemizonia congesta,13,,
12/13/14,23,Lolium multiflorum,2,dead,
12/13/14,23,Lolium multiflorum,1,red base green accidentally pulled ,
12/13/14,23,Lotus micranthus,2,,
12/13/14,23,Lotus wrangelianus,2,,
12/13/14,23,Trifolium microcephalum,4,,
12/16/14,23,Lolium multiflorum,23,,
12/16/14,23,Vulpia microstachys,20,,
1/9/15,23,Lolium multiflorum,3,,
2/4/15,23,Avena fatua,1,,
2/9/15,23,Collinsia sparsiflora,1,,
2/9/15,23,Epilobium brachycarpum,1,,
2/9/15,23,Hemizonia congesta,1,,
2/9/15,23,Lasthenia californica,2,,
2/9/15,23,Lolium multiflorum,1,,
2/9/15,23,Micropus californicus,6,,
2/9/15,23,Microseris douglasii,19,,
2/9/15,23,Trifolium albopurpureum,1,,
2/11/15,23,Lasthenia californica,1,,
2/11/15,23,Microseris douglasii,1,,
2/18/15,23,Avena fatua,1,,
2/18/15,23,Bromus hordeaceus,9,,
2/18/15,23,Bromus madritensis,3,,
2/18/15,23,Lolium multiflorum,16,,
2/18/15,23,Microseris douglasii,2,,
2/18/15,23,Plantago erecta,2,,
2/18/15,23,Vulpia microstachys,12,,
2/18/15,23,Vulpia myuros,6,,
2/20/15,23,Trifolium bifidum,2,,
2/21/15,23,Delphinium hesperium,1,,
2/21/15,23,Lolium multiflorum,4,,
2/25/15,23,Avena fatua,14,,
2/25/15,23,Bromus hordeaceus,3,,
2/25/15,23,Lasthenia californica,1,,
2/25/15,23,Lolium multiflorum,12,,
2/25/15,23,Vulpia microstachys,2,,
2/25/15,23,Vulpia myuros,1,,
3/4/15,23,Avena fatua,4,,
3/4/15,23,Hemizonia congesta,1,,
3/11/15,23,Trifolium bifidum,3,,
12/10/14,24,Trifolium microcephalum,2,,
12/14/14,24,Lolium multiflorum,23,,
12/14/14,24,Trifolium microcephalum,2,,
12/16/14,24,Trifolium fucatum,4,,
1/5/15,24,Lolium multiflorum,8,,
1/18/15,24,Epilobium brachycarpum,1,,
1/18/15,24,Trifolium bifidum,1,,
1/18/15,24,Trifolium bifidum,4,,
1/23/15,24,Athysanus pusillus,1,,
1/23/15,24,Bromus hordeaceus,2,,
1/23/15,24,Collinsia sparsiflora,1,,
1/23/15,24,Euphorbia crenulata,1,,
1/23/15,24,Lolium multiflorum,11,,
1/23/15,24,Trifolium bifidum,1,,
2/9/15,24,Bromus hordeaceus,14,,
2/9/15,24,Juncus bufonius,1,,
2/9/15,24,Lactuca serriola,1,,
2/9/15,24,Lasthenia californica,7,,
2/9/15,30,Microseris douglasii,3,mistake - cahnged from mimulus douglasii,
2/11/15,24,Bromus hordeaceus,1,,
2/11/15,24,Lasthenia californica,1,,
2/11/15,24,Lolium multiflorum,8,,
2/11/15,24,Trifolium fucatum,1,,
2/11/15,24,Trifolium gracilentum,4,,
2/18/15,24,Bromus hordeaceus,8,,
2/18/15,24,Lolium multiflorum,39,,
2/18/15,24,Microseris douglasii,1,,
2/18/15,24,Plantago erecta,5,,
2/18/15,24,Vulpia microstachys,4,,
2/18/15,24,Vulpia myuros,1,,
2/20/15,24,Bromus hordeaceus,1,,
2/21/15,24,Hemizonia congesta,1,,
2/25/15,24,Avena fatua,2,,
2/25/15,24,Lolium multiflorum,25,,
2/25/15,24,Sisyrinchium bellum,1,,
2/25/15,24,Vulpia microstachys,2,,
2/25/15,24,Vulpia myuros,2,,
3/1/15,24,Lasthenia californica,3,,
3/1/15,24,Trifolium bifidum,1,,
3/4/15,24,Bromus hordeaceus,3,,
3/4/15,24,Micropus californicus,2,,
3/11/15,24,Melilotus indica,1,,
12/8/14,25,Vicia villosa,1,,
12/13/14,25,Lotus wrangelianus,1,,
12/16/14,25,Bromus hordeaceus,1,,
12/16/14,25,Lolium multiflorum,1,,
1/18/15,25,Bromus hordeaceus,1,,
1/28/15,25,Avena fatua,5,,
1/28/15,25,Bromus diandrus,1,,
1/28/15,25,Bromus hordeaceus,9,,
1/28/15,25,Micropus californicus,50,,
1/28/15,25,Plantago erecta,21,,
1/28/15,25,Trifolium bifidum,1,,
1/28/15,25,Vulpia microstachys,3,,
2/7/15,25,Cerastium glomeratum,3,,
2/7/15,25,Stellaria nitens,4,,
2/9/15,25,Bromus hordeaceus,15,,
2/11/15,25,Bromus hordeaceus,2,,
2/18/15,25,Bromus hordeaceus,11,,
2/18/15,25,Bromus madritensis,8,,
2/18/15,25,Dichelostemma capitatum,1,dying bulb,
2/18/15,25,Plantago erecta,13,,
2/18/15,25,Vulpia microstachys,4,,
2/18/15,25,Vulpia myuros,11,,
2/25/15,25,Bromus hordeaceus,1,,
2/25/15,25,Centaurea solstitialis,1,,
2/25/15,25,Lolium multiflorum,1,,
2/25/15,25,Sisyrinchium bellum,2,,
3/4/15,25,Avena fatua,1,,
3/4/15,25,Avena fatua,1,,
3/4/15,25,Bromus hordeaceus,1,,
3/4/15,25,Bromus madritensis,1,,
3/4/15,25,Githopsis specularioides,1,,
3/4/15,25,Micropus californicus,8,,
3/4/15,25,Sisyrinchium bellum,1,,
3/11/15,25,Avena fatua,2,,
3/11/15,25,Dichelostemma capitatum,1,,
3/11/15,25,Filago gallica,9,,
3/11/15,25,Micropus californicus,5,,
1/5/15,26,Holocarpha virgata,3,,
1/9/15,26,Crassula connata,19,,
1/9/15,26,Plantago erecta,19,,
2/9/15,26,Castilleja attenuata,1,,
2/9/15,26,Crassula connata,4,,
2/9/15,26,Juncus bufonius,6,,
2/9/15,26,Lasthenia californica,1,,
2/9/15,31,Mimulus douglasii,2,,
2/9/15,26,Stellaria nitens,1,,
2/9/15,26,Trifolium albopurpureum,1,,
2/11/15,26,Vulpia microstachys,4,,
2/18/15,26,Crassula connata,1,,
2/18/15,26,Juncus bufonius,2,,
2/18/15,26,Plantago erecta,24,,
2/20/15,26,Holocarpha virgata,1,,
3/4/15,26,Juncus bufonius,4,,
3/4/15,26,Vulpia microstachys,1,,
3/11/15,26,Dichelostemma capitatum,1,,
3/11/15,26,Gastridium ventricosum,1,,
3/11/15,26,Juncus bufonius,1,,
12/10/14,27,Lotus humistratus,12,,
12/13/14,27,Hemizonia congesta,1,,
12/13/14,27,Holocarpha virgata,2,,
1/5/15,27,Hemizonia congesta,1,,
1/9/15,27,Lessingia ramulosa,6,,
1/9/15,27,Plantago erecta,32,,
2/11/15,27,Juncus bufonius,1,,
2/11/15,27,Lasthenia californica,3,,
2/11/15,27,Trifolium albopurpureum,1,,
2/11/15,27,Vulpia microstachys,7,,
2/18/15,27,Plantago erecta,44,,
2/18/15,27,Vulpia microstachys,4,,
2/20/15,27,Micropus californicus,4,,
3/1/15,27,Hesperolinon micranthum,1,,
3/1/15,27,Lotus humistratus,1,,
2/1/15,7,Mimulus guttatus,1,could be guttatus- see stick in plot; def guttatus,
3/4/15,27,Githopsis specularioides,1,,
3/11/15,27,Dichelostemma capitatum,2,,
3/13/15,27,Githopsis specularioides,1,,
3/13/15,27,Juncus bufonius,1,,
3/13/15,27,Lagophylla minor,1,,
3/13/15,27,Rigiopappus leptocladus,2,,
12/13/14,28,Lotus wrangelianus,2,,
1/18/15,28,Dichelostemma capitatum,1,,
2/7/15,7,Mimulus guttatus,1,,
1/28/15,28,Plantago erecta,2,,
2/9/15,28,Bromus hordeaceus,3,,
2/9/15,28,Bromus madritensis,3,,
2/9/15,28,Juncus bufonius,1,,
2/9/15,28,Lessingia ramulosa,1,,
2/11/15,28,Bromus madritensis,1,,
2/11/15,28,Lasthenia californica,1,,
2/11/15,28,Vulpia microstachys,15,,
2/18/15,28,Microseris douglasii,1,,
2/18/15,28,Plantago erecta,14,,
2/18/15,28,Vulpia microstachys,2,,
2/20/15,28,Dichelostemma capitatum,1,,
2/25/15,28,Bromus madritensis,1,,
2/25/15,28,Hesperolinon micranthum,4,,
2/25/15,28,Lasthenia californica,1,,
3/11/15,28,Gastridium ventricosum,1,,
3/13/15,28,Dichelostemma capitatum,1,,
3/13/15,28,Lasthenia californica,1,,
12/10/14,29,Lotus humistratus,7,,
12/13/14,29,Hemizonia congesta,1,,
2/9/15,29,Astragalus gambelianus,2,,
2/9/15,29,Calycadenia pauciflora,2,,
2/9/15,29,Eriogonum vimineum,1,,
2/9/15,29,Juncus bufonius,1,,
2/11/15,29,Bromus madritensis,9,,
2/11/15,29,Vulpia microstachys,11,,
2/18/15,29,Plantago erecta,4,,
2/25/15,29,Hesperolinon californicum,1,,
2/25/15,29,Hesperolinon micranthum,3,,
3/11/15,29,Micropus californicus,2,,
12/13/14,30,Hemizonia congesta,15,,
12/13/14,30,Lotus wrangelianus,1,,
12/16/14,30,Vulpia microstachys,25,,
1/5/15,30,Clarkia purpurea,10,see stick,
1/5/15,30,Hemizonia congesta,2,,
1/18/15,30,Anagallis arvensis,13,,
2/9/15,30,Anagallis arvensis,1,,
2/9/15,30,Bromus madritensis,2,,
2/9/15,30,Lasthenia californica,2,,
2/9/15,30,Micropus californicus,1,,
2/20/15,9,Mimulus guttatus,1,,
2/9/15,30,Stellaria nitens,3,,
2/9/15,30,Vulpia microstachys,3,,
3/4/15,30,Clarkia purpurea,1,,
3/4/15,30,Vulpia microstachys,1,,
3/11/15,30,Hesperolinon californicum,5,,
3/13/15,30,Lasthenia californica,1,,
3/13/15,30,Hemizonia congesta,1,,
12/13/14,31,Hemizonia congesta,10,,
12/13/14,31,Lotus humistratus,3,,
12/13/14,31,Lotus humistratus,1,,
2/9/15,31,Bromus madritensis,9,,
2/9/15,31,Castilleja attenuata,2,,
3/1/15,27,Mimulus guttatus,1,"yellow flower, looks like guttatus",
2/9/15,31,Vulpia microstachys,1,,
2/11/15,31,Bromus madritensis,1,,
2/11/15,31,Eriogonum vimineum,1,,
2/11/15,31,Vulpia microstachys,12,,
2/18/15,31,Plantago erecta,1,,
3/4/15,31,Hesperolinon californicum,1,,
12/16/14,32,Hemizonia congesta,1,,
12/16/14,32,Lotus wrangelianus,1,,
1/28/15,32,Avena fatua,3,,
1/28/15,32,Bromus madritensis,3,,
1/28/15,32,Lupinus succulentus,2,,
2/18/15,32,Bromus madritensis,1,,
2/18/15,32,Dichelostemma capitatum,1,,
2/18/15,32,Vulpia microstachys,3,,
3/4/15,32,Avena fatua,5,,
3/4/15,32,Castilleja rubicundula,1,,
3/11/15,32,Dichelostemma capitatum,3,,
12/10/14,33,Lotus humistratus,1,,
12/10/14,33,Plantago erecta,1,,
12/13/14,33,Hemizonia congesta,7,,
1/28/15,33,Clarkia purpurea,1,,
1/28/15,33,Holocarpha virgata,1,,
2/7/15,33,Stellaria nitens,3,,
2/9/15,33,Juncus bufonius,1,,
2/9/15,33,Vulpia myuros,2,,
2/11/15,33,Aegilops triuncialis,4,,
2/18/15,33,Plantago erecta,17,,
3/1/15,33,Hesperolinon disjunctum,11,,
3/4/15,33,Eriogonum vimineum,1,,
3/4/15,33,Hemizonia congesta,1,,
12/10/14,34,Avena fatua,6,,
12/13/14,34,Geranium dissectum,1,,
12/13/14,34,Trifolium fucatum,1,,
12/13/14,34,Trifolium hirtum,6,,
12/16/14,34,Avena fatua,25,,
12/16/14,34,Avena fatua,1,,
12/16/14,34,Brassica nigra,3,?? Left one labeled- tasted like it!,
12/16/14,34,Bromus hordeaceus,1,"check plot 54, red veined hairy color",
1/5/15,34,Brassica nigra,1,,
1/14/15,34,Avena fatua,19,,
1/14/15,34,Bromus diandrus,5,,
1/14/15,34,Bromus hordeaceus,3,,
2/4/15,34,Brassica nigra,1,,
2/4/15,34,Centaurea solstitialis,1,,
2/7/15,34,Cerastium glomeratum,1,,
2/7/15,34,Galium murale,1,,
2/7/15,34,Juncus bufonius,1,,
2/11/15,34,Avena fatua,10,,
2/11/15,34,Bromus diandrus,6,,
2/20/15,34,Aphanes occidentalis,1,,
2/25/15,34,Vulpia myuros,1,,
12/10/14,35,Erodium cicutarium,2,,
12/13/14,35,Trifolium hirtum,10,,
12/16/14,35,Avena fatua,11,,
12/16/14,35,Bromus diandrus,3,,
12/16/14,35,Centaurea solstitialis,2,,
1/5/15,35,Avena fatua,15,,
1/5/15,35,Bromus diandrus,7,,
1/5/15,35,Vicia villosa,1,,
1/14/15,35,Bromus hordeaceus,4,,
1/18/15,35,Avena fatua,10,,
1/18/15,35,Bromus diandrus,11,,
1/18/15,35,Clarkia purpurea,1,,
1/18/15,35,Medicago polymorpha,1,,
1/18/15,35,Trifolium hirtum,1,,
2/7/15,35,Castilleja attenuata,1,,
2/7/15,35,Cerastium glomeratum,1,,
2/7/15,35,Filago gallica,1,,
2/7/15,35,Juncus bufonius,1,,
2/7/15,35,Medicago polymorpha,1,,
2/11/15,35,Avena fatua,1,,
2/11/15,35,Bromus diandrus,3,,
2/11/15,35,Bromus hordeaceus,4,,
2/25/15,35,Juncus bufonius,2,,
12/10/14,36,Erodium cicutarium,2,,
12/13/14,36,Lupinus bicolor,1,,
12/13/14,36,Trifolium hirtum,1,,
12/16/14,36,Centaurea solstitialis,2,,
1/5/15,36,Avena fatua,5,,
1/5/15,36,Avena fatua,1,dead,
1/5/15,36,Bromus diandrus,1,,
1/5/15,36,Crassula connata,26,,
1/18/15,36,Avena fatua,16,,
1/18/15,36,Avena fatua,1,see plot for tag; most likely avena or lolium,
1/18/15,36,Bromus diandrus,3,,
2/1/15,36,Castilleja attenuata,1,,
2/1/15,36,Crassula connata,4,,
2/4/15,36,Centaurea solstitialis,2,,
2/4/15,36,Plantago erecta,4,extremely odd but must be plantago erecta,
2/7/15,36,Castilleja attenuata,1,,
2/7/15,36,Crassula connata,1,round,
2/7/15,36,Filago gallica,18,,
2/11/15,36,Avena fatua,1,,
2/20/15,36,Crassula connata,1,,
2/25/15,36,Centaurea solstitialis,1,,
2/25/15,36,Crassula connata,1,,
3/4/15,36,Avena fatua,1,,
12/10/14,37,Avena fatua,2,,
12/16/14,37,Avena fatua,20,,
1/14/15,37,Avena fatua,5,,
1/18/15,37,Silene gallica,3,,
2/7/15,37,Avena fatua,1,,
2/7/15,37,Crassula connata,8,sharp,
2/7/15,37,Filago gallica,5,,
12/8/14,38,Erodium brachycarpum,3,,
12/8/14,38,Erodium cicutarium,1,,
12/8/14,38,Vicia villosa,1,,
12/13/14,38,Trifolium gracilentum,5,,
12/13/14,38,Vicia villosa,1,,
1/18/15,38,Crassula connata,6,,
1/18/15,38,Juncus bufonius,9,,
2/1/15,38,Crassula connata,3,,
2/4/15,38,Castilleja attenuata,1,,
2/4/15,38,Centaurea solstitialis,1,,
2/4/15,38,Galium murale,7,,
2/4/15,38,Juncus bufonius,6,,
2/4/15,38,Silene gallica,1,,
2/4/15,38,Taeniatherum caput-medusae,4,,
2/4/15,38,Trifolium gracilentum,1,,
2/7/15,38,Crassula connata,2,pointed leaves,
2/7/15,38,Galium murale,2,,
2/7/15,38,Linanthus ciliatus,2,,
2/11/15,38,Bromus hordeaceus,3,,
2/11/15,38,Castilleja attenuata,1,,
2/11/15,38,Lactuca serriola,1,,
2/11/15,38,Vulpia myuros,1,,
2/18/15,38,Vicia villosa,1,,
2/21/15,38,Lithophragma heterophyllum,1,,
2/25/15,38,Draba verna,1,,
2/25/15,38,Lithophragma heterophyllum,2,,
2/25/15,38,Plantago erecta,1,,
3/4/15,38,Lupinus bicolor,2,,
3/4/15,38,Sagina apetala,1,,
3/11/15,38,Filago gallica,2,,
3/11/15,38,Galium murale,1,,
12/8/14,39,Erodium brachycarpum,2,,
12/8/14,39,Erodium cicutarium,32,,
12/8/14,39,Lupinus bicolor,2,,
12/8/14,39,Vicia villosa,1,,
12/10/14,39,Avena fatua,1,,
12/16/14,39,Centaurea solstitialis,2,,
12/16/14,39,Lactuca serriola,1,,
1/14/15,39,Avena fatua,1,,
1/14/15,39,Clarkia purpurea,6,,
1/14/15,39,Holocarpha virgata,3,,
1/14/15,39,Juncus bufonius,15,,
2/4/15,39,Crassula connata,43,not sure!,
2/7/15,39,Bromus hordeaceus,1,,
2/7/15,39,Centaurea melitensis,1,centaurea?,
2/7/15,39,Crassula connata,11,"1 round, 10 sharp",
2/7/15,39,Galium murale,5,,
2/7/15,39,Juncus bufonius,2,,
2/7/15,39,Linanthus ciliatus,7,,
2/7/15,39,Trifolium albopurpureum,2,,
2/11/15,39,Bromus hordeaceus,2,,
2/11/15,39,Cerastium glomeratum,1,,
2/11/15,39,Crassula connata,1,,
2/11/15,39,Juncus bufonius,6,,
2/16/15,39,Avena fatua,1,,
2/16/15,39,Bromus hordeaceus,2,,
2/16/15,39,Juncus bufonius,4,,
2/16/15,39,Taeniatherum caput-medusae,3,,
2/18/15,39,Bromus hordeaceus,2,,
2/18/15,39,Plantago erecta,3,,
2/20/15,39,Aphanes occidentalis,2,,
2/25/15,39,Aphanes occidentalis,1,,
2/25/15,39,Centaurea melitensis,1,,
2/25/15,39,Crassula connata,1,,
2/25/15,39,Plantago erecta,1,,
2/25/15,39,Taeniatherum caput-medusae,6,,
3/4/15,39,Bromus hordeaceus,1,,
3/4/15,39,Crassula connata,1,,
3/4/15,39,Holocarpha virgata,1,,
3/11/15,39,Filago gallica,3,,
3/11/15,39,Sagina apetala,3,,
12/8/14,40,Erodium brachycarpum,2,,
12/8/14,40,Erodium cicutarium,6,,
12/8/14,40,Lupinus bicolor,3,,
12/8/14,40,Vicia villosa,1,,
12/10/14,40,Lotus humistratus,1,,
12/13/14,40,Holocarpha virgata,2,,
12/16/14,40,Lactuca serriola,1,,
1/14/15,40,Clarkia purpurea,3,,
1/14/15,40,Daucus pusillus,2,,
1/14/15,40,Juncus bufonius,51,,
1/14/15,40,Lolium multiflorum,6,,
2/1/15,40,Castilleja attenuata,2,,
2/1/15,40,Cerastium glomeratum,1,dying- see stick in 78,
2/1/15,40,Clarkia purpurea,1,,
2/1/15,40,Juncus bufonius,19,,
2/4/15,40,Bromus hordeaceus,2,,
2/4/15,40,Juncus bufonius,3,,
2/4/15,40,Lolium multiflorum,4,,
2/4/15,40,Taeniatherum caput-medusae,3,,
2/7/15,40,Crassula connata,19,sharp,
2/11/15,40,Lolium multiflorum,1,,
2/11/15,40,Sagina apetala,1,see stick in plot; sagina?,
2/16/15,40,Bromus hordeaceus,1,,
2/16/15,40,Lolium multiflorum,9,,
2/25/15,40,Crassula connata,1,,
2/25/15,40,Juncus bufonius,3,,
2/25/15,40,Lolium multiflorum,1,,
2/25/15,40,Vulpia myuros,1,,
3/4/15,40,Sagina apetala,1,,
3/11/15,40,Galium murale,15,,
3/11/15,40,Sagina apetala,1,,
3/13/15,40,Filago gallica,1,,
12/10/14,41,Erodium brachycarpum,5,,
12/10/14,41,Erodium cicutarium,5,,
12/13/14,41,Erodium brachycarpum,1,,
12/13/14,41,Trifolium hirtum,1,,
1/5/15,41,Crassula connata,12,,
1/9/15,41,Holocarpha virgata,7,,
1/9/15,41,Torilis arvensis,1,,
1/9/15,41,Trifolium hirtum,1,,
1/14/15,41,Amsinckia menziesii,1,,
1/14/15,41,Brassica nigra,2,"brassica looking, see tag",
1/14/15,41,Bromus hordeaceus,1,,
1/14/15,41,Clarkia purpurea,1,,
1/14/15,41,Crassula connata,9,none in plot but def it,
1/18/15,41,Brassica nigra,1,"brassica looking, pulled a few before, see tag",
1/18/15,41,Juncus bufonius,3,,
2/1/15,41,Juncus bufonius,1,,
2/7/15,41,Brassica nigra,1,previously unknown in this plot,
2/7/15,41,Centaurea solstitialis,1,,
2/7/15,41,Crassula connata,1,sharper leaves,
2/7/15,41,Filago gallica,3,,
2/7/15,41,Stellaria nitens,1,,
2/16/15,41,Erodium brachycarpum,1,,
2/16/15,41,Juncus bufonius,1,,
2/20/15,41,Aphanes occidentalis,3,,
2/20/15,41,Crassula connata,2,,
2/25/15,41,Castilleja densiflora,1,,
2/25/15,41,Draba verna,1,indentified! Draba verna,
3/1/15,41,Crassula connata,1,,
3/1/15,41,Draba verna,1,,
3/1/15,41,Juncus bufonius,1,,
3/1/15,41,Sagina apetala,2,,
3/4/15,41,Crassula connata,1,,
3/11/15,41,Filago gallica,1,,
12/8/14,42,Vicia villosa,2,,
12/10/14,42,Erodium cicutarium,1,,
12/10/14,42,Lupinus bicolor,4,,
12/13/14,42,Avena fatua,4,,
12/13/14,42,Lotus wrangelianus,3,,
12/13/14,42,Trifolium fucatum,4,,
12/13/14,42,Trifolium gracilentum,1,,
12/13/14,42,Trifolium hirtum,36,,
12/16/14,42,Lolium multiflorum,14,,
1/9/15,42,Lolium multiflorum,12,,
1/18/15,42,Avena fatua,10,,
1/18/15,42,Juncus bufonius,10,,
1/18/15,42,Lolium multiflorum,5,,
2/1/15,42,Velezia rigida,10,,
2/11/15,42,Bromus hordeaceus,2,,
2/11/15,42,Bromus madritensis,1,,
2/11/15,42,Cerastium glomeratum,1,,
2/11/15,42,Holocarpha virgata,1,,
2/11/15,42,Lolium multiflorum,4,,
2/16/15,42,Avena fatua,21,,
2/16/15,42,Bromus hordeaceus,1,,
2/16/15,42,Juncus bufonius,1,,
2/16/15,42,Lolium multiflorum,16,,
2/16/15,42,Taeniatherum caput-medusae,3,,
2/20/15,42,Plantago erecta,1,,
2/25/15,42,Avena fatua,10,,
2/25/15,42,Bromus hordeaceus,1,,
2/25/15,42,Centaurea solstitialis,2,,
2/25/15,42,Lolium multiflorum,4,,
3/11/15,42,Filago gallica,4,,
12/10/14,43,Vicia villosa,1,,
12/13/14,43,Avena fatua,6,,
12/13/14,43,Hemizonia congesta,6,,
12/13/14,43,Trifolium fucatum,3,,
12/16/14,43,Lactuca serriola,4,,
1/18/15,43,Euphorbia crenulata,1,,
1/18/15,43,Lactuca serriola,12,,
1/18/15,43,Lotus wrangelianus,1,,
2/4/15,43,Avena fatua,14,,
2/4/15,43,Dichelostemma capitatum,1,,
2/4/15,43,Lolium multiflorum,15,,
2/4/15,43,Taeniatherum caput-medusae,2,,
2/4/15,43,Trifolium fucatum,1,,
2/4/15,43,Vulpia microstachys,10,,
2/11/15,43,Bromus hordeaceus,1,,
2/11/15,43,Lolium multiflorum,9,,
2/16/15,43,Avena fatua,5,,
2/16/15,43,Bromus diandrus,3,,
2/16/15,43,Bromus hordeaceus,2,,
2/16/15,43,Lolium multiflorum,8,,
2/16/15,43,Taeniatherum caput-medusae,1,,
2/18/15,43,Bromus hordeaceus,2,,
2/25/15,43,Avena fatua,1,,
2/25/15,43,Bromus hordeaceus,1,,
2/25/15,43,Lolium multiflorum,1,,
3/4/15,43,Hypochaeris glabra,1,,
3/11/15,43,Centaurea solstitialis,1,,
12/14/14,44,Hemizonia congesta,10,,
12/14/14,44,Trifolium microcephalum,1,,
12/16/14,44,Avena fatua,1,,
12/16/14,44,Hemizonia congesta,1,,
12/16/14,44,Trifolium fucatum,2,,
1/28/15,44,Avena fatua,1,,
1/28/15,44,Avena fatua,3,,
1/28/15,44,Bromus madritensis,3,,
1/28/15,44,Hemizonia congesta,1,,
1/28/15,44,Vulpia microstachys,3,,
2/11/15,44,Bromus hordeaceus,5,,
2/18/15,44,Bromus hordeaceus,3,,
2/18/15,44,Microseris douglasii,1,,
2/18/15,44,Stellaria nitens,1,,
2/18/15,44,Vulpia microstachys,2,,
2/20/15,44,Lactuca serriola,1,,
3/4/15,44,Avena fatua,1,originally thought nasella pulchra,
3/4/15,44,Hesperolinon disjunctum,2,,
3/4/15,44,Microseris douglasii,1,,
3/4/15,44,Microseris douglasii,2,,
3/11/15,44,Avena fatua,5,,
3/13/15,44,Eriogonum vimineum,1,,
12/10/14,45,Lotus humistratus,1,,
12/16/14,45,Lotus wrangelianus,8,,
1/5/15,45,Lotus humistratus,1,,
1/9/15,45,Lotus wrangelianus,4,,
1/9/15,45,Lupinus succulentus,1,,
1/18/15,45,Calycadenia pauciflora,6,,
1/28/15,45,Avena fatua,1,,
1/28/15,45,Bromus hordeaceus,4,,
1/28/15,45,Calycadenia pauciflora,1,,
1/28/15,45,Navarretia pubescens,2,,
1/28/15,45,Plantago erecta,2,,
2/4/15,45,Centaurea melitensis,3,centaurea?,
2/9/15,45,Bromus hordeaceus,2,,
2/9/15,45,Bromus madritensis,3,,
2/9/15,45,Centaurea solstitialis,2,,
2/11/15,45,Bromus hordeaceus,6,,
2/11/15,45,Bromus hordeaceus,1,,
2/11/15,45,Bromus madritensis,1,,
2/11/15,45,Vulpia microstachys,1,,
2/18/15,45,Avena fatua,4,,
2/18/15,45,Bromus hordeaceus,2,,
2/18/15,45,Bromus madritensis,2,,
2/18/15,45,Plantago erecta,1,,
2/20/15,45,Ancistrocarphus filagineus,1,,
3/1/15,45,Hesperolinon disjunctum,3,,
3/4/15,45,Avena fatua,3,,
3/4/15,45,Hemizonia congesta,1,,
3/4/15,45,Hesperolinon disjunctum,1,,
3/11/15,45,Dichelostemma capitatum,2,,
3/13/15,45,Dichelostemma capitatum,1,,
12/10/14,46,Lotus humistratus,4,,
12/16/14,46,Hemizonia congesta,2,,
12/16/14,46,Lotus wrangelianus,1,,
1/28/15,46,Avena fatua,2,,
1/28/15,46,Bromus hordeaceus,1,,
1/28/15,46,Hemizonia congesta,1,,
1/28/15,46,Juncus bufonius,1,,
2/11/15,46,Bromus madritensis,1,,
2/18/15,46,Vulpia microstachys,1,,
12/16/14,47,Hemizonia congesta,1,,
12/16/14,47,Trifolium fucatum,2,,
2/9/15,47,Athysanus pusillus,1,,
2/9/15,47,Bromus hordeaceus,8,,
2/9/15,47,Bromus madritensis,7,,
2/9/15,47,Lactuca serriola,1,,
2/11/15,47,Bromus hordeaceus,2,,
2/11/15,47,Bromus madritensis,6,,
2/11/15,47,Bromus madritensis,4,,
2/11/15,47,Vulpia microstachys,3,,
2/18/15,47,Avena fatua,2,,
2/18/15,47,Bromus hordeaceus,1,,
2/18/15,47,Microseris douglasii,1,,
2/18/15,47,Plantago erecta,1,,
2/18/15,47,Vulpia microstachys,2,,
2/20/15,47,Ancistrocarphus filagineus,3,,
3/4/15,47,Bromus madritensis,2,,
3/4/15,47,Taeniatherum caput-medusae,1,,
12/13/14,48,Hemizonia congesta,5,,
12/13/14,48,Lotus wrangelianus,1,,
1/28/15,48,Avena fatua,5,,
