"ID","Site","Speciesno","Present","Quadrat","Year","cover","notes","Species_Name","Field10"
4105.00,46.00,27.00,1.00,5.00,1998.00,,,"Bromus madritensis",
4106.00,46.00,52.00,1.00,5.00,1998.00,,,"Clarkia purpurea",
4107.00,46.00,62.00,1.00,5.00,1998.00,,,"Dichelostemma capitatum",
4108.00,46.00,92.00,1.00,5.00,1998.00,,,"Hemizonia congesta",
4109.00,46.00,139.00,1.00,5.00,1998.00,,,"Nassella pulchra",
4110.00,46.00,142.00,1.00,5.00,1998.00,,,"Navarretia pubescens",
4111.00,46.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4112.00,46.00,260.00,1.00,5.00,1998.00,,,"Ancistrocarphus filagineus",
4113.00,46.00,267.00,1.00,5.00,1998.00,,,"Calochortus sp.",
4114.00,46.00,118.00,1.00,5.00,1998.00,,"orig rec as l. pinnatus","Lotus wrangelianus",
4115.00,47.00,12.00,1.00,5.00,1998.00,,,"Agoseris heterophylla",
4116.00,47.00,13.00,1.00,5.00,1998.00,,,"Allium fimbriatum",
4117.00,47.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4118.00,47.00,27.00,1.00,5.00,1998.00,,,"Bromus madritensis",
4119.00,47.00,62.00,1.00,5.00,1998.00,,,"Dichelostemma capitatum",
4120.00,47.00,70.00,1.00,5.00,1998.00,,,"Eriogonum nudum",
4121.00,47.00,92.00,1.00,5.00,1998.00,,,"Hemizonia congesta",
4122.00,47.00,103.00,1.00,5.00,1998.00,,,"Lasthenia californica",
4123.00,47.00,106.00,1.00,5.00,1998.00,,,"Lepidium nitidum",
4124.00,47.00,139.00,1.00,5.00,1998.00,,,"Nassella pulchra",
4125.00,47.00,142.00,1.00,5.00,1998.00,,,"Navarretia pubescens",
4126.00,47.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4127.00,47.00,185.00,1.00,5.00,1998.00,,,"Trifolium fucatum",
4128.00,47.00,196.00,1.00,5.00,1998.00,,,"Vulpia microstachys",
4129.00,47.00,260.00,1.00,5.00,1998.00,,,"Ancistrocarphus filagineus",
4130.00,47.00,271.00,1.00,5.00,1998.00,,,"Castilleja rubicundula",
4131.00,48.00,12.00,1.00,5.00,1998.00,,,"Agoseris heterophylla",
4132.00,48.00,21.00,1.00,5.00,1998.00,,,"Avena barbata",
4133.00,48.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4134.00,48.00,62.00,1.00,5.00,1998.00,,,"Dichelostemma capitatum",
4135.00,48.00,91.00,1.00,5.00,1998.00,,,"Grindelia camporum",
4136.00,48.00,92.00,1.00,5.00,1998.00,,,"Hemizonia congesta",
4137.00,48.00,103.00,1.00,5.00,1998.00,,,"Lasthenia californica",
4138.00,48.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4139.00,48.00,228.00,1.00,5.00,1998.00,,"orig rec. as t. bifidum","Trifolium gracilentum",
4140.00,48.00,196.00,1.00,5.00,1998.00,,,"Vulpia microstachys",
4141.00,48.00,271.00,1.00,5.00,1998.00,,,"Castilleja rubicundula",
4142.00,48.00,118.00,1.00,5.00,1998.00,,"orig rec as l.pinatus","Lotus wrangelianus",
4143.00,49.00,12.00,1.00,5.00,1998.00,,,"Agoseris heterophylla",
4144.00,49.00,21.00,1.00,5.00,1998.00,,,"Avena barbata",
4145.00,49.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4146.00,49.00,27.00,1.00,5.00,1998.00,,,"Bromus madritensis",
4147.00,49.00,219.00,1.00,5.00,1998.00,,"0rig rec. as c. connata","Aphanes occidentalis",
4148.00,49.00,62.00,1.00,5.00,1998.00,,,"Dichelostemma capitatum",
4149.00,49.00,92.00,1.00,5.00,1998.00,,,"Hemizonia congesta",
4150.00,49.00,103.00,1.00,5.00,1998.00,,,"Lasthenia californica",
4151.00,49.00,142.00,1.00,5.00,1998.00,,,"Navarretia pubescens",
4152.00,49.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4153.00,49.00,172.00,1.00,5.00,1998.00,,,"Stellaria nitens",
4154.00,49.00,181.00,1.00,5.00,1998.00,,,"Trifolium bifidum",
4155.00,49.00,191.00,1.00,5.00,1998.00,,,"Triteleia laxa",
4156.00,49.00,196.00,1.00,5.00,1998.00,,,"Vulpia microstachys",
4157.00,49.00,271.00,1.00,5.00,1998.00,,,"Castilleja rubicundula",
4158.00,49.00,118.00,1.00,5.00,1998.00,,"orig rec. as l.pinnatus","Lotus wrangelianus",
4159.00,50.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4160.00,50.00,25.00,1.00,5.00,1998.00,,,"Bromus diandrus",
4161.00,50.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4162.00,50.00,75.00,1.00,5.00,1998.00,,,"Eschscholzia californica",
4163.00,50.00,120.00,1.00,5.00,1998.00,,,"Lupinus bicolor",
4164.00,50.00,238.00,1.00,5.00,1998.00,,,"Plectritis macrocera",
4165.00,50.00,268.00,1.00,5.00,1998.00,,,"Capsella bursa-pastoris",
4166.00,50.00,118.00,1.00,5.00,1998.00,,"orig. rec as l.pinnatus","Lotus wrangelianus",
4167.00,51.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4168.00,51.00,25.00,1.00,5.00,1998.00,,,"Bromus diandrus",
4169.00,51.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4170.00,51.00,77.00,1.00,5.00,1998.00,,,"Euphorbia crenulata",
4171.00,51.00,101.00,1.00,5.00,1998.00,,,"Lactuca serriola",
4172.00,51.00,106.00,1.00,5.00,1998.00,,,"Lepidium nitidum",
4173.00,51.00,111.00,1.00,5.00,1998.00,,,"Lolium multiflorum",
4174.00,51.00,126.00,1.00,5.00,1998.00,,,"Medicago polymorpha",
4175.00,51.00,181.00,1.00,5.00,1998.00,,,"Trifolium bifidum",
4176.00,51.00,199.00,1.00,5.00,1998.00,,,"Zigadenus fremontii",
4177.00,52.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4178.00,52.00,25.00,1.00,5.00,1998.00,,,"Bromus diandrus",
4179.00,52.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4180.00,52.00,73.00,1.00,5.00,1998.00,,,"Erodium cicutarium",
4181.00,52.00,106.00,1.00,5.00,1998.00,,,"Lepidium nitidum",
4182.00,52.00,122.00,1.00,5.00,1998.00,,"orig rec as l. bicolor","Lupinus nanus",
4183.00,52.00,305.00,1.00,5.00,1998.00,,"orig rec. as mad eleg","Madia gracilis",
4184.00,52.00,144.00,1.00,5.00,1998.00,,,"Nemophila menziesii",
4185.00,52.00,188.00,1.00,5.00,1998.00,,,"Trifolium willdenovii",
4186.00,52.00,235.00,1.00,5.00,1998.00,,,"Galium aparine",
4187.00,53.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4188.00,53.00,25.00,1.00,5.00,1998.00,,,"Bromus diandrus",
4189.00,53.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4190.00,53.00,122.00,1.00,5.00,1998.00,,"orig rec. as l. bicolor","Lupinus nanus",
4191.00,53.00,126.00,1.00,5.00,1998.00,,,"Medicago polymorpha",
4192.00,53.00,178.00,1.00,5.00,1998.00,,,"Daucus pusillus",
4193.00,53.00,186.00,1.00,5.00,1998.00,,,"Trifolium hirtum",
4194.00,53.00,235.00,1.00,5.00,1998.00,,,"Galium aparine",
4195.00,53.00,118.00,1.00,5.00,1998.00,,"orig rec. as l. pinnatus","Lotus wrangelianus",
4196.00,54.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4197.00,54.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4198.00,54.00,52.00,1.00,5.00,1998.00,,,"Clarkia purpurea",
4199.00,54.00,73.00,1.00,5.00,1998.00,,,"Erodium cicutarium",
4200.00,54.00,87.00,1.00,5.00,1998.00,,,"Geranium molle",
4201.00,54.00,106.00,1.00,5.00,1998.00,,,"Lepidium nitidum",
4202.00,54.00,122.00,1.00,5.00,1998.00,,"orig rec. as l. bicolor","Lupinus nanus",
4203.00,54.00,126.00,1.00,5.00,1998.00,,,"Medicago polymorpha",
4204.00,54.00,156.00,1.00,5.00,1998.00,,,"Poa secunda",
4205.00,54.00,165.00,1.00,5.00,1998.00,,,"Senecio vulgaris",
4206.00,54.00,178.00,1.00,5.00,1998.00,,,"Daucus pusillus",
4207.00,54.00,118.00,1.00,5.00,1998.00,,"orig rec. as l. pinnatus","Lotus wrangelianus",
4208.00,55.00,12.00,1.00,5.00,1998.00,,,"Agoseris heterophylla",
4209.00,55.00,20.00,1.00,5.00,1998.00,,,"Astragalus gambelianus",
4210.00,55.00,52.00,1.00,5.00,1998.00,,,"Clarkia purpurea",
4211.00,55.00,58.00,1.00,5.00,1998.00,,,"Collinsia sparsiflora",
4212.00,55.00,62.00,1.00,5.00,1998.00,,,"Dichelostemma capitatum",
4213.00,55.00,103.00,1.00,5.00,1998.00,,,"Lasthenia californica",
4214.00,55.00,106.00,1.00,5.00,1998.00,,,"Lepidium nitidum",
4215.00,55.00,117.00,1.00,5.00,1998.00,,,"Lotus humistratus",
4216.00,55.00,141.00,1.00,5.00,1998.00,,"orig rec. as nav pub","Navarretia jepsonii",
4217.00,55.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4218.00,55.00,166.00,1.00,5.00,1998.00,,,"Sidalcea diploscypha",
4219.00,55.00,180.00,1.00,5.00,1998.00,,,"Trifolium albopurpureum",
4220.00,55.00,196.00,1.00,5.00,1998.00,,,"Vulpia microstachys",
4221.00,55.00,206.00,1.00,5.00,1998.00,,,"Minuartia douglasii",
4222.00,55.00,226.00,1.00,5.00,1998.00,,,"Castilleja attenuata",
4223.00,55.00,207.00,1.00,5.00,1998.00,,"orig rec. as Eriogonum covilleanum","Eriogonum vimineum",
4224.00,55.00,260.00,1.00,5.00,1998.00,,,"Ancistrocarphus filagineus",
4225.00,55.00,297.00,1.00,5.00,1998.00,,,"Linanthus jepsonii",
4226.00,55.00,118.00,1.00,5.00,1998.00,,"orig rec as l. pinnatus","Lotus wrangelianus",
4227.00,56.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4228.00,56.00,62.00,1.00,5.00,1998.00,,,"Dichelostemma capitatum",
4229.00,56.00,77.00,1.00,5.00,1998.00,,,"Euphorbia crenulata",
4230.00,56.00,126.00,1.00,5.00,1998.00,,,"Medicago polymorpha",
4231.00,56.00,142.00,1.00,5.00,1998.00,,,"Navarretia pubescens",
4232.00,56.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4233.00,56.00,172.00,1.00,5.00,1998.00,,,"Stellaria nitens",
4234.00,56.00,188.00,1.00,5.00,1998.00,,,"Trifolium willdenovii",
4235.00,56.00,196.00,1.00,5.00,1998.00,,,"Vulpia microstachys",
4236.00,56.00,197.00,1.00,5.00,1998.00,,,"Vulpia myuros",
4237.00,56.00,235.00,1.00,5.00,1998.00,,,"Galium aparine",
4238.00,56.00,301.00,1.00,5.00,1998.00,,,"Lotus micranthus",
4239.00,57.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4240.00,57.00,27.00,1.00,5.00,1998.00,,,"Bromus madritensis",
4241.00,57.00,31.00,1.00,5.00,1998.00,,,"Calochortus luteus",
4242.00,57.00,62.00,1.00,5.00,1998.00,,,"Dichelostemma capitatum",
4243.00,57.00,73.00,1.00,5.00,1998.00,,,"Erodium cicutarium",
4244.00,57.00,90.00,1.00,5.00,1998.00,,,"Githopsis specularioides",
4245.00,57.00,98.00,1.00,5.00,1998.00,,,"Hypochaeris glabra",
4246.00,57.00,103.00,1.00,5.00,1998.00,,,"Lasthenia californica",
4247.00,57.00,106.00,1.00,5.00,1998.00,,,"Lepidium nitidum",
4248.00,57.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4249.00,57.00,196.00,1.00,5.00,1998.00,,,"Vulpia microstachys",
4250.00,57.00,197.00,1.00,5.00,1998.00,,,"Vulpia myuros",
4251.00,58.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4252.00,58.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4253.00,58.00,73.00,1.00,5.00,1998.00,,,"Erodium cicutarium",
4254.00,58.00,101.00,1.00,5.00,1998.00,,,"Lactuca serriola",
4255.00,58.00,175.00,1.00,5.00,1998.00,,,"Taeniatherum caput-medusae",
4256.00,58.00,177.00,1.00,5.00,1998.00,,,"Torilis arvensis",
4257.00,59.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4258.00,59.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4259.00,59.00,73.00,1.00,5.00,1998.00,,,"Erodium cicutarium",
4260.00,59.00,98.00,1.00,5.00,1998.00,,,"Hypochaeris glabra",
4261.00,59.00,126.00,1.00,5.00,1998.00,,,"Medicago polymorpha",
4262.00,59.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4263.00,59.00,175.00,1.00,5.00,1998.00,,,"Taeniatherum caput-medusae",
4264.00,59.00,188.00,1.00,5.00,1998.00,,,"Trifolium willdenovii",
4265.00,59.00,196.00,1.00,5.00,1998.00,,,"Vulpia microstachys",
4266.00,60.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4267.00,60.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4268.00,60.00,73.00,1.00,5.00,1998.00,,,"Erodium cicutarium",
4269.00,60.00,120.00,1.00,5.00,1998.00,,,"Lupinus bicolor",
4270.00,60.00,167.00,1.00,5.00,1998.00,,,"Silene gallica",
4271.00,60.00,177.00,1.00,5.00,1998.00,,,"Torilis arvensis",
4272.00,60.00,188.00,1.00,5.00,1998.00,,,"Trifolium willdenovii",
4273.00,61.00,11.00,1.00,5.00,1998.00,,,"Achyrachaena mollis",
4274.00,61.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4275.00,61.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4276.00,61.00,77.00,1.00,5.00,1998.00,,,"Euphorbia crenulata",
4277.00,61.00,79.00,1.00,5.00,1998.00,,,"Filago gallica",
4278.00,61.00,87.00,1.00,5.00,1998.00,,,"Geranium molle",
4279.00,61.00,108.00,1.00,5.00,1998.00,,,"Linanthus bicolor",
4280.00,61.00,111.00,1.00,5.00,1998.00,,,"Lolium multiflorum",
4281.00,61.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4282.00,61.00,236.00,1.00,5.00,1998.00,,"orig called. Stel med","Cerastium glomeratum",
4283.00,61.00,177.00,1.00,5.00,1998.00,,,"Torilis arvensis",
4284.00,61.00,186.00,1.00,5.00,1998.00,,,"Trifolium hirtum",
4285.00,61.00,199.00,1.00,5.00,1998.00,,,"Zigadenus fremontii",
4286.00,61.00,287.00,1.00,5.00,1998.00,,"orig rec. as hesperevax sp.","Hesperevax sparsiflora",
4287.00,62.00,22.00,1.00,5.00,1998.00,,"orig rec. as A. barbata","Avena fatua",
4288.00,62.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4289.00,62.00,79.00,1.00,5.00,1998.00,,,"Filago gallica",
4290.00,62.00,87.00,1.00,5.00,1998.00,,,"Geranium molle",
4291.00,62.00,98.00,1.00,5.00,1998.00,,,"Hypochaeris glabra",
4292.00,62.00,126.00,1.00,5.00,1998.00,,,"Medicago polymorpha",
4293.00,62.00,139.00,1.00,5.00,1998.00,,,"Nassella pulchra",
4294.00,62.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4295.00,62.00,165.00,1.00,5.00,1998.00,,,"Senecio vulgaris",
4296.00,62.00,236.00,1.00,5.00,1998.00,,"orig called. Stel med","Cerastium glomeratum",
4297.00,62.00,177.00,1.00,5.00,1998.00,,,"Torilis arvensis",
4298.00,62.00,186.00,1.00,5.00,1998.00,,,"Trifolium hirtum",
4299.00,62.00,191.00,1.00,5.00,1998.00,,,"Triteleia laxa",
4300.00,63.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4301.00,63.00,58.00,1.00,5.00,1998.00,,,"Collinsia sparsiflora",
4302.00,63.00,79.00,1.00,5.00,1998.00,,,"Filago gallica",
4303.00,63.00,94.00,1.00,5.00,1998.00,,,"Holocarpha virgata",
4304.00,63.00,98.00,1.00,5.00,1998.00,,,"Hypochaeris glabra",
4305.00,63.00,108.00,1.00,5.00,1998.00,,,"Linanthus bicolor",
4306.00,63.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4307.00,63.00,165.00,1.00,5.00,1998.00,,,"Senecio vulgaris",
4308.00,63.00,175.00,1.00,5.00,1998.00,,,"Taeniatherum caput-medusae",
4309.00,63.00,177.00,1.00,5.00,1998.00,,,"Torilis arvensis",
4310.00,63.00,183.00,1.00,5.00,1998.00,,,"Trifolium depauperatum",
4311.00,63.00,196.00,1.00,5.00,1998.00,,,"Vulpia microstachys",
4312.00,63.00,197.00,1.00,5.00,1998.00,,,"Vulpia myuros",
4313.00,63.00,118.00,1.00,5.00,1998.00,,"orig rec. as l. pinnatus","Lotus wrangelianus",
4314.00,64.00,11.00,1.00,5.00,1998.00,,,"Achyrachaena mollis",
4315.00,64.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4316.00,64.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4317.00,64.00,46.00,1.00,5.00,1998.00,,,"Centaurea solstitialis",
4318.00,64.00,87.00,1.00,5.00,1998.00,,,"Geranium molle",
4319.00,64.00,111.00,1.00,5.00,1998.00,,,"Lolium multiflorum",
4320.00,64.00,120.00,1.00,5.00,1998.00,,,"Lupinus bicolor",
4321.00,64.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4322.00,64.00,165.00,1.00,5.00,1998.00,,,"Senecio vulgaris",
4323.00,64.00,178.00,1.00,5.00,1998.00,,,"Daucus pusillus",
4324.00,65.00,11.00,1.00,5.00,1998.00,,,"Achyrachaena mollis",
4325.00,65.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4326.00,65.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4327.00,65.00,46.00,1.00,5.00,1998.00,,,"Centaurea solstitialis",
4328.00,65.00,94.00,1.00,5.00,1998.00,,,"Holocarpha virgata",
4329.00,65.00,96.00,1.00,5.00,1998.00,,,"Hordeum marinum",
4330.00,65.00,98.00,1.00,5.00,1998.00,,,"Hypochaeris glabra",
4331.00,65.00,120.00,1.00,5.00,1998.00,,,"Lupinus bicolor",
4332.00,65.00,126.00,1.00,5.00,1998.00,,,"Medicago polymorpha",
4333.00,65.00,165.00,1.00,5.00,1998.00,,,"Senecio vulgaris",
4334.00,65.00,167.00,1.00,5.00,1998.00,,,"Silene gallica",
4335.00,65.00,186.00,1.00,5.00,1998.00,,,"Trifolium hirtum",
4336.00,65.00,197.00,1.00,5.00,1998.00,,"orig rec as. V. bromoides","Vulpia myuros",
4337.00,65.00,226.00,1.00,5.00,1998.00,,,"Castilleja attenuata",
4338.00,65.00,261.00,1.00,5.00,1998.00,,"??could this have been torilis nudosa??","Anthriscus caucalis",
4339.00,65.00,268.00,1.00,5.00,1998.00,,,"Capsella bursa-pastoris",
4340.00,65.00,111.00,1.00,5.00,1998.00,,,"Lolium multiflorum",
4341.00,66.00,12.00,1.00,5.00,1998.00,,,"Agoseris heterophylla",
4342.00,66.00,16.00,1.00,5.00,1998.00,,,"Anagallis arvensis",
4343.00,66.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4344.00,66.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4345.00,66.00,101.00,1.00,5.00,1998.00,,,"Lactuca serriola",
4346.00,66.00,111.00,1.00,5.00,1998.00,,,"Lolium multiflorum",
4347.00,66.00,139.00,1.00,5.00,1998.00,,,"Nassella pulchra",
4348.00,66.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4349.00,66.00,165.00,1.00,5.00,1998.00,,,"Senecio vulgaris",
4350.00,66.00,167.00,1.00,5.00,1998.00,,,"Silene gallica",
4351.00,66.00,175.00,1.00,5.00,1998.00,,,"Taeniatherum caput-medusae",
4352.00,66.00,178.00,1.00,5.00,1998.00,,,"Daucus pusillus",
4353.00,66.00,186.00,1.00,5.00,1998.00,,,"Trifolium hirtum",
4354.00,67.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4355.00,67.00,25.00,1.00,5.00,1998.00,,,"Bromus diandrus",
4356.00,67.00,50.00,1.00,5.00,1998.00,,,"Chlorogalum pomeridianum",
4357.00,67.00,58.00,1.00,5.00,1998.00,,,"Collinsia sparsiflora",
4358.00,67.00,77.00,1.00,5.00,1998.00,,,"Euphorbia crenulata",
4359.00,67.00,177.00,1.00,5.00,1998.00,,,"Torilis arvensis",
4360.00,67.00,256.00,1.00,5.00,1998.00,,,"Aira caryophyllea",
4361.00,68.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4362.00,68.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4363.00,68.00,46.00,1.00,5.00,1998.00,,,"Centaurea solstitialis",
4364.00,68.00,52.00,1.00,5.00,1998.00,,,"Clarkia purpurea",
4365.00,68.00,87.00,1.00,5.00,1998.00,,,"Geranium molle",
4366.00,68.00,115.00,1.00,5.00,1998.00,,,"Lomatium utriculatum",
4367.00,68.00,126.00,1.00,5.00,1998.00,,,"Medicago polymorpha",
4368.00,68.00,175.00,1.00,5.00,1998.00,,,"Taeniatherum caput-medusae",
4369.00,68.00,186.00,1.00,5.00,1998.00,,,"Trifolium hirtum",
4370.00,69.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4371.00,69.00,25.00,1.00,5.00,1998.00,,,"Bromus diandrus",
4372.00,69.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4373.00,69.00,46.00,1.00,5.00,1998.00,,,"Centaurea solstitialis",
4374.00,69.00,111.00,1.00,5.00,1998.00,,,"Lolium multiflorum",
4375.00,69.00,126.00,1.00,5.00,1998.00,,,"Medicago polymorpha",
4376.00,69.00,175.00,1.00,5.00,1998.00,,,"Taeniatherum caput-medusae",
4377.00,69.00,178.00,1.00,5.00,1998.00,,,"Daucus pusillus",
4378.00,70.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4379.00,70.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4380.00,70.00,61.00,1.00,5.00,1998.00,,,"Delphinium variegatum",
4381.00,70.00,87.00,1.00,5.00,1998.00,,,"Geranium molle",
4382.00,70.00,111.00,1.00,5.00,1998.00,,,"Lolium multiflorum",
4383.00,70.00,160.00,1.00,5.00,1998.00,,,"Ranunculus occidentalis",
4384.00,70.00,177.00,1.00,5.00,1998.00,,,"Torilis arvensis",
4385.00,70.00,186.00,1.00,5.00,1998.00,,,"Trifolium hirtum",
4386.00,70.00,191.00,1.00,5.00,1998.00,,,"Triteleia laxa",
4387.00,70.00,193.00,1.00,5.00,1998.00,,,"Vicia villosa",
4388.00,71.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4389.00,71.00,25.00,1.00,5.00,1998.00,,,"Bromus diandrus",
4390.00,71.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4391.00,71.00,87.00,1.00,5.00,1998.00,,,"Geranium molle",
4392.00,71.00,94.00,1.00,5.00,1998.00,,,"Holocarpha virgata",
4393.00,71.00,96.00,1.00,5.00,1998.00,,,"Hordeum marinum",
4394.00,71.00,236.00,1.00,5.00,1998.00,,"orig called. Stel med","Cerastium glomeratum",
4395.00,71.00,196.00,1.00,5.00,1998.00,,,"Vulpia microstachys",
4396.00,72.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4397.00,72.00,25.00,1.00,5.00,1998.00,,,"Bromus diandrus",
4398.00,72.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4399.00,72.00,52.00,1.00,5.00,1998.00,,,"Clarkia purpurea",
4400.00,72.00,73.00,1.00,5.00,1998.00,,,"Erodium cicutarium",
4401.00,72.00,101.00,1.00,5.00,1998.00,,,"Lactuca serriola",
4402.00,72.00,106.00,1.00,5.00,1998.00,,,"Lepidium nitidum",
4403.00,72.00,144.00,1.00,5.00,1998.00,,,"Nemophila menziesii",
4404.00,72.00,175.00,1.00,5.00,1998.00,,,"Taeniatherum caput-medusae",
4405.00,72.00,15.00,1.00,5.00,1998.00,,"orig rec. as A. grandiflora","Amsinckia menziesii",
4406.00,73.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4407.00,73.00,25.00,1.00,5.00,1998.00,,,"Bromus diandrus",
4408.00,73.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4409.00,73.00,111.00,1.00,5.00,1998.00,,,"Lolium multiflorum",
4410.00,73.00,235.00,1.00,5.00,1998.00,,,"Galium aparine",
4411.00,74.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4412.00,74.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4413.00,74.00,27.00,1.00,5.00,1998.00,,,"Bromus madritensis",
4414.00,74.00,46.00,1.00,5.00,1998.00,,,"Centaurea solstitialis",
4415.00,74.00,52.00,1.00,5.00,1998.00,,,"Clarkia purpurea",
4416.00,74.00,73.00,1.00,5.00,1998.00,,,"Erodium cicutarium",
4417.00,74.00,98.00,1.00,5.00,1998.00,,,"Hypochaeris glabra",
4418.00,74.00,120.00,1.00,5.00,1998.00,,,"Lupinus bicolor",
4419.00,74.00,151.00,1.00,5.00,1998.00,,,"Plantago erecta",
4420.00,74.00,165.00,1.00,5.00,1998.00,,,"Senecio vulgaris",
4421.00,75.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4422.00,75.00,46.00,1.00,5.00,1998.00,,,"Centaurea solstitialis",
4423.00,75.00,87.00,1.00,5.00,1998.00,,,"Geranium molle",
4424.00,75.00,94.00,1.00,5.00,1998.00,,,"Holocarpha virgata",
4425.00,75.00,111.00,1.00,5.00,1998.00,,,"Lolium multiflorum",
4426.00,75.00,122.00,1.00,5.00,1998.00,,,"Lupinus nanus",
4427.00,75.00,126.00,1.00,5.00,1998.00,,,"Medicago polymorpha",
4428.00,75.00,165.00,1.00,5.00,1998.00,,,"Senecio vulgaris",
4429.00,75.00,177.00,1.00,5.00,1998.00,,,"Torilis arvensis",
4430.00,75.00,185.00,1.00,5.00,1998.00,,,"Trifolium fucatum",
4431.00,75.00,186.00,1.00,5.00,1998.00,,,"Trifolium hirtum",
4432.00,76.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4433.00,76.00,73.00,1.00,5.00,1998.00,,,"Erodium cicutarium",
4434.00,76.00,101.00,1.00,5.00,1998.00,,,"Lactuca serriola",
4435.00,76.00,106.00,1.00,5.00,1998.00,,,"Lepidium nitidum",
4436.00,76.00,120.00,1.00,5.00,1998.00,,,"Lupinus bicolor",
4437.00,76.00,126.00,1.00,5.00,1998.00,,,"Medicago polymorpha",
4438.00,76.00,15.00,1.00,5.00,1998.00,,"orig rec. as A. grandiflora","Amsinckia menziesii",
4439.00,76.00,329.00,1.00,5.00,1998.00,,,"XPhacelia sp.",
4440.00,77.00,22.00,1.00,5.00,1998.00,,,"Avena fatua",
4441.00,77.00,26.00,1.00,5.00,1998.00,,,"Bromus hordeaceus",
4442.00,77.00,219.00,1.00,5.00,1998.00,,"orig rec. as c. connata","Aphanes occidentalis",
4443.00,77.00,73.00,1.00,5.00,1998.00,,,"Erodium cicutarium",
4444.00,77.00,77.00,1.00,5.00,1998.00,,,"Euphorbia crenulata",
4445.00,77.00,87.00,1.00,5.00,1998.00,,,"Geranium molle",
4446.00,77.00,120.00,1.00,5.00,1998.00,,"orig rec. as l. nanus","Lupinus bicolor",
