Site,Spp,1,2,3,4,5,Notes
11,Chlorogalum pomeridianum,,,,0.7,,
11,Clarkia purpurea,0.1,0.1,2,0.2,,
11,Delphinium variegatum,2,,0.4,1,,
11,Dichelostemma capitatum,0.3,0.1,0.3,0.1,0.5,
11,Epilobium brachycarpum,,,,,,
11,Eremocarpus setigerus,0.1,,0.1,0.1,0.3,
11,Eriogonum nudum,,,,,,
11,Erodium cicutarium,,,,,,
11,Gastridium ventricosum,,,,,0.5,
11,Gilia tricolor,,,,,,
11,Githopsis specularioides,,,,0.1,,
11,Grindelia camporum,17,,,4,,
11,Hemizonia congesta,,,,,1,
11,Holocarpha virgata,,,5,2,2,
11,Hypochaeris glabra,0.1,0.2,,,,
11,Lactuca serriola,,,,,0.4,
11,Lasthenia californica,0.1,0.4,0.2,0.1,,
11,Lepidium nitidum,,,,,,
11,Linanthus bicolor,0.1,,,,,
11,Lolium multiflorum,,,,,8,
11,Lomatium dasycarpum,,2,,,,
11,Lomatium macrocarpum,,,,,,
11,Lomatium marginatum,,,,,,
11,Lotus humistratus,,,,,,
11,Lotus purshianus,,,,,,
11,Lotus wrangelianus,,0.4,0.4,,,
11,Lupinus bicolor,,,,,0.2,
11,Medicago polymorpha,,,,,,
11,Melica californica,,,,,,
11,Micropus californicus,0.2,1,,,,
11,Microseris douglasii,,,0.2,0.4,,
11,Mimulus douglasii,,,,,,
11,Nassella pulchra,10,5,6,6,30,
11,Navarretia jepsonii,,,,8,,
11,Navarretia pubescens,,3,2,,,
11,Nemophila sp,,,,,0.3,"maybe heterophylla, no flowers"
11,Pectocarya pusilla,,,,,,
11,Plantago erecta,,0.4,0.1,0.1,,
11,Plectritis ciliosa,,,,,,
11,Poa secunda,,,,1,,
11,Ranunculus occidentalis,,,,,,
11,Rigiopappus leptocladus,,0.1,0.1,0.1,,
11,Sagina apetala,,,,,,
11,Sanicula bipinnata,2,5,0.5,,,
11,Sanicula bipinnatifida,,,,,,
11,Sidalcea diploscypha,,,,,,
11,Stellaria media,,,,,,
11,Stellaria nitens,,,,,,
11,Taeniatherum caput-medusae,14,10,2,,5,
11,Trifolium albopurpureum,,,,,,
11,Trifolium bifidum,,,,,,
11,Trifolium gracilentum,,,,,,
11,Trifolium hirtum,,,,,,
11,Triphysaria eriantha,,0.1,,,,
11,Vicia villosa,,,,0.3,0.5,
11,Vulpia microstachys,0.1,1,2,0.1,0.1,
11,Vulpia myuros,,,,,,
12,Achyrachaena mollis,,,,,,
12,Aegilops triuncialis,0.1,,,,,
12,Agoseris heterophylla,,0.1,,,,
12,Ancistrocarphus filagineus,,,,,2,
12,Astragalus breweri,,0.1,,,,
12,Astragalus gambelianus,,,,,,
12,Athysanus pusillus,,,,,,
12,Avena fatua,0.2,,,3,,
12,Bromus hordeaceus,,0.1,0.1,0.1,0.1,
12,Bromus madritensis,,,,,,
12,Calochortus luteus,,0.3,0.1,,0.2,
12,Calycadenia pauciflora,,3,0.1,,4,
12,Camissonia graciliflora,,,,,,
12,Castilleja attenuata,,,,,,
12,Chlorogalum pomeridianum,0.3,0.8,,,4,
12,Clarkia purpurea,0.4,0.1,,0.1,,
12,Cuscuta californica,0.1,0.1,,,,
12,Delphinium variegatum,0.4,0.1,0.2,1,0.1,
12,Dichelostemma capitatum,,,1,,0.3,
12,Eremocarpus setigerus,0.1,0.3,0.2,0.4,3,
12,Erodium cicutarium,,,,,,
12,Filago gallica,,0.1,,,,
12,Gastridium ventricosum,,,,,,
12,Gilia tricolor,,,,,,
12,Githopsis specularioides,,,,,,
12,Grindelia camporum,,,,,,
12,Hesperolinon micranthum,0.2,0.2,,,,
12,Holocarpha virgata,7,2,6,7,3,
12,Hypochaeris glabra,,,,0.1,,
12,Lactuca serriola,,,,,,
12,Lasthenia californica,0.6,1.4,1,1,0.5,
12,Linanthus bicolor,,,,,,
12,Lomatium marginatum,,1,0.8,,0.3,
12,Lotus humistratus,,,,,,
12,Lotus wrangelianus,0.1,,,,,
12,Lupinus bicolor,,,,,,
12,Micropus californicus,24,15,9,10,20,
12,Microseris douglasii,0.2,0.4,0.6,,,
12,Mimulus douglasii,,,0.1,,,
12,Minuartia californica,,,0.2,,,
12,Nassella pulchra,,,,,,
12,Navarretia jepsonii,60,22,23,,0.1,
12,Navarretia pubescens,,,,11,,
12,Pectocarya pusilla,,,,,,
12,Phlox gracilis,,,,,,
12,Plantago erecta,0.1,,10,5,0.7,
12,Plectritis ciliosa,,,,,,
12,Poa secunda,,,,,,
12,Ranunculus occidentalis,,,,,,
12,Rigiopappus leptocladus,0.1,,,,,
12,Sidalcea diploscypha,,,,,,
12,Stellaria nitens,,,,,,
12,Taeniatherum caput-medusae,,,,1,,
12,Trifolium albopurpureum,,,,,,
12,Trifolium bifidum,,,,,,
12,Trifolium willdenovii,,,,,,
12,Triphysaria eriantha,,,0.5,0.2,,
12,Vulpia microstachys,3,8,1,4,0.1,
12,Vulpia myuros,,,,,,
12,Unknown Asteraceae with dentate leaves,0.3,,,,,not observed at late season sampling
13,Agoseris heterophylla,,,0.1,,,
13,Ancistrocarphus filagineus,7,5,0.7,0.4,9,
13,Astragalus gambelianus,,,,,,
13,Athysanus pusillus,,0.1,,,0.1,
13,Bromus hordeaceus,,,,,,
13,Bromus madritensis,,,,,,
13,Calandrinia ciliata,,,,,,
13,Calycadenia pauciflora,0.1,,,,,
13,Camissonia graciliflora,,,,0.1,0.7,
13,Chorizanthe membranacea,,,,,,
13,Chorizanthe polygonoides,,0.1,,0.1,0.4,
13,Clarkia gracilis,0.1,,3,2,5,
13,Clarkia purpurea,,,,,,
13,Claytonia exigua,,,,,,
13,Collinsia sparsiflora,,,0.3,2,2,
13,Crassula connata,,,,,,
13,Cuscuta californica,,0.2,0.1,,,
13,Dichelostemma capitatum,0.1,1.5,0.1,,0.1,
13,Elymus elymoides,,,,,,
13,Epilobium brachycarpum,,,,,,
13,Eremocarpus setigerus,2,0.1,7,0.2,0.1,
13,Hemizonia congesta,3,1,2,5,1,
13,Hesperolinon disjunctum,,0.9,,,,
13,Hesperolinon micranthum,,,,,,
13,Hordeum brachyantherum,,,,,6,
13,Lagophylla minor,15,0.3,,,,
13,Lasthenia californica,0.1,0.3,,,0.5,
13,Lepidium nitidum,,,,,,
13,Lessingia ramulosa,3,25,3,,0.7,
13,Linanthus bicolor,,0.1,0.1,0.2,0.1,
13,Linanthus latisectus,,,,,,
13,Lolium multiflorum,,,,,,
13,Lotus humistratus,,,0.1,0.1,0.1,
13,Lotus wrangelianus,,,,,,
13,Melica californica,,,,,,
13,Melica imperfecta,,,,,,
13,Micropus californicus,,,,,,
13,Microseris douglasii,,,,,,
13,Minuartia californica,,0.2,,0.6,0.1,
13,Plantago erecta,2,3,,6,6,
13,Poa secunda,,,,,,
13,Quercus durata,,,,,,
13,Rigiopappus leptocladus,,,,,,
13,Sagina apetala,,,,,,
13,Sidalcea diploscypha,,0.2,,,0.2,
13,Stellaria nitens,,,,,,
13,Trifolium albopurpureum,0.1,,,0.1,,
13,Viola douglasii,,6,0.6,13,2,
13,Vulpia microstachys,,0.2,,0.2,,
14,Achyrachaena mollis,0.6,,,0.1,,
14,Agoseris grandiflora,,,,,,
14,Agoseris heterophylla,,,,,,
14,Ancistrocarphus filagineus,,11,0.3,1,0.1,
14,Astragalus breweri,,,,,,
14,Athysanus pusillus,0.1,0.1,,,,
14,Avena fatua,,,,,,
14,Brodiaea elegans,,,,,,
14,Bromus diandrus,,,,,,
14,Bromus hordeaceus,7,,,,,
14,Bromus madritensis,,,,,,
14,Calochortus superbus,,,,,0.3,
14,Calycadenia pauciflora,,,,,,
14,Camissonia graciliflora,,,,,,
14,Castilleja attenuata,,,,,,
14,Castilleja rubicundula,,,,,,
14,Centaurium trichanthum,,,,,,
14,Chlorogalum pomeridianum,,,,,,
14,Clarkia gracilis,,0.1,0.3,1,0.3,
14,Clarkia purpurea,,,,,,
14,Claytonia exigua,,,,,,
14,Collinsia sparsiflora,0.2,10,15,,,
14,Cuscuta californica,,1,2,,,
14,Dichelostemma capitatum,0.6,0.2,0.1,0.8,0.1,
14,Elymus elymoides,,7,3,17,0.1,
14,Epilobium brachycarpum,1,0.4,0.6,0.2,0.8,
14,Eremocarpus setigerus,,,,,,
14,Eriogonum nudum,,,,,,
14,Eriogonum vimineum,,,,0.1,,
14,Grindelia camporum,,,,,,
14,Helianthella californica,,,,,,
14,Hemizonia congesta,3,0.2,0.4,0.3,0.4,
14,Hesperolinon disjunctum,,,,,2,
14,Hordeum brachyantherum,,,,,0.2,
14,Lactuca serriola,0.2,,,0.1,,
14,Lagophylla minor,0.1,,0.2,,,
14,Lasthenia californica,0.1,0.8,,,,
14,Lepidium nitidum,,,,,,
14,Lessingia ramulosa,,,,,0.4,
14,Linanthus bicolor,0.1,,,,,
14,Lolium multiflorum,8,,,,,
14,Lomatium marginatum,,,,,0.7,
14,Lotus humistratus,,,,,,
14,Lotus wrangelianus,,,,,0.1,
14,Lupinus bicolor,0.1,,,,,
14,Micropus californicus,,,,,,
14,Microseris douglasii,,,,,,
14,Mimulus guttatus,,,,,,
14,Minuartia californica,,,,,,
14,Navarretia jepsonii,,,,9,,
14,Phlox gracilis,,0.1,0.1,,,
14,Plantago erecta,2,4,,,,
14,Poa secunda,2,,2,,,
14,Ranunculus occidentalis,,,,0.4,,
14,Rigiopappus leptocladus,,,0.1,,,
14,Sagina apetala,,,,,,
14,Scutellaria siphocampyloides,,,,,,
14,Sidalcea diploscypha,,,,,,
14,Sisyrinchium bellum,2,,,,,
14,Stellaria nitens,0.1,0.2,,,,
14,Taeniatherum caput-medusae,0.4,,0.1,,,
14,Trichostema laxum,,,,,5,
14,Trifolium albopurpureum,,,,,,
14,Trifolium bifidum,,,,,,
14,Trifolium fucatum,,,,,,
14,Trifolium gracilentum,0.1,,,,,
14,Triteleia laxa,,,0.4,,,
14,Vulpia microstachys,0.1,0.2,0.2,2,0.3,
14,Zigadenus fremontii,,1,,0.5,,
15,Achyrachaena mollis,,0.1,0.1,,,
15,Agoseris heterophylla,,,,,,
15,Aira caryophyllea,,,,,,
15,Anagallis arvensis,,,,,,
15,Ancistrocarphus filagineus,0.1,,,,,
15,Athysanus pusillus,,,,,,
15,Avena fatua,,17,13,15,8,
15,Brodiaea elegans,,,,,,
15,Bromus diandrus,0.1,,,,,
15,Bromus hordeaceus,0.2,0.1,0.1,0.2,,
15,Calochortus luteus,,,,,,
15,Calochortus superbus,,,,0.1,,"in fruit, ID uncertain"
15,Castilleja attenuata,,,,,,
15,Castilleja rubicundula,,,,,,
15,Centaurea solstitialis,,0.4,,,,
15,Cerastium glomeratum,,,,,,
15,Chorizanthe polygonoides,0.2,,,,,
15,Chlorogalum pomeridianum,1.2,,2,5,,
15,Clarkia purpurea,0.4,,,,,
15,Collinsia sparsiflora,,,,,,
15,Cynosurus echinatus,,,,,,
15,Dichelostemma capitatum,0.2,,0.6,0.8,,
15,Dodecatheon hendersonii,,,,,,
15,Epilobium brachycarpum,,,,,,
15,Eremocarpus setigerus,1,0.1,,,,
15,Erodium brachycarpum,0.1,,,,,
15,Erodium cicutarium,0.1,0.1,,,,
15,Eschscholzia californica,,,,,,
15,Euphorbia crenulata,,,0.1,,0.1,
15,Filago gallica,,,,,,
15,Galium murale,,,,,,
15,Grindelia camporum,1,,,,,
15,Hemizonia congesta,,0.1,0.1,0.1,0.1,
15,Hypochaeris glabra,0.7,0.1,0.3,,,
15,Lactuca serriola,,0.3,0.2,0.4,0.2,"quad 3, 0.1 is L. saligna, and quad 4 is all L. saligna"
15,Lasthenia californica,0.1,,,,,
15,Lessingia ramulosa,2,,,,,
15,Linanthus bicolor,,,,,,
15,Lolium multiflorum,,0.3,5,2,,
15,Lomatium marginatum,,,,,,
15,Lotus wrangelianus,,,,,,
15,Lupinus bicolor,,,,,,
15,Medicago polymorpha,,,,,,
15,Micropus californicus,20,0.2,,,,
15,Microseris douglasii,1.5,,,,,
15,Nassella pulchra,,,,,,
15,Plantago erecta,0.1,,,,,
15,Poa secunda,,,,,,
15,Polypogon monspeliensis,,,,,,
15,Ranunculus occidentalis,,,,,,
15,Rigiopappus leptocladus,,,,,,
15,Sanicula bipinnata,,,,,,
15,Sanicula bipinnatifida,0.7,,,,,
15,Sidalcea diploscypha,,,0.1,,,
15,Silene gallica,,,,,,
15,Sisyrinchium bellum,,,4,,26,
15,Stellaria nitens,,,,,,
15,Taeniatherum caput-medusae,3,0.3,0.2,3,2,
15,Trifolium depauperatum,,,,,,
15,Trifolium dubium,,,,,,
15,Trifolium fucatum,,,,,,
15,Trifolium gracilentum,,,,,,
15,Trifolium hirtum,,,,,,
15,Trifolium microcephalum,,,,,,
15,Trifolium willdenovii,,,,,,
15,Triphysaria eriantha,,,,,,
15,Triteleia laxa,,0.8,0.6,,,
15,Velezia rigida,0.1,,,,,
15,Vulpia microstachys,0.4,,,,,
15,Vulpia myuros,,,,,,
15,Zigadenus fremontii,,,,,,
16,Achyrachaena mollis,,,,,,
16,Agoseris grandiflora,,,,,,
16,Agoseris heterophylla,,0.1,,,,
16,Ancistrocarphus filagineus,,,,,,
16,Astragalus gambelianus,,,,,0.1,
16,Athysanus pusillus,,,,,,
16,Avena fatua,11,2,,,,
16,Brodiaea elegans,,,,,,
16,Bromus hordeaceus,0.4,0.1,,1,0.2,
16,Bromus madritensis,,0.1,,0.1,,
16,Calycadenia pauciflora,,,,6,,
16,Camissonia graciliflora,,,,0.2,,
16,Castilleja attenuata,,,,,,
16,Castilleja rubicundula,,,,,,
16,Clarkia gracilis,,,,,,
16,Collinsia sparsiflora,,,,,,
16,Dichelostemma capitatum,0.4,,1.3,1,1,
16,Elymus elymoides,,,,,,
16,Epilobium brachycarpum,,0.1,,,,
16,Eremocarpus setigerus,0.2,,3,0.3,,
16,Eriogonum nudum,,,,,2,
16,Eriogonum vimineum,,0.4,,0.2,0.2,
16,Eriophyllum lanatum,,,,,2,
16,Filago californica,,,,,,
16,Gastridium ventricosum,,,,,,
16,Geranium dissectum,,,,,,
16,Gilia tricolor,,0.2,,,,
16,Grindelia camporum,,,,,,
16,Hemizonia congesta,0.1,2,2,1,0.3,
16,Hesperolinon micranthum,,,,,0.1,
16,Holocarpha virgata,,,,11,,
16,Hordeum brachyantherum,,,,,,
16,Hordeum marinum,,,,,,
16,Lactuca serriola,2,0.3,0.4,,,"quad 1, 1.0 Lactuca saligna"
16,Lagophylla minor,,,,,,
16,Lasthenia californica,,,,0.1,,
16,Layia platyglossa,,,,,,
16,Lepidium nitidum,,,,,,
16,Lessingia ramulosa,,,,0.4,5,
16,Linanthus bicolor,,,,,,
16,Linanthus ciliatus,,,,,,
16,Linanthus dichotomus,,,,,,
16,Lolium multiflorum,2,0.7,6,,,
16,Lotus humistratus,,,,0.9,,
16,Lotus micranthus,0.2,0.5,,,,
16,Lotus wrangelianus,,,,,,
16,Micropus californicus,,,,,,
16,Microseris douglasii,,,,,,
16,Nassella pulchra,,10,16,3,7,
16,Navarretia jepsonii,,,,,0.2,
16,Plantago erecta,,12,28,,9,
16,Poa secunda,,,,,,
16,Polypogon monspeliensis,,,,,,
16,Rigiopappus leptocladus,,0.1,,0.4,0.4,
16,Sagina apetala,,,,,,
16,Senecio eurycephalus,,,,,,
16,Sidalcea diploscypha,,,0.2,0.4,,
16,Stellaria nitens,,,,,,
16,Taeniatherum caput-medusae,,,,,,
16,Trifolium albopurpureum,,0.1,,,,
16,Trifolium bifidum,,,,,,
16,Trifolium fucatum,,,,,,
16,Trifolium gracilentum,,,,,,
16,Vulpia microstachys,,0.3,0.2,0.3,0.5,
16,Zigadenus fremontii,,,,,,
16,Unknown small rosette,,,0.1,,,
17,Agoseris heterophylla,,,,,,
17,Aira caryophyllea,,,,,,
17,Anagallis arvensis,,,,,,
17,Aphanes occidentalis,,,,,,
17,Astragalus gambelianus,1.4,0.1,,,,
17,Athysanus pusillus,,,,,,
17,Avena fatua,1,13,0.2,0.1,3,
17,Bromus hordeaceus,1,0.6,5,,0.1,
17,Bromus madritensis,0.2,1,2,4,14,
17,Castilleja densiflora,0.9,,0.8,,0.6,
17,Centaurea melitensis,1,,2,,,
17,Centaurea solstitialis,0.2,2,0.4,0.1,0.1,
17,Centaurium trichanthum,,,,,,
17,Cerastium glomeratum,,,,,,
17,Crassula connata,0.1,,0.1,0.1,,
17,Dichelostemma capitatum,0.2,0.3,,,,
17,Eremocarpus setigerus,,,0.1,,,
17,Erodium brachycarpum,,,,,,
17,Erodium cicutarium,0.3,0.3,0.2,,,
17,Gilia tricolor,2,,1.2,0.6,0.4,
17,Holocarpha virgata,,,,,,
17,Hypochaeris glabra,,,,,,
17,Lactuca serriola,,,,,,
17,Lepidium nitidum,,,,,,
17,Lolium multiflorum,,,,,,
17,Medicago polymorpha,2,4,0.6,,,
17,Nassella pulchra,,,1,,,
17,Navarretia pubescens,,,0.4,,,
17,Petrorhagia prolifera,,,,,,
17,Plantago erecta,1.5,,5,,,
17,Senecio vulgaris,,,,,,
17,Taeniatherum caput-medusae,,,,,,
17,Trifolium albopurpureum,,,0.1,,,
17,Trifolium gracilentum,,,,,,
17,Triphysaria eriantha,,,,0.1,,
17,Velezia rigida,13,,22,8,12,Mostly didn't fruit and flower
17,Vulpia myuros,4,,0.4,0.1,,
18,Achyrachaena mollis,,,,,,
18,Agoseris heterophylla,,,,,,
18,Ancistrocarphus filagineus,,,2,0.2,,
18,Astragalus gambelianus,,0.1,,,,
18,Athysanus pusillus,,,,,,
18,Avena fatua,40,2,0.3,7,5,
18,Bromus hordeaceus,9,0.1,,,,
18,Bromus madritensis,,0.1,,,0.2,
18,Calandrinia ciliata,,,0.8,,,
18,Calycadenia pauciflora,0.1,0.2,11,3,5,
18,Chaenactis glabriuscula,,,0.1,,,
18,Chorizanthe membranacea,,,,,,
18,Chorizanthe polygonoides,,,0.1,0.1,0.4,
18,Cuscuta californica,,,,,3,
18,Dichelostemma capitatum,,0.6,0.4,,,
18,Epilobium brachycarpum,,,,,,
18,Eremocarpus setigerus,,,,,,
18,Eschscholzia californica,,,,,13,
18,Filago californica,,,,,,
18,Gilia capitata,,,,,,
18,Gilia tricolor,,,,0.1,3,
18,Hemizonia congesta,,,,,,
18,Holocarpha virgata,3,8,,0.4,0.3,
18,Lactuca serriola,0.3,,,,,
18,Lasthenia californica,,,,,,
18,Layia septentrionalis,,,,0.1,,
18,Lepidium nitidum,,,,,,
18,Lolium multiflorum,0.1,,,,,
18,Lotus humistratus,,,13,16,20,
18,Lotus wrangelianus,2,4,,,,
18,Melica californica,,,,,,
18,Melilotus indica,,,,,,
18,Micropus californicus,,,,,,
18,Microseris douglasii,,,,0.1,,
18,Nassella pulchra,,,,,0.6,
18,Navarretia jepsonii,,,,,,
18,Navarretia pubescens,,,,,,
18,Plantago erecta,,10,5,0.2,0.2,
18,Rigiopappus leptocladus,,,,,,
18,Sidalcea diploscypha,0.3,,,,,
18,Taeniatherum caput-medusae,,,,,,
18,Thysanocarpus curvipes,,,0.1,,2,
18,Trifolium albopurpureum,1.2,0.9,,,,
18,Trifolium bifidum,,,,,,
18,Trifolium gracilentum,,,,,,
18,Uropappus lindleyi,,,,,,
18,Vulpia microstachys,,0.1,1.5,7,,
19,Achyrachaena mollis,,,0.1,,,
19,Agoseris heterophylla,,,,2,,
19,Anagallis arvensis,,,,,,
19,Ancistrocarphus filagineus,,,,,,
19,Astragalus gambelianus,,,,,,
19,Athysanus pusillus,0.1,0.1,,0.1,,
19,Avena fatua,,,,,,
19,Brodiaea elegans,,,,,,
19,Bromus carinatus,,,,,,
19,Bromus diandrus,,,,,,
19,Bromus hordeaceus,1,11,9,3,,
19,Calandrinia ciliata,,0.4,0.3,0.6,,
19,Calochortus luteus,,0.1,,,,"in fruit, ID uncertain"
19,Calycadenia pauciflora,,,,,2,
19,Cardamine oligosperma,,,,,,
19,Castilleja attenuata,,,,,,
19,Chlorogalum pomeridianum,2,,,,,
19,Claytonia parviflora,,,,,,
19,Collinsia sparsiflora,,5,0.1,,0.2,
19,Cuscuta californica,,3,0.1,,,
19,Dichelostemma capitatum,0.1,0.3,0.1,0.1,,
19,Elymus elymoides,,,,,0.5,
19,Epilobium brachycarpum,,,,,,
19,Eriogonum nudum,,,,,3,
19,Eriogonum vimineum,,0.2,0.8,1.6,0.3,
19,Erodium cicutarium,,,,,,
19,Euphorbia crenulata,0.1,0.4,0.2,0.2,,
19,Hemizonia congesta,2,10,3,,1,
19,Hordeum brachyantherum,,,,,,
19,Hordeum marinum,,,,,,
19,Lactuca serriola,,,,,,
19,Lasthenia californica,,0.5,0.1,1,12,
19,Linanthus bicolor,,,0.1,,,
19,Lolium multiflorum,24,3,1,,,
19,Lotus humistratus,,,,,,
19,Lotus wrangelianus,0.9,4,40,30,0.4,
19,Lupinus bicolor,0.1,,,,,
19,Lupinus microcarpus,,,,,,
19,Melica californica,,,18,10,0.2,
19,Micropus californicus,,0.3,,,0.6,
19,Microseris douglasii,,,,,,
19,Nassella pulchra,,,,,,
19,Plantago erecta,,,,,1.3,
19,Poa secunda,,0.8,,,,
19,Rigiopappus leptocladus,,,,,0.1,
19,Sagina apetala,,,,,,
19,Sidalcea diploscypha,,,,0.5,,
19,Stellaria nitens,,,,,,
19,Taeniatherum caput-medusae,,,,,,
19,Trifolium albopurpureum,,,,,,
19,Trifolium bifidum,0.1,0.2,0.2,,,
19,Trifolium fucatum,,,,,,
19,Trifolium gracilentum,,3,1,0.6,0.1,
19,Trifolium hirtum,0.1,0.1,,,,
19,Trifolium microcephalum,,,,,,
19,Triteleia laxa,,,,,,
19,Vicia villosa,11,1,,,,
19,Vulpia microstachys,,1,0.4,12,0.2,
19,Vulpia myuros,,,,,,
19,Zigadenus fremontii,,,,,,
20,Agoseris heterophylla,,,,,,
20,Amsinckia menziesii,,,,,,
20,Anagallis arvensis,,,,,,
20,Athysanus pusillus,,,,,,
20,Avena fatua,,,,0.6,,
20,Brodiaea elegans,,,,,,
20,Bromus hordeaceus,0.9,0.3,0.9,0.2,10,
20,Calandrinia ciliata,,,,,,
20,Calochortus superbus,,,,,,
20,Cardamine oligosperma,,,,,,
20,Centaurea solstitialis,,,,,,
20,Cerastium glomeratum,,,,,,
20,Chlorogalum pomeridianum,16,22,9,,,
20,Collinsia sparsiflora,,,,,,
20,Cuscuta californica,,,,,,
20,Delphinium hesperium,,,,,,
20,Delphinium variegatum,,,,2,,
20,Dichelostemma capitatum,0.1,0.2,,0.2,0.1,
20,Epilobium brachycarpum,,,,,,
20,Eremocarpus setigerus,3,2,20,2,,
20,Euphorbia crenulata,,,,,,
20,Hemizonia congesta,0.7,0.3,0.6,14,9,
20,Hordeum marinum,,,,,,
20,Lactuca serriola,,,,,1.1,
20,Lasthenia californica,,,,,,
20,Lepidium nitidum,,,,,,
20,Lolium multiflorum,3,10,9,10,33,
20,Medicago polymorpha,,,,,,
20,Microseris douglasii,,,,,,
20,Perideridia kelloggii,,,,,,
20,Phlox gracilis,,,,,,
20,Poa secunda,,,,,,
20,Sagina apetala,,,,,,
20,Sidalcea diploscypha,,,,0.2,0.8,
20,Sisyrinchium bellum,,,,,,
20,Stellaria nitens,,,,,,
20,Taeniatherum caput-medusae,,,,,,
20,Trifolium albopurpureum,,,,,,
20,Trifolium bifidum,,,,,,
20,Trifolium fucatum,,,,,,
20,Trifolium gracilentum,,,,,,
20,Trifolium hirtum,,,,,,
20,Vicia villosa,,,,,,
20,Vulpia microstachys,,,,,,
20,Vulpia myuros,,,,,,
20,Zigadenus fremontii,,,0.6,0.6,,
21,Achyrachaena mollis,,0.1,,,,
21,Agoseris heterophylla,0.2,0.1,0.2,0.1,,
21,Amsinckia menziesii,,,,,,
21,Ancistrocarphus filagineus,,,,,,
21,Astragalus gambelianus,,,,,,
21,Athysanus pusillus,,,0.1,,,
21,Avena fatua,0.3,3,,,1,
21,Brodiaea elegans,,,,,,
21,Bromus hordeaceus,0.1,,,0.1,0.1,
21,Bromus madritensis,,,0.1,,,
21,Calandrinia ciliata,,0.1,0.3,,,
21,Castilleja attenuata,,,,,,
21,Clarkia purpurea,,,,,,
21,Dichelostemma capitatum,0.1,1,1,0.4,0.8,
21,Epilobium brachycarpum,0.3,0.2,,,,
21,Eremocarpus setigerus,0.2,0.1,,,,
21,Eriodictyon californicum,,,,,,
21,Filago californica,,,,,,
21,Hemizonia congesta,9,1,,5,1,
21,Holocarpha virgata,1,21,19,1,,
21,Hordeum depressum,,,,,,
21,Hordeum marinum,,,,,,
21,Hypochaeris glabra,,,,,,
21,Hypochaeris radicata,,,,,,
21,Lactuca serriola,0.1,,,0.2,,
21,Lasthenia californica,,0.1,,,,
21,Linanthus bicolor,,,,,,
21,Lolium multiflorum,1,3,0.8,10,4,
21,Lotus wrangelianus,,0.3,20,0.1,,
21,Medicago polymorpha,,,,,,
21,Micropus californicus,,,,,,
21,Microseris douglasii,29,3,1.5,,2,
21,Nassella pulchra,,,,8,45,
21,Plantago erecta,0.3,0.1,,0.1,,
21,Poa secunda,,,,,,
21,Ranunculus occidentalis,,,,,,
21,Senecio vulgaris,,,,,,
21,Sidalcea diploscypha,,0.6,,,0.3,
21,Taeniatherum caput-medusae,,,,,,
21,Trifolium albopurpureum,,,,,,
21,Trifolium bifidum,0.1,,,,,
21,Trifolium fucatum,,,,,,
21,Trifolium gracilentum,0.2,0.1,,0.1,,
21,Triphysaria versicolor,,,,,,
21,Vulpia microstachys,2,,3,,,
21,Astragalus sp.,0.1,,,,,"unknown - no flowers, large leaves"
22,Achyrachaena mollis,,,,,,
22,Agoseris grandiflora,,,,,,
22,Agoseris heterophylla,,,,,,
22,Amsinckia menziesii,,,,,,
22,Athysanus pusillus,0.1,0.1,,,,
22,Avena fatua,7,0.5,0.1,0.1,12,
22,Brodiaea elegans,,,,,,
22,Bromus diandrus,,0.1,,,,
22,Bromus hordeaceus,18,3,0.1,3,0.5,
22,Bromus madritensis,,,,,,
22,Calochortus superbus,,,,,,
22,Carduus pycnocephalus,,,,,,
22,Cerastium glomeratum,,,,,,
22,Cercocarpus betuloides,,,,,10,
22,Clarkia purpurea,,,,,,
22,Collinsia sparsiflora,0.3,,0.1,0.1,,
22,Delphinium hesperium,,,,,,
22,Dichelostemma capitatum,0.1,0.1,0.1,,0.1,
22,Dodecatheon hendersonii,,,,,,
22,Elymus elymoides,,,0.2,,,
22,Epilobium brachycarpum,0.3,,,0.1,,
22,Eremocarpus setigerus,2,0.3,,,,
22,Euphorbia crenulata,0.5,5,,,,
22,Gastridium ventricosum,,,,,,
22,Grindelia camporum,,,0.8,,,
22,Hemizonia congesta,6,11,,0.5,0.1,
22,Holocarpha virgata,,,,,,
22,Hordeum brachyantherum,,,,9,,
22,Hypochaeris glabra,0.2,,,,,
22,Lactuca serriola,0.1,,,0.3,,
22,Lasthenia californica,,,,,,
22,Lepidium nitidum,,,,,,
22,Lolium multiflorum,17,25,0.1,11,0.6,
22,Lomatium marginatum,,,,,0.7,
22,Lomatium utriculatum,,,0.3,,,
22,Lotus wrangelianus,,,0.3,0.4,1.3,
22,Lupinus bicolor,,,,,,
22,Medicago polymorpha,,,,,,
22,Melilotus indica,,,,,,
22,Micropus californicus,,1.3,0.1,,,
22,Nassella pulchra,,,3,,,
22,Navarretia pubescens,,,,,,
22,Nemophila heterophylla,0.2,,,,,
22,Perideridia kelloggii,,,0.3,3,,
22,Phlox gracilis,,,,,,
22,Plantago erecta,,,0.2,,0.6,
22,Poa secunda,,,,,,
22,Quercus durata,,,,,,
22,Ranunculus californicus,,,,,,
22,Ranunculus occidentalis,,,2,,5,
22,Sagina apetala,,,,,,
22,Sanicula crassicaulis,,,,,,
22,Senecio vulgaris,,,,,,
22,Sidalcea diploscypha,,,,,,
22,Sisyrinchium bellum,,,1.5,,,
