site,Spp,1,2,3,4,5,Notes
11,Ranunculus occidentalis,,,,,,
11,Rigiopappus leptocladus,,,,,,
11,Sanicula bipinnata,1.2,8,,,,
11,Sanicula bipinnatifida,,,,,,
11,Sidalcea diploscypha,,,0.1,0.7,,
11,Stellaria media,,,,,,
11,Stellaria nitens,,,,,,
11,Taeniatherum caput-medusae,39,24,14,,13,
11,Trifolium albopurpureum,3,0.2,4,,0.3,
11,Trifolium bifidum,,,,,,
11,Trifolium gracilentum,,,,,,
11,Trifolium hirtum,,,,,1.4,
11,Triphysaria eriantha,,0.6,,,,
11,Vicia villosa,,,,,0.8,
11,Vulpia microstachys,,,3,0.8,0.1,
11,Wyethia glabra,,,,,,
NOTES:,"Needs 1 rebar, quad 3. ",,,,,,
12,Achyrachaena mollis,,,,,,
12,Aegilops triuncialis,,,0.1,,,pulled
12,Agoseris heterophylla,,0.2,0.1,0.1,,
12,Allium sp.,,,,,,
12,Ancistrocarphus filagineus,,,,,0.5,
12,Astragalus breweri,2,0.2,,,,
12,Astragalus gambelianus,0.2,,,,,
12,Athysanus pusillus,,,,,,
12,Avena fatua,,,,6,,
12,Bromus hordeaceus,4,0.2,0.1,16,0.2,
12,Bromus madritensis,,,,,,
12,Calochortus luteus,,0.1,0.1,,,
12,Calycadenia pauciflora,,28,,,15,
12,Camissonia graciliflora,,,,,,
12,Castilleja attenuata,,0.2,0.1,0.1,0.1,
12,Chlorogalum pomeridianum,0.1,0.8,,0.5,4,
12,Clarkia purpurea,0.2,,,,0.1,wide leaves
12,Cuscuta californica,,,,,,
12,Delphinium variegatum,0.4,,,1,,
12,Dichelostemma capitatum,0.8,0.5,0.8,0.1,0.2,
12,Eremocarpus setigerus,,,,0.1,,
12,Erodium cicutarium,,,,,,
12,Filago californica,,,,,,
12,Filago gallica,,,,,,
12,Gastridium ventricosum,,,,,,
12,Githopsis specularioides,,,,,,
12,Hesperolinon micranthum,0.2,0.1,0.1,0.1,0.1,no flowers
12,Holocarpha virgata,16,6,18,26,16,
12,Hypochaeris glabra,,,,0.2,,
12,Lactuca serriola,,,,,,
12,Lasthenia californica,12,18,5,35,5,
12,Linanthus bicolor,,,,,,
12,Lomatium marginatum,,1,,,,
12,Lotus humistratus,,,,,,
12,Lotus wrangelianus,,,,0.6,,
12,Micropus californicus,30,26,14,11,10,
12,Microseris douglasii,,3,2,,0.3,
12,Mimulus douglasii,,,,,,
12,Minuartia californica,,,1.5,,0.2,
12,Navarretia pubescens,,,,11,,
12,Navarretia jepsonii,11,12,12,,,
12,Pectocarya pusilla,,,,,,
12,Phlox gracilis,1.3,,20,3,2,
12,Plantago erecta,43,23,40,17,23,
12,Plectritis ciliosa,,,,,,
12,Poa secunda,,,,,,
12,Ranunculus occidentalis,,,,,,
12,Rigiopappus leptocladus,,,,,,
12,Sidalcea diploscypha,,,,,,
12,Stellaria nitens,,,,,,
12,Taeniatherum caput-medusae,,,,8,,
12,Trifolium gracilentum,,,,,,
12,Triphysaria eriantha,,,10,1.4,,
12,Vulpia microstachys,45,24,30,44,1,
12,Vulpia myuros,,,,,,
NOTES:,Need rebar quad 3. ,,,,,,
13,Agoseris heterophylla,,0.1,0.3,,,
13,Ancistrocarphus filagineus,3,2.5,1.2,,8,
13,Athysanus pusillus,,0.2,0.1,0.3,0.3,
13,Bromus hordeaceus,,,,,,
13,Bromus madritensis,,,,,,
13,Calycadenia pauciflora,1.4,,,,0.1,
13,Camissonia graciliflora,,,,,0.9,
13,Chorizanthe polygonoides,,0.1,,,0.3,
13,Clarkia gracilis,,0.2,8,2.5,1.8,curved buds
13,Clarkia purpurea,,,,,,
13,Collinsia sparsiflora,,,0.8,1.3,0.8,
13,Cuscuta californica,,,,,,
13,Dichelostemma capitatum,0.1,1.4,0.4,,,
13,Epilobium brachycarpum,,,,,,"not observed, confused with Clarkia in spring sampling"
13,Eremocarpus setigerus,,,,,,
13,Filago californica,,,,,,
13,Hemizonia congesta,6,11,28,11,3,
13,Hesperolinen disjunctum,,5,0.1,,,in flower
13,Hordeum brachyantherum,,,,0.2,6,
13,Lagophylla minor,15,0.2,,,0.1,
13,Lasthenia californica,0.3,1.4,,0.3,2.1,
13,Lessingia ramulosa,0.3,6,0.3,,,
13,Linanthus bicolor,,0.1,0.3,0.2,0.1,
13,Linanthus latisectus,,,,,,
13,Lolium multiflorum,,,,,,
13,Lotus humistratus,1.7,1.9,6,,2.5,
13,Lotus wrangelianus,,,,,,
13,Melica imperfecta,,,,,,
13,Microseris douglasii,0.1,0.5,,,0.9,
13,Minuartia californica,,1,,1.5,0.4,
13,Plantago erecta,0.2,0.5,,0.6,4,
13,Poa secunda,,0.2,,0.3,0.4,
13,Quercus durata,,,,,,
13,Rigiopappus leptocladus,,,,,,
13,Sidalcea diploscypha,0.1,,0.8,,0.6,
13,Stellaria nitens,,,,,,
13,Trifolium albopurpureum,1,,0.2,0.8,0.2,
13,Viola douglasii,,3.5,3,16,4,
13,Vulpia microstachys,,,,,,
NOTES:,,,,,,,
14,Achyrachaena mollis,1.8,1.4,0.6,,,
14,Agoseris heterophylla,,,0.2,,,
14,Allium fimbriatum,,,,,,
14,Ancistrocarphus filagineus,,5,,2,0.1,
14,Athysanus pusillus,0.1,0.3,,,,
14,Avena fatua,,,,,,
14,Brodiaea elegans,,,,,,
14,Bromus hordeaceus,27,,,,,
14,Bromus madritensis,,,,,,
14,Calochortus superbus,,,,,,
14,Calycadenia pauciflora,,,,,,
14,Camissonia graciliflora,,,,,,
14,Castilleja rubicundula,,,,,0.1,
14,Centaurium trichanthum,,,,,,
14,Chlorogalum pomeridianum,,,,,,
14,Clarkia gracilis,,0.1,1,1,2.4,nodding bud
14,Clarkia purpurea,,,,,,
14,Claytonia exigua,,,,,,
14,Collinsia sparsiflora,0.4,14,40,,,
14,Cuscuta californica,,,,,,
14,Dichelostemma capitatum,0.8,0.1,0.5,1,2.7,
14,Elymus elymoides,,4,0.5,3.5,2,
14,Epilobium brachycarpum,1.5,0.1,,0.1,0.1,
14,Eremocarpus setigerus,,,,,,
14,Eriogonum vimineum,,,,0.1,,
14,Filago californica,,,,,,
14,Grindelia camporum,,,,,,
14,Helianthella californica,,,,,,
14,Hemizonia congesta,9,9,17,7,1.4,
14,Hesperolinon disjunctum,,,,,0.4,
14,Hordeum brachyantherum,,,,,,
14,Lactuca serriola,0.1,,,0.1,,
14,Lagophylla minor,,,0.2,0.5,0.6,
14,Lasthenia californica,6,16,,,,
14,Lepidium nitidum,,,,,,
14,Lessingia ramulosa,,,,,0.4,
14,Linanthus bicolor,0.1,,,,,
14,Lolium multiflorum,16,,,,,
14,Lomatium marginatum,,,,0.2,0.1,
14,Lotus humistratus,,,,,,
14,Lotus wrangelianus,,,,,3,no flowers
14,Lupinus bicolor,1.1,0.1,,,,
14,Micropus californicus,,,,,,
14,Microseris douglasii,,15,,,,
14,Mimulus guttatus,,,,,,
14,Minuartia californica,0.1,0.2,0.1,0.2,,
14,Navarretia jepsonii,,,,0.7,,
14,Phlox gracilis,,,0.2,,,
14,Plantago erecta,,2.5,,,,
14,Poa secunda,2,,3,,0.2,
14,Ranunculus occidentalis,,,,0.6,,
14,Rigiopappus leptocladus,,,,,,
14,Scutellaria siphoncampyloides,,,,,,
14,Sidalcea diploscypha,,,,,,
14,Sisyrinchium bellum,1.8,,,,,
14,Stellaria nitens,,,,,,
14,Taeniatherum caput-medusae,0.5,,,,,
14,Trichostema laxum,,,,,,
14,Trifolium fucatum,,20,0.2,40,,
14,Trifolium gracilentum,9,0.3,,,,
14,Triteleia laxa,,,,,,
14,Vulpia microstachys,,,,0.8,3,
14,Zigadenus fremontii,0.8,,,,,
NOTES:,,,,,,,
15,Achyrachaena mollis,,0.2,0.3,,,
15,Agoseris heterophylla,,,,,,
15,Aira caryophyllea,,,,,,
15,Anagallis arvensis,,,,,,
15,Ancistrocarphus filagineus,,,,,,
15,Athysanus pusillus,,,,,,
15,Avena fatua,0.1,65,14,8,7,
15,Brodiaea elegans,,,,,,
15,Bromus diandrus,,,,,,
15,Bromus hordeaceus,3,0.1,,,,
15,Calochortus superbus,,,,,,
15,Camissonia graciliflora,,,,,,
15,Castilleja attenuata,,,,,,
15,Centaurea solstitialis,,0.1,,,,
15,Chlorogalum pomeridianum,0.4,,2.5,2,,
15,Clarkia purpurea,,,,,,
15,Collinsia sparsiflora,,,,,,
15,Cynosurus echinatus,,,,,,
15,Dichelostemma capitatum,0.2,0.2,0.3,0.3,0.4,
15,Dodecatheon hendersonii,,,,,,
15,Epilobium brachycarpum,,,,,,
15,Eremocarpus setigerus,,,,,,
15,Erodium brachycarpum,0.1,,,,,
15,Erodium cicutarium,,1,,,,
15,Eschscholzia californica,,,,,,
15,Euphorbia crenulata,,,,,,
15,Filago gallica,,0.1,0.3,0.1,0.2,
15,Galium murale,,,,,,
15,Grindelia camporum,,,,,,
15,Hemizonia congesta,0.1,0.2,5,0.8,0.1,
15,Hypochaeris glabra,5,7,,,,
15,Lactuca serriola,,0.2,0.1,0.2,4,
15,Lasthenia californica,0.1,,,,,
15,Lessingia ramulosa,0.1,,,,,
15,Linanthus bicolor,,,,,,
15,Lolium multiflorum,,,17,16,1,
15,Lotus micranthus,,,,,,
15,Lotus micranthus,,,,,,
15,Lotus wrangelianus,,0.1,,,,
15,Lupinus bicolor,,,0.2,,,
15,Medicago polymorpha,,,,0.2,,
15,Melilotus indica,,,,,,
15,Micropus californicus,11,0.1,,,,
15,Microseris douglasii,3,,,,,
15,Nassella pulchra,,,,,,
15,Plantago erecta,0.1,,,,,
15,Poa secunda,,,,,,
15,Polypogon monspeliensis,,,,,,
15,Rigiopappus leptocladus,,,,,,
15,Sanicula bipinnatifida,0.9,,,,,
15,Sidalcea diploscypha,,,0.2,,,
15,Silene gallica,,,,,,
15,Sisyrinchium bellum,,,0.3,,17,
15,Lactuca serriola,,,,,,
15,Stellaria nitens,,,,,,
15,Taeniatherum caput-medusae,1.9,,7,5,24,
15,Trifolium depauperatum,0.9,,,,,in flower
15,Trifolium dubium,,,,,,
15,Trifolium fucatum,,,,36,10,
15,Trifolium gracilentum,,0.6,13,0.1,3.3,
15,Trifolium hirtum,,0.9,,,,
15,Trifolium microcephalum,,,,,,
15,Trifolium willdenovii,,,,,,
15,Triphysaria eriantha,,,,,,
15,Triteleia laxa,,,,,,
15,Vulpia microstachys,0.2,,,,,
15,Vulpia myuros,,,,,,
15,Zigadenus fremontii,,,,,,
NOTES:,Read backwards from non-tag end as usual. ,,,,,,
16,Achyrachaena mollis,,,,,,
16,Agoseris heterophylla,,0.1,0.1,,,
16,Ancistrocarphus filagineus,,,,,,
16,Astragalus gambelianus,,,,,,
16,Athysanus pusillus,,,,,,
16,Avena fatua,33,0.7,,,,Seems like some/all could be barbata
16,Brodiaea elegans,,,,,,
16,Bromus hordeaceus,5,10,0.1,0.1,4.5,
16,Bromus madritensis,,,,,0.1,
16,Calycadenia pauciflora,,,,4,,
16,Camissonia graciliflora,,,,,,
16,Castilleja attenuata,,,,,,
16,Castilleja rubicundula,,,,,,
16,Clarkia gracilis,,0.1,,0.1,,
16,Collinsia sparsiflora,,,,,,
16,Dichelostemma capitatum,,,1.4,0.2,2.3,
16,Elymus elymoides,,0.4,,,,
16,Epilobium brachycarpum,,,,,,
16,Eremocarpus setigerus,,,,,,
16,Eriogonum nudum,,,,,2,
16,Eriogonum vimineum,,0.2,0.1,0.2,0.1,
16,Eriophyllum lanatum,,,,,1.5,
16,Gastridium ventricosum,,,,,,
16,Gilia tricolor,,0.1,,,,
16,Hemizonia congesta,,0.2,3.5,,,
16,Hesperolinon micranthum,,,,,,
16,Hordeum brachyantherum,,,,,,
16,Hordeum marinum,,,,,,
16,Lactuca serriola,0.2,,0.2,,0.1,"Quad 3, 0.1 is L. saligna"
16,Lasthenia californica,,,,,0.3,
16,Lepidium nitidum,,,,,,
16,Lessingia ramulosa,,,,0.1,1.3,
16,Linanthus bicolor,,,,,,
16,Linanthus ciliatus,,,,,,
16,Linanthus dichotomus,,,,,,
16,Lolium multiflorum,0.1,,11,,,
16,Lotus humistratus,,,,4.5,5.5,
16,Lotus micranthus,,,,,,
16,Lotus wrangelianus,13,35,0.1,,,
16,Micropus californicus,,,,,,
16,Microseris douglasii,,,,,0.4,
16,Nassella pulchra,,11,21,6,7,
16,Navarretia jepsonii,,,0.1,,0.1,
16,Plantago erecta,0.2,19,0.8,33,24,
16,Poa secunda,,,,,,
16,Rigiopappus leptocladus,,,,,0.1,
16,Senecio eurycephalus,,,,,,
16,Sidalcea diploscypha,,,0.4,0.1,,
16,Stellaria nitens,,,,,,
16,Taeniatherum caput-medusae,0.9,0.1,,,,
16,Trifolium albopurpureum,,5,,,,
16,Trifolium fucatum,,0.3,,,,
16,Trifolium gracilentum,1.5,,,,,
16,Vulpia microstachys,0.1,0.7,,2,0.1,
16,Zigadenus fremontii,,,,,,
NOTES:,Needs taller rebar at quad 4. ,,,,,,
17,Agoseris heterophylla,,,,,,
17,Aira caryophyllea,,,,,,
17,Anagallis arvensis,,,,,,
17,Astragalus gambelianus,,0.1,,,,
17,Athysanus pusillus,,,,,,
17,Avena fatua,0.7,15,0.1,0.6,1.8,
17,Bromus hordeaceus,65,33,33,0.6,9,
17,Bromus madritensis,0.2,1,0.2,10,0.3,
17,Castilleja densiflora,4,,4.5,,0.3,
17,Centaurea melitensis,0.7,1.7,7,,,
17,Centaurea solstitialis,,,0.3,,,"ID uncertain, no flowers"
17,Centaurium trichanthum,,,,,,
17,Crassula connata,,,,,,
17,Dichelostemma capitatum,,0.3,,,,
17,Eremocarpus setigerus,,,,,,
17,Erodium brachycarpum,0.5,,,,,
17,Erodium cicutarium,3,0.2,2.5,12,19,
17,Gilia tricolor,0.3,,,0.2,0.2,
17,Holocarpha virgata,,,,,,
17,Hypochaeris glabra,,,,,,
17,Lepidium nitidum,,,,,,
17,Lolium multiflorum,,,,,,
17,Medicago polymorpha,0.3,4,0.3,,,
17,Nassella pulchra,,,1,,,
17,Navarretia pubescens,,,0.3,,,
17,Pedicularis densiflora,,,,,,
17,Petrorhagia prolifera,,,,,,
17,Plantago erecta,,,4,,,
17,Senecio vulgaris,,,,,,
17,Taeniatherum caput-medusae,,33,6,,,
17,Trifolium albopurpureum,,,2.4,,,
17,Triphysaria eriantha,,,,,,
17,Velezia rigida,6,,0.6,3,9,
17,Vulpia myuros,0.1,,,11,,
17,Trifolium gracilentum,,,,,,
NOTES:,All rebarred.,,,,,,
18,Achyrachaena mollis,,,,,,
18,Agoseris heterophylla,,,,,,
18,Ancistrocarphus filagineus,,,,0.1,,
18,Athysanus pusillus,,,,,,
18,Astragalus gambelianus,,,,,,
18,Avena fatua,50,15,2.8,60,14,
18,Bromus hordeaceus,12,4,,0.1,,
18,Bromus madritensis,,0.1,,,0.2,
18,Calycadenia pauciflora,,0.8,14,1.4,7,
18,Chaenactis glabriuscula,,,,,0.1,
18,Chorizanthe polygonoides,,,,,0.3,
18,Cuscuta californica,,,,,,
18,Dichelostemma capitatum,0.2,0.1,,,,
18,Epilobium brachycarpum,0.1,,,,,
18,Eremocarpus setigerus,,,,,,
18,Eschscholzia californica,,,,,0.2,
18,Filago californica,,,,,,
18,Gilia capitata,,,,,,
18,Gilia tricolor,,,,,0.7,
18,Holocarpha virgata,0.2,,,0.1,,
18,Lactuca serriola,0.2,,,,,
18,Layia septentrionalis  ,,0.1,0.1,0.1,,
18,Lepidium nitidum,,,0.2,,,
18,Lotus humistratus,,,5.3,10,14,
18,Lotus wrangelianus,0.5,0.6,,,,
18,Micropus californicus,,,,,,
18,Microseris douglasii,,,1,,,
18,Nassella pulchra,,,,,1,
18,Navarretia jepsonii,,,,,,
18,Plantago erecta,,0.6,0.5,0.1,,
18,Rigiopappus leptocladus,,,0.1,,,
18,Sidalcea diploscypha,,,,,,
18,Thysanocarpus curvipes,,,,,1.1,
18,Trifolium albopurpureum,,0.3,,,,
18,Uropappus lindleyi,,,,,,
18,Vulpia microstachys,,0.1,10,5,1.2,
NOTES:,"Added rebar in quad 2, big burrow in middle of quad 1 = 15% cover. ",,,,,,
19,Achyrachaena mollis,,,,,,
19,Agoseris heterophylla,,,,0.3,,
19,Anagallis arvensis,,,,,,
19,Athysanus pusillus,,,,2.5,,
19,Avena fatua,,,,,,
19,Brodiaea elegans,,,,0.1,,
19,Bromus carinatus,,,,,,
19,Bromus diandrus,,,,3,0.8,None observed quad 4 in return visit
19,Bromus hordeaceus,22,9,4,0.3,0.7,
19,Calandrinia ciliata,,,,0.2,,
19,Calochortus luteus,,,,,,
19,Calycadenia pauciflora,,,,,1.6,
19,Cardamine oligosperma,,,,,,
19,Castilleja attenuata,,,,,,
19,Chlorogalum pomeridianum,3,,0.2,,,
19,Collinsia sparsiflora,,2.5,,,0.4,
19,Cuscuta californica,,,,,,
19,Dichelostemma capitatum,,0.1,0.4,,,
19,Elymus elymoides,,,,,,
19,Epilobium brachycarpum,,,,,,
19,Eriogonum nudum,,,,,,
19,Eriogonum vimineum,,,0.4,0.4,3.2,
19,Erodium cicutarium,,,,1,,
19,Euphorbia crenulata,0.1,0.2,0.2,0.3,,
19,Hemizonia congesta,24,16,16,30,1.2,
19,Hordeum brachyantherum,,,,,,
19,Lactuca serriola,,,,,,
19,Lasthenia californica,0.1,5,3.5,2.7,24,
19,Lessingia ramulosa,,,,,,
19,Linanthus bicolor,,,,,,
19,Lolium multiflorum,79,2,,,,
19,Lotus wrangelianus,15,1.2,23,23,0.3,
19,Lupinus bicolor,0.6,1,0.6,,,
19,Melica californica,,,10,4,,
19,Micropus californicus,,,,,0.5,
19,Microseris douglasii,,,,,,
19,Nassella pulchra,,,3,1,,
19,Plantago erecta,,,,,0.3,
19,Poa secunda,,0.2,0.2,,,
19,Rigiopappus leptocladus,,,,,,
19,Sidalcea diploscypha,,,,1.8,,
19,Stellaria nitens,,,,,,
19,Taeniatherum caput-medusae,,,,,,
19,Trifolium albopurpureum,,,,,,
19,Trifolium bifidum,1.4,5,6,1,,
19,Trifolium fucatum,0.9,,,,,
19,Trifolium gracilentum,,33,2.5,2.4,13,
19,Trifolium hirtum,,,,,,
19,Trifolium microcephalum,,,,,,
19,Triteleia laxa,,,,,,
19,Vicia villosa,1.3,0.6,,,,
19,Vulpia microstachys,0.1,6,14,14,1.4,
19,Zigadenus fremontii,,,,,,
NOTES:,All rebarred.,,,,,,
20,Agoseris heterophylla,,,,,,
20,Anagallis arvensis,,,,,,
20,Athysanus pusillus,,,,,,
20,Avena fatua,,,,0.3,,
20,Brodiaea elegans,,,,0.1,,
20,Bromus hordeaceus,4,15,25,6,14,
20,Calandrinia ciliata,,,,,,
20,Cardamine oligosperma,,,,,,
20,Centaurea solstitialis,,,,,,
20,Chlorogalum pomeridianum,14,17,6,,,
20,Collinsia sparsiflora,,,,0.1,0.3,
20,Cuscuta californica,,,,,,
20,Delphinium hesperium,,,,,,
20,Delphinium variegatum,,,,2,,
20,Dichelostemma capitatum,0.1,0.3,,,0.1,
20,Epilobium brachycarpum,,,,,,
20,Eremocarpus setigerus,,,,,,
20,Euphorbia crenulata,,,,0.2,,
20,Hemizonia congesta,71,56,52,30,14,
20,Hordeum marinum,,,,,,
20,Lactuca serriola,,0.1,,0.4,4,
20,Lolium multiflorum,40,37,45,36,28,
20,Medicago polymorpha,,,,,,
20,Microseris douglasii,,,,,,
20,Perideridia kelloggii,,,,,,
20,Phlox gracilis,,,,0.1,0.2,
20,Poa secunda,,,,,,
20,Sidalcea diploscypha,,,,0.3,0.5,
20,Stellaria nitens,,,,0.1,,
20,Taeniatherum caput-medusae,,,,,,
20,Trifolium albopurpureum,,,,,,
20,Trifolium fucatum,9,13,6.5,1.8,2,
20,Trifolium gracilentum,,,,0.4,36,
20,Trifolium hirtum,,,,,,
20,Vicia villosa,,,,,,
20,Vulpia myuros,,,,,,
20,Zigadenus fremontii,,0.8,0.9,1,,
NOTES:,All rebarred.,,,,,,
21,Achyrachaena mollis,,,,,,
21,Agoseris heterophylla,,,,0.1,,
21,Amsinckia menziesii,,,,,,
21,Ancistrocarphus filagineus,,,,,,
21,Astragalus gambelianus,,,,,,
21,Athysanus pusillus,0.1,,,,,
21,Avena fatua,,1.9,,,,
21,Brodiaea elegans,,,,,,
21,Bromus hordeaceus,1,8.5,10,14,0.7,
21,Bromus madritensis,,,,0.1,,
21,Calandrinia ciliata,,,,,,
21,Castilleja attenuata,,,,,,
21,Clarkia purpurea,,,,,,
21,Dichelostemma capitatum,,0.2,0.2,0.5,0.1,
21,Epilobium brachycarpum,1.1,,,,,
21,Eremocarpus setigerus,,,,,,
21,Eriodictyon californicum,,,,,,
21,Filago californica,,,,,,
21,Hemizonia congesta,4,0.3,,0.8,2.5,
21,Holocarpha virgata,9,20,16,0.9,,
21,Hordeum depressum,,,,,,
21,Hypochaeris radicata,,,,,,
21,Lactuca serriola,0.1,,,0.9,0.2,
21,Lasthenia californica,,0.3,,0.1,,
21,Linanthus bicolor,,,,,,
21,Lolium multiflorum,9,8,0.2,65,14,
21,Lotus wrangelianus,1,0.3,71,0.7,,
21,Medicago polymorpha,0.1,,,,,
21,Micropus californicus,,,,,,
21,Microseris douglasii,2.5,0.4,0.1,0.1,,
21,Nassella pulchra,,,,5,55,
21,Plantago erecta,0.1,,,,,
21,Poa secunda,0.1,,,,,
21,Ranunculus occidentalis,,,,,,
21,Senecio vulgaris,,,,,,
21,Sidalcea diploscypha,,,,,0.2,
21,Lactuca serriola,,,,,,
21,Taeniatherum caput-medusae,,,,,,
21,Trifolium albopurpureum,,,,,,
21,Trifolium bifidum,0.3,,,,,
21,Trifolium fucatum,,,,,,
21,Trifolium gracilentum,3,1.1,0.9,1.3,,
21,Vulpia microstachys,6,,20,,,
NOTES:,All rebarred.,,,,,,
22,Achyrachaena mollis,,,,,,
22,Agoseris grandiflora,,,,,,
22,Amsinckia menziesii,,,,,,
22,Athysanus pusillus,,,,,,
22,Avena fatua,1.7,0.9,,0.3,26,
22,Bromus diandrus,,6,,,,
22,Brodiaea elegans,,,,,,
22,Bromus hordeaceus,65,8,,2.1,6,
22,Bromus madritensis,,,,,,
22,Carduus pycnocephalus,,,,,,
22,Cerastium glomeratum,,,,,,
22,Cercocarpus betuloides,,,,,10,
22,Clarkia purpurea,,,,,,
22,Collinsia sparsiflora,0.5,0.2,,0.3,0.1,
22,Delphinium hesperium,,,,,,
22,Dichelostemma capitatum,0.1,0.2,0.2,0.2,0.1,
22,Dodecatheon hendersonii,,,,,,
22,Elymus elymoides,,,,,,
22,Epilobium brachycarpum,0.3,0.3,,,,
22,Eremocarpus setigerus,,,,,,
22,Euphorbia crenulata,0.2,1.5,,,,
22,Gastridium ventricosum,,,,,,
22,Grindelia camporum,,,0.7,,0.4,
22,Hemizonia congesta,5,3,,42,0.2,
22,Hordeum brachyantherum,,,,3,,
22,Hypochaeris glabra,3,,,,,
22,Lactuca serriola,,,,0.1,,
22,Lasthenia californica,,0.1,,0.3,,
22,Lepidium nitidum,,,,,,
22,Lolium multiflorum,12,52,,10,2,
22,Lomatium marginatum,,,,,0.6,
22,Lomatium utriculatum,,,0.4,,,
22,Lotus wrangelianus,,,,0.8,5,
22,Lupinus bicolor,,,1,2,0.2,
22,Melilotus indica,,,,,,
22,Micropus californicus,,0.5,0.3,,,
22,Nassella pulchra,,,2,,,
22,Navarretia pubescens,,,,,,
22,Nemophila heterophylla,,,,,,
22,Perideridia kelloggii,,,,2,,
22,Phlox gracilis,,,,,,
22,Plantago erecta,,,0.2,,0.2,
22,Poa secunda,,,,,,
22,Quercus durata,,,,,,
22,Ranunculus occidentalis,,,0.4,,3,
22,Sanicula crassicaulis,,,,,,
22,Senecio vulgaris,,,,,,
22,Sidalcea diploscypha,,,,,,
22,Sisyrinchium bellum,,,,,,
22,Stellaria nitens,,,,,,
22,Taeniatherum caput-medusae,1.7,1.9,0.6,,,
22,Torilis arvensis,,,,,,
22,Trifolium albopurpureum,,,,,,
22,Trifolium bifidum,1,,0.5,23,0.6,
22,Trifolium fucatum,,2,,18,,
22,Trifolium gracilentum,18,12,0.5,,,
22,Trifolium hirtum,,,,,,
22,Triteleia laxa,,,,,,
22,Vulpia microstachys,0.1,0.1,0.3,0.1,1,
22,Vulpia myuros,,,,,,
22,Vulpia octoflora,,,,,,
22,Wyethia glabra,,,76,3,,
22,Zigadenus fremontii,,,,,0.3,
NOTES:,Needs 3 rebar.,,,,,,
23,Achyrachaena mollis,,,,,,
23,Agoseris heterophylla,,,,,,
23,Amsinckia menziesii,0.1,,0.2,,,
23,Athysanus pusillus,,,0.1,,,
23,Avena fatua,30,1.7,,21,12,
23,Brodiaea elegans,,,,0.1,0.1,
23,Bromus hordeaceus,0.9,0.5,,,0.5,
23,Bromus diandrus,,,,,,
23,Bromus madritensis,,,3,,3,
23,Calochortus luteus,,,,,,
23,Cardamine oligosperma,,,,,,
23,Chlorogalum pomeridianum,,,,,,
23,Clarkia purpurea,,,,,,
23,Claytonia parviflora,,,,,,
23,Collinsia sparsiflora,0.1,0.6,24,0.1,1.2,
23,Delphinium hesperium,,,,,,
23,Dichelostemma capitatum,0.2,0.2,,0.5,0.5,
23,Dodecatheon hendersonii,,2,,,2,
23,Elymus elymoides,,,,,,
23,Epilobium brachycarpum,0.1,,2.6,,,
23,Eremocarpus setigerus,,,,,,
23,Eriodium cicutarium,,,,,,
23,Eriogonum covilleanum,,,,0.7,,
23,Euphorbia crenulata,0.2,,,,,
23,Grindelia camporum,,,,,0.4,
23,Hemizonia congesta,5,1.2,22,2.7,2.1,
23,Hordeum brachyantherum,,,,,,
23,Hypochaeris glabra,,,,,,
23,Lasthenia californica,,,0.2,13,6.5,
23,Lolium multiflorum,23,11,34,,0.1,
23,Lomatium marginatum,,,,,,
23,Lotus micranthus,,,,,,
23,Lotus wrangelianus,,,,7,3,
23,Lupinus bicolor,0.4,3,1,,,
23,Medicago polymorpha,,,,,,
23,Melica californica,,,,,,
23,Micropus californicus,0.3,0.3,,,0.1,
23,Microseris douglasii,,,,,,
23,Nassella pulchra,,12,,,,
23,Nemophila heterophylla,,,,,,
23,Perideridia kelloggii,,,,,,
23,Phalaris paradoxa,,,,,,
23,Phlox gracilis,,,,,,
23,Plantago erecta,,,,,,
23,Poa secunda,,,,,,
23,Ranunculus occidentalis,,,,,,
23,Sidalcea diploscypha,,,,,,
23,Lactuca serriola,,,,,,
23,Stellaria media,,,,,,
23,Taeniatherum caput-medusae,0.8,0.4,0.6,,,
23,Thysanocarpus curvipes,,,,,,
23,Trifolium albopurpureum,,0.2,,,,in flwer
23,Trifolium bifidum,0.2,2,0.2,2,9,
23,Trifolium fucatum,7,,,0.8,,
23,Trifolium gracilentum,3.5,6,0.2,17,,
23,Trifolium willdenovii,,,,,,
23,Triteleia laxa,,,,,,
23,Vulpia microstachys,2.5,,,10,0.3,
23,Vulpia myuros,,,,,,
23,Zigadenus fremontii,,2.5,,,,
NOTES:,Rebar needed 3-4. ,,,,,,
24,Achyrachaena mollis,,1,,,,
24,Agoseris grandiflora,,,,,,
24,Agoseris heterophylla,,,,,,
24,Allium sp.,,,,,,
24,Amsinckia menziesii,,,,,,
24,Asclepias fascicularis,,,,,7,
24,Athysanus pusillus,,,,,,
24,Avena fatua,,,,53,5,
24,Bromus diandrus,,,,,,
24,Bromus hordeaceus,2.5,,0.6,8,5,
24,Calandrinia ciliata,,,,,,
24,Calochortus superbus,,,,,,
24,Centaurea solstitialis,0.1,27,1.3,,,
24,Cerastium glomeratum,,,,,,
24,Clarkia gracilis,,,,,,
24,Clarkia purpurea,,,,,,
24,Collinsia sparsiflora,,,,,,
24,Cuscuta californica,,,,,,
24,Delphinium hesperium,,,2,3,,May have been ID-ed as R. occidentalis 2012
