Site,Spp,1,2,3,4,5,Notes
11,Poa secunda,,,,1.2,,
11,Ranunculus occidentalis,,,,,,
11,Rigiopappus leptocladus,,,,,,
11,Sanicula bipinnata,3.5,2.8,0.4,,,
11,Sanicula bipinnatifida,,,,,,
11,Sidalcea diploscypha,,,0.1,0.2,,
11,Stellaria media,,,,,,
11,Stellaria nitens,,,,,,
11,Taeniatherum caput-medusae,13.0,18.0,3.0,,4.7,
11,Trifolium albopurpureum,0.1,0.1,1.2,0.8,,
11,Trifolium bifidum,,,,,,
11,Trifolium gracilentum,,,,,,
11,Trifolium hirtum,,,,,,
11,Triphysaria eriantha,,0.1,,,0.1,
11,Vicia villosa,,0.4,0.1,,,
11,Vulpia microstachys,0.2,0.2,0.1,0.2,,
11,Wyethia glabra,,,,,,
11,Epilobium spp. ,0.1,,,,,
11,Eriodium cicutarium,,0.1,,,,
11,Lactuca saligna,,,,,0.1,
NOTES:,,,,,,,
12,Achyrachaena mollis,,,,,,
12,Aegilops triuncialis,0.5,0.1,0.1,,,
12,Agoseris heterophylla,,,,,,
12,Allium sp.,,,,,,
12,Ancistrocarphus filagineus,,,,,0.2,
12,Astragalus breweri,3.5,2.7,,,,
12,Astragalus gambelianus,0.3,0.1,0.2,0.1,0.1,
12,Athysanus pusillus,0.7,,1.0,,,
12,Avena barbata,,,,1.0,,
12,Bromus hordeaceus,,,,7.0,,
12,Bromus madritensis,,,,,,
12,Calochortus luteus,,,,,,
12,Calycadenia pauciflora,0.2,2.5,0.2,,0.3,
12,Camissonia graciliflora,,,,,,
12,Castilleja attenuata,,,,,,
12,Chlorogalum pomeridianum,0.5,0.9,,,1.8,
12,Clarkia purpurea,0.1,,,,0.1,
12,Cuscuta californica,,,,,,
12,Delphinium variegatum,0.5,0.2,0.3,1.3,,
12,Dichelostemma capitatum,0.6,0.3,0.6,,,
12,Eremocarpus setigerus,,,,,,
12,Erodium cicutarium,,,,,,
12,Filago californica,,,,,,
12,Filago gallica,,,,,,
12,Gastridium ventricosum,,,,,,
12,Githopsis specularioides,,,,,,
12,Hesperolinon micranthum,0.2,,,,0.1,
12,Holocarpha virgata,10.0,9.0,5.0,2.3,9.0,
12,Hypochaeris glabra,,,,0.2,,
12,Lasthenia californica,3.5,4.5,11.0,2.3,4.0,
12,Linanthus bicolor,,,,,,
12,Lomatium marginatum,,0.6,0.6,,0.4,
12,Lotus humistratus,,0.1,,,,
12,Lotus wrangelianus,1.0,,,,,
12,Micropus californicus,7.0,11.0,16.0,2.5,4.0,
12,Microseris douglasii,0.2,0.5,,,,
12,Mimulus douglasii,,,,,,
12,Minuartia californica,,,,,,
12,Navarretia pubescens,,,,1.6,,
12,Navarretia jepsonii,3.5,0.3,1.2,0.1,0.1,
12,Pectocarya pusilla,,,,,,
12,Phlox gracilis,,,,,,
12,Plantago erecta,0.8,,9.0,1.6,2.8,
12,Plectritis ciliosa,0.1,,,,,
12,Poa secunda,,,,,,
12,Ranunculus occidentalis,,,,,,
12,Rigiopappus leptocladus,,,,,,
12,Sidalcea diploscypha,,,,,,
12,Stellaria nitens,,,,,,
12,Taeniatherum caput-medusae,,,,5.0,,
12,Trifolium gracilentum,,,,,,
12,Triphysaria eriantha,,,0.2,0.2,,
12,Vulpia microstachys,1.0,0.1,1.0,0.1,0.1,
12,Vulpia myuros,,,,,0.1,
12,unk silene gallica,,,,,,
12,Lactuca serriola,,,,,0.1,
NOTES:,,,,,,,
13,Agoseris heterophylla,,,,0.4,,
13,Ancistrocarphus filagineus,3.5,0.4,0.1,,,
13,Athysanus pusillus,,0.2,,,,
13,Bromus hordeaceus,,,,,,
13,Bromus madritensis,,,,,,
13,Calycadenia pauciflora,3.5,,,,,
13,Camissonia graciliflora,,,,,0.5,
13,Chorizanthe polygonoides,,,,,0.1,
13,Clarkia gracilis,0.1,0.3,12.5,1.6,4.0,
13,Clarkia purpurea,,,,,,
13,Collinsia sparsiflora,,,,1.1,0.8,
13,Cuscuta californica,,,,,,
13,Dichelostemma capitatum,0.1,0.5,0.1,,0.1,
13,Epilobium brachycarpum,,,,,,
13,Eremocarpus setigerus,0.1,0.1,0.3,0.1,0.1,
13,Filago californica,,,,,,
13,Hemizonia congesta,8.0,3.8,6.0,9.0,2.0,
13,Hesperolinon sp.,,,,,,
13,Hordeum brachyantherum,,,,0.8,3.0,
13,Lagophylla minor,7.0,0.1,0.5,,0.1,
13,Lasthenia californica,0.2,0.2,0.2,0.9,4.3,
13,Lessingia ramulosa,8.5,11.0,2.5,,0.1,
13,Linanthus bicolor,,,,0.1,0.1,
13,Linanthus latisectus,,,,,,
13,Lolium multiflorum,,,,,,
13,Lotus humistratus,0.3,1.5,1.4,1.3,1.1,
13,Lotus wrangelianus,,,,,,
13,Melica imperfecta,,,,,,
13,Microseris douglasii,0.8,0.6,1.0,0.4,1.3,
13,Minuartia californica,,,,1.8,0.1,
13,Plantago erecta,1.3,0.5,,0.2,0.5,
13,Poa secunda,,,,,,
13,Quercus durata,,,,,,
13,Rigiopappus leptocladus,,,,,,
13,Sidalcea diploscypha,,0.2,1.4,,0.2,
13,Stellaria nitens,,,,,,
13,Trifolium albopurpureum,1.0,0.3,0.1,1.5,0.3,
13,Viola douglasii,,3.8,2.0,12.0,4.0,
13,Vulpia microstachys,,,,,,
13,Unknown seedling,,,0.1,,,
NOTES:,,,,,,,
14,Achyrachaena mollis,1.2,4.0,1.3,,,
14,Agoseris heterophylla,0.1,0.1,0.4,,,
14,Allium fimbriatum,,,,,,
14,Ancistrocarphus filagineus,,4.5,0.1,5.0,0.1,
14,Athysanus pusillus,0.1,0.4,,,,
14,Avena fatua,5.0,,,,,
14,Brodiaea elegans,,,,,,
14,Bromus hordeaceus,11.0,1.0,,,,
14,Bromus madritensis,,,,,,
14,Calochortus superbus,,,,,,
14,Calycadenia pauciflora,,,,,,
14,Camissonia graciliflora,,,,,,
14,Castilleja rubicundula,,,,,,
14,Centaurium trichanthum,,,,,,
14,Chlorogalum pomeridianum,,,,,,
14,Clarkia gracilis,0.3,0.2,0.5,0.4,5.0,
14,Clarkia purpurea,,,,,,
14,Claytonia exigua,,,,,,
14,Collinsia sparsiflora,0.2,5.0,13.0,,,
14,Cuscuta californica,,,,,,
14,Dichelostemma capitatum,0.2,,0.2,5.0,1.8,
14,Elymus elymoides,,2.0,0.3,4.5,,
14,Epilobium brachycarpum,,,,,,
14,Eremocarpus setigerus,,,,,,
14,Eriogonum vimineum,,,0.1,0.5,,
14,Filago californica,,,,,,
14,Grindelia camporum,,,,,,
14,Helianthella californica,,,,,,
14,Hemizonia congesta,11.0,9.0,44.0,20.0,6.5,
14,Hesperolinon sp.,,,,,,
14,Hordeum brachyantherum,,,,,,
14,Lactuca serriola,,,,,,
14,Lagophylla minor,,,0.1,0.2,0.1,
14,Lasthenia californica,2.5,3.0,0.4,,,
14,Lepidium nitidum,,,,,,
14,Lessingia ramulosa,,,,,0.8,
14,Linanthus bicolor,0.1,0.1,,,,
14,Lolium multiflorum,4.5,,,,,
14,Lomatium marginatum,,,,0.3,0.2,
14,Lotus humistratus,,,,,7.0,
14,Lupinus bicolor,0.5,0.1,,,,
14,Micropus californicus,,,,,,
14,Microseris douglasii,,14.0,0.2,1.0,,
14,Mimulus guttatus,,,,,,
14,Minuartia californica,,,,0.2,,
14,Navarretia jepsonii,,,,0.4,,
14,Phlox gracilis,,0.1,0.1,,,
14,Plantago erecta,0.4,1.0,,0.1,,
14,Poa secunda,0.6,,4.5,,,
14,Ranunculus occidentalis,,,,0.1,,
14,Rigiopappus leptocladus,,,,,,
14,Scutellaria siphoncampyloides,,,,,,
14,Sidalcea diploscypha,,,,,,
14,Sisyrinchium bellum,0.2,,,,,
14,Sonchus oleraceus,,,,,,
14,Stellaria nitens,,0.2,0.1,0.1,0.2,
14,Taeniatherum caput-medusae,6.0,,,,,
14,Trifolium fucatum,,3.5,1.8,1.6,,
14,Trifolium gracilentum,7.0,1.0,5.5,,,
14,Triteleia laxa,,,,,,
14,Vulpia microstachys,0.2,0.2,0.2,0.3,1.5,
14,Zigadenus fremontii,,0.3,0.2,0.3,,
14,Unknown Aster,,,,,,
14,Unknown Filago,,,,,,
14,Trichostema laxum,,,,,5.2,
NOTES:,,,,,,,
15,Achyrachaena mollis,,0.2,0.2,,,
15,Agoseris heterophylla,,0.5,,,0.1,
15,Aira caryophyllea,,,,,,
15,Anagallis arvensis,,,,,,
15,Ancistrocarphus filagineus,,,,,,
15,Athysanus pusillus,,,,,,
15,Avena barbata,,,,,,
15,Avena fatua,1.0,32.0,12.0,13.0,6.0,
15,Brodiaea elegans,,,,,,
15,Bromus diandrus,,,,,,
15,Bromus hordeaceus,0.2,0.2,0.2,,,
15,Calochortus superbus,,,,,,
15,Camissonia graciliflora,,,,,,
15,Castilleja attenuata,,,,,,
15,Chlorogalum pomeridianum,0.3,,1.2,2.0,,
15,Clarkia purpurea,0.2,,,,,
15,Collinsia sparsiflora,,,,,,
15,Cynosurus echinatus,,,,,,
15,Dichelostemma capitatum,0.2,0.2,0.8,0.1,0.1,
15,Dodecatheon hendersonii,,,,,,
15,Epilobium brachycarpum,,,,,,
15,Eremocarpus setigerus,0.1,,,,,
15,Erodium brachycarpum,0.1,,,,,
15,Erodium cicutarium,0.2,0.2,,0.1,,
15,Euphorbia crenulata,,0.1,1.2,,0.3,
15,Filago gallica,,,,,,
15,Galium murale,,,,,,
15,Grindelia camporum,,,,,,
15,Hemizonia congesta,0.1,2.0,6.5,8.0,0.3,
15,Hypochaeris glabra,9.0,10.0,,,,
15,Lactuca serriola,,4.2,,1.6,0.2,
15,Lasthenia californica,0.3,,,,,
15,Lessingia ramulosa,0.1,,,,,
15,Linanthus bicolor,,,,,,
15,Lolium multiflorum,,0.4,4.5,11.0,4.0,
15,Lotus micranthus,,,,,,
15,Lotus micranthus,,,,,,
15,Lotus wrangelianus,,,,,,
15,Lupinus bicolor,0.1,,,,,
15,Medicago polymorpha,,,0.1,,,
15,Melilotus indica,,,,,,
15,Micropus californicus,5.0,0.1,,,,
15,Microseris douglasii,2.2,,1.0,0.2,,
15,Nassella pulchra,,,,,,
15,Plantago erecta,2.0,,,,,
15,Poa secunda,,,,,,
15,Polypogon monspeliensis,,,,,,
15,Rigiopappus leptocladus,,,,,,
15,Sanicula bipinnatifida,0.3,,,,,
15,Sidalcea diploscypha,,,0.1,,,
15,Silene gallica,,,,,,
15,Sisyrinchium bellum,,,0.1,,1.0,
15,Sonchus oleraceus,,,,,,
15,Stellaria nitens,,,,,,
15,Taeniatherum caput-medusae,16.0,11.0,7.0,4.5,82.0,
15,Trifolium dubium,,,,,,
15,Trifolium fucatum,,,,13.0,3.5,
15,Trifolium gracilentum,,0.1,0.5,0.1,,Very similar to T. bifidum
15,Trifolium hirtum,,,,,,
15,Trifolium microcephalum,,,,,,
15,Trifolium willdenovii,,,,,,
15,Triphysaria eriantha,,,,,,
15,Triteleia laxa,,,,,,
15,Vulpia microstachys,0.2,,,,0.1,could be myuros
15,Vulpia myuros,,,,,,
15,Zigadenus fremontii,,,,,,
15,Unknown opposite leaves,,,,,,
15,Eschscholzia californica,0.1,,,,,
15,Trifolium depauperatum,0.2,,,,,
NOTES:,"Read ""backwards"" - with tag as subplot 5 - as has been done since 2008.",,,,,,
16,Achyrachaena mollis,,,,,,
16,Agoseris heterophylla,0.1,0.4,0.5,0.1,,
16,Ancistrocarphus filagineus,,,,,,
16,Astragalus gambelianus,,,,,,
16,Athysanus pusillus,,,,,,
16,Avena barbata,,,,,,
16,Avena fatua,70.0,2.0,10.0,,,
16,Brodiaea elegans,0.1,,,,,
16,Bromus hordeaceus,1.0,1.5,,,0.2,
16,Bromus madritensis,,,,,0.1,
16,Calycadenia pauciflora,,,,2.3,,
16,Camissonia graciliflora,,,,,,
16,Castilleja attenuata,,,,,,
16,Castilleja rubicundula,,,,,,
16,Clarkia gracilis,,,,0.1,,
16,Collinsia sparsiflora,,,,,,
16,Dichelostemma capitatum,,,1.5,1.0,0.6,
16,Elymus elymoides,,,,,,
16,Epilobium brachycarpum,,0.2,,,1.0,
16,Eremocarpus setigerus,,,,,,
16,Eriogonum nudum,,2.0,,0.7,1.7,
16,Eriogonum vimineum,,,,,,
16,Eriophyllum lanatum,,,,,4.0,
16,Gastridium ventricosum,,,,,,
16,Gilia tricolor,,,,,,
16,Hemizonia congesta,,1.0,6.0,0.3,,
16,Hesperolinon micranthum,,,,,,
16,Hordeum brachyantherum,,,,,,
16,Hordeum marinum,0.1,,,,,
16,Lactuca serriola,0.3,0.5,1.0,,,
16,Lasthenia californica,0.1,,0.3,0.3,0.2,
16,Lepidium nitidum,,0.5,,,,
16,Lessingia ramulosa,,,,0.1,0.6,
16,Linanthus bicolor,,,,,,
16,Linanthus ciliatus,,,,,,
16,Linanthus dichotomus,,,,,,
16,Lolium multiflorum,1.0,4.0,5.0,,,
16,Lotus humistratus,,,,,,
16,Lotus micranthus,,,,,,
16,Lotus wrangelianus,1.5,8.0,,3.5,0.8,
16,Micropus californicus,,,,,0.1,
16,Microseris douglasii,,,,,,
16,Nassella pulchra,,5.5,20.0,7.0,10.0,
16,Navarretia jepsonii,,,,,,
16,Plantago erecta,3.0,8.0,0.1,32.0,8.0,
16,Poa secunda,,,,,,
16,Rigiopappus leptocladus,,,,,,
16,Senecio eurycephalus,,,,,,
16,Sidalcea diploscypha,0.1,,0.1,,,
16,Stellaria nitens,,,,,,
16,Taeniatherum caput-medusae,3.0,0.1,,,,
16,Trifolium albopurpureum,,,,,,
16,Trifolium fucatum,,,,,,
16,Trifolium gracilentum,,,,,,
16,Vulpia microstachys,0.6,0.2,,0.1,1.4,
16,Zigadenus fremontii,,,,,,
16,unk white,,,,,,
16,Trifolium,,,,,,
NOTES:,,,,,,,
17,Agoseris heterophylla,,,,,,
17,Aira caryophyllea,,,,,,
17,Anagallis arvensis,,,,,,
17,Astragalus gambelianus,1.0,,,,,
17,Athysanus pusillus,,,,,,
17,Avena fatua,0.4,10.0,,0.5,0.5,
17,Bromus hordeaceus,7.5,27.0,12.0,0.3,0.7,
17,Bromus madritensis,0.4,5.0,0.2,6.0,4.0,
17,Castilleja densiflora,0.5,,0.3,,0.2,
17,Centaurea melitensis,5.5,,5.5,,,
17,Centaurea solstitialis,2.5,6.0,4.5,,,
17,Centaurium trichanthum,,,,,,
17,Crassula connata,,,,0.2,0.1,
17,Dichelostemma capitatum,,0.1,,,,
17,Eremocarpus setigerus,,,,,,
17,Erodium brachycarpum,0.3,,,,,
17,Erodium cicutarium,12.0,2.0,5.5,4.0,16.0,
17,Gilia tricolor,0.3,,0.3,1.5,0.6,
17,Holocarpha virgata,,,,,,
17,Hypochaeris glabra,,,0.1,,,
17,Lepidium nitidum,,,,,,
17,Lolium multiflorum,,,,,,
17,Medicago polymorpha,9.0,13.0,0.7,,,
17,Nassella pulchra,,,10.0,,,
17,Navarretia pubescens,,,,,,
17,Pedicularis densiflora,,,,,,
17,"Petrorhagia ""tunica""",,,,,,
17,Plantago erecta,0.1,,0.7,0.1,,
17,Senecio vulgaris,,,,0.1,,
17,Taeniatherum caput-medusae,,31.0,2.5,,,
17,Trifolium albopurpureum,,,,,,
17,Triphysaria eriantha,,,,0.1,,
17,Velezia rigida,,,0.5,1.3,7.0,
17,Vulpia myuros,,,0.1,0.8,1.0,
17,unk pink tip #3,,,,,,
17,Unknown seedling,,,,,,
17,Trifolium gracilentum,,,0.8,,,
NOTES:,,,,,,,
18,Achyrachaena mollis,,,,,,
18,Agoseris heterophylla,,,,0.2,,
18,Ancistrocarphus filagineus,,,1.5,0.5,,
18,Athysanus pusillus,,,,,1.5,
18,Astragalus gambelianus,,,,,,
18,Avena barbata,10.0,24.0,1.0,16.0,16.0,
18,Bromus hordeaceus,3.0,2.5,,,,
18,Bromus madritensis,,0.2,,0.1,,
18,Calycadenia pauciflora,5.0,0.2,1.7,3.6,0.8,
18,Chaenactis glabriuscula,,,,,,
18,Chorizanthe polygonoides,,,,,1.0,
18,Cuscuta californica,,,,,,
18,Dichelostemma capitatum,0.3,1.2,,,,
18,Eremocarpus setigerus,,,,,,
18,Eschscholzia californica,,,,,27.0,
18,Filago californica,,,,,,
18,Gilia capitata,,,,,,
18,Gilia tricolor,,,,0.1,3.2,
18,Holocarpha virgata,0.5,,,,,
18,Lactuca serriola,2.0,,,,0.3,
18,Layia septentrionalis  ,,0.4,0.1,0.2,,
18,Lotus humistratus,,,8.0,6.5,,
18,Lotus wrangelianus,3.0,2.5,,,,
18,Micropus californicus,,1.4,,,,
18,Microseris douglasii,,,6.0,1.5,,
18,Nassella pulchra,,,,,,
18,Navarretia jepsonii,,,,0.2,,
18,Plantago erecta,,3.5,1.2,0.8,0.1,
18,Thysanocarpus curvipes,,,,,,
18,Trifolium albopurpureum,0.2,,,,,
18,Uropappus lindleyi,,,,,,
18,Vulpia microstachys,,1.2,1.0,4.0,,
18,unk #4 fleshy,,,,,,
18,Epilobium brachycarpum,0.4,,,,,
18,Sidalcea diploscypha,1.0,,,,,
18,Lepidium nitidum,,,,,0.2,
NOTES:,"Site is to the R of the exclosure, to the R of drainage, above the rock outcrop with poppies. ",,,,,,
19,Achyrachaena mollis,,,0.6,1.3,0.8,
19,Agoseris heterophylla,,,1.0,0.2,,
19,Anagallis arvensis,,,,,,
19,Athysanus pusillus,0.1,2.5,3.0,1.8,0.4,
19,Avena fatua,,,,,,
19,Brodiaea elegans,,0.1,0.2,,,
19,Bromus carinatus,,,,,,
19,Bromus diandrus,,,,3.5,0.5,
19,Bromus hordeaceus,9.0,12.0,6.0,0.4,,
19,Calandrinia ciliata,,,,0.8,,
19,Calochortus luteus,,,,,,
19,Calycadenia pauciflora,,,,,0.2,
19,Cardamine oligosperma,,,,,,
19,Castilleja attenuata,,,,,,
19,Chlorogalum pomeridianum,3.0,0.1,,,,
19,Collinsia sparsiflora,,3.6,,0.4,0.1,
19,Cuscuta californica,,,,,,
19,Dichelostemma capitatum,,0.2,0.2,0.1,0.1,
19,Elymus elymoides,,,,,,
19,Epilobium brachycarpum,,,,,,
19,Eriogonum nudum,,,,,2.0,
19,Eriogonum vimineum,,,4.4,0.7,7.0,
19,Erodium cicutarium,,,,1.0,,
19,Euphorbia crenulata,0.3,1.2,0.4,1.2,,
19,Hemizonia congesta,1.8,15.0,9.5,7.0,3.0,
19,Hordeum brachyantherum,,,,,,
19,Lactuca serriola,,,,0.4,,
19,Lasthenia californica,0.1,9.5,2.3,0.2,19.0,
19,Lessingia ramulosa,,,,,,
19,Linanthus bicolor,,,,,,
19,Lolium multiflorum,29.0,0.3,,,,
19,Lotus wrangelianus,0.3,0.2,0.7,0.6,0.6,
19,Lupinus bicolor,,1.0,0.4,,,
19,Melica californica,,,,,,
19,Micropus californicus,,0.2,,,0.4,
19,Microseris douglasii,,,,,0.4,
19,Nassella pulchra,,,,,,
19,Plantago erecta,,,,,0.2,
19,Poa secunda,,,4.0,2.0,,
19,Rigiopappus leptocladus,,,,,0.1,
19,Sidalcea diploscypha,,,,0.1,,
19,Stellaria nitens,,,,0.3,,
19,Taeniatherum caput-medusae,,,,,,
19,Trifolium albopurpureum,,2.0,0.5,,0.5,
19,Trifolium bifidum,0.3,1.0,0.3,,,
19,Trifolium fucatum,,,,,,
19,Trifolium gracilentum,,,,,,
19,Trifolium hirtum,,1.0,0.7,,,
19,Trifolium microcephalum,,,,,,
19,Triteleia laxa,,,,,,
19,Vicia villosa,0.7,,,,,
19,Vulpia microstachys,0.2,1.7,1.3,7.0,2.0,
19,Zigadenus fremontii,,,,,,
NOTES:,,,,,,,
20,Agoseris heterophylla,,,,,,
20,Anagallis arvensis,,,,,,
20,Athysanus pusillus,,,,,,
20,Avena fatua,,,,0.4,,
20,Brodiaea elegans,,,,,,
20,Bromus hordeaceus,0.5,4.0,14.0,5.0,0.8,
20,Calandrinia ciliata,,,,,,
20,Cardamine oligosperma,,,,,,
20,Centaurea solstitialis,,,,,,
20,Chlorogalum pomeridianum,14.0,13.0,3.5,,,
20,Collinsia sparsiflora,,,,,,
20,Cuscuta californica,,,,,,
20,Delphinium hesperium,,,,,,
20,Delphinium variegatum,,,,,,
20,Dichelostemma capitatum,0.2,1.0,0.1,0.1,,
20,Epilobium brachycarpum,,,,,,
20,Eremocarpus setigerus,0.2,,0.1,,,
20,Euphorbia crenulata,,,,0.5,,
20,Hemizonia congesta,3.5,0.4,4.7,1.8,0.3,
20,Hordeum marinum,,,,,,
20,Lactuca serriola,,0.1,0.1,0.1,0.2,
20,Lolium multiflorum,27.0,46.0,33.0,33.0,46.0,
20,Medicago polymorpha,,,,,,
20,Microseris douglasii,,,,,,
20,Perideridia kelloggii,,,,,,
20,Phlox gracilis,,,,,,
20,Poa secunda,,,,,,
20,Sidalcea diploscypha,,,,1.0,,
20,Stellaria nitens,,,,,0.1,
20,Taeniatherum caput-medusae,,,,,,
20,Trifolium albopurpureum,,,,,,
20,Trifolium fucatum,3.0,,0.7,,,
20,Trifolium gracilentum,,,,0.1,0.3,
20,Trifolium hirtum,,,,0.1,,
20,Vicia villosa,,,,,0.1,
20,Vulpia myuros,,,,,,
20,Zigadenus fremontii,,,0.6,0.5,,
20,Quercus (spelling?),,,,,,
NOTES:,,,,,,,
21,Achyrachaena mollis,,,,,,
21,Agoseris heterophylla,0.4,,,,0.2,
21,Amsinckia menziesii,,,,,,
21,Ancistrocarphus filagineus,,,,,,
21,Astragalus gambelianus,,,,,,
21,Athysanus pusillus,,0.1,0.1,0.1,,
21,Avena barbata,0.2,2.5,0.1,,,
21,Brodiaea elegans,,,,,,
21,Bromus hordeaceus,0.3,1.3,1.2,22.0,,
21,Bromus madritensis,,0.3,0.3,,,
21,Calandrinia ciliata,,,,,,
21,Castilleja attenuata,,,,,,
21,Clarkia purpurea,,,,,,
21,Dichelostemma capitatum,,1.0,5.0,1.3,1.0,
21,Epilobium brachycarpum,1.5,,,,,
21,Eremocarpus setigerus,0.1,,,,,
21,Filago californica,,,,,,
21,Hemizonia congesta,3.0,0.3,,0.9,1.6,
21,Holocarpha virgata,1.5,4.0,3.5,0.8,,
21,Hordeum depressum,,,,,,
21,Hypochaeris radicata,,,,,,
21,Lactuca serriola,0.4,0.2,0.3,0.6,,
21,Lasthenia californica,,0.3,,0.1,,
21,Linanthus bicolor,,,,,,
21,Lolium multiflorum,1.2,14.0,2.0,34.0,1.3,numbers will change on second visit
21,Lotus wrangelianus,,,18.0,,,
21,Micropus californicus,,0.1,,,,
21,Microseris douglasii,2.0,0.5,2.5,,0.6,
21,Nassella pulchra,,,,2.0,33.0,
21,Plantago erecta,,0.1,,0.1,,
21,Poa secunda,0.3,,,,,
21,Ranunculus occidentalis,,,,,,
21,Senecio vulgaris,,,,,,
21,Sidalcea diploscypha,,,,,,
21,Sonchus oleraceus,,,,,,
21,Taeniatherum caput-medusae,,,,,,
21,Trifolium albopurpureum,,,,,,
21,Trifolium bifidum,,0.1,,,,
21,Trifolium fucatum,,,,,,
21,Trifolium gracilentum,0.3,,0.6,,,
21,Vulpia microstachys,1.0,,5.0,,,
21,Lactuca saligna,,,,0.4,,
21,Eriodictyon californicum,,,,,3.0,
NOTES:,,,,,,,
22,Achyrachaena mollis,,,,,0.2,
22,Agoseris grandiflora,,,0.3,,,probably heterophylla
22,Amsinckia menziesii,,,,,,
22,Athysanus pusillus,0.1,,,,,
22,Avena barbata,1.3,,0.1,,7.0,
22,Avena fatua,,,,,,
22,Bromus diandrus,,1.0,,,,
22,Brodiaea elegans,,,,,,
22,Bromus hordeaceus,55.0,5.0,,0.3,0.5,
22,Bromus madritensis,,,,,,
22,Carduus pycnocephalus,,,,,,
22,Cerastium glomeratum,,,,,,
22,Cercocarpus betuloides,,,,,11.0,
22,Clarkia purpurea,,,,0.9,,
22,Collinsia sparsiflora,0.1,0.1,,0.1,0.1,
22,Delphinium hesperium,,,,,,
22,Dichelostemma capitatum,0.1,0.1,0.2,0.1,0.1,
22,Dodecatheon hendersonii,,,,,,
22,Elymus elymoides,,,,,,
22,Epilobium brachycarpum,,,,0.5,,
22,Eremocarpus setigerus,,,,,,
22,Euphorbia crenulata,0.5,1.3,,,,
22,Gastridium ventricosum,,,,,,
22,Grindelia camporum,,,0.4,,1.0,
22,Hemizonia congesta,0.2,1.3,0.1,1.3,0.4,
22,Hordeum brachyantherum,,,,1.0,,
22,Hypochaeris glabra,3.0,,0.1,,,
22,Lactuca serriola,,,,0.1,,
22,Lasthenia californica,,0.3,,,,
22,Lepidium nitidum,,,,,,
22,Lolium multiflorum,4.0,36.0,,3.5,0.1,
22,Lomatium marginatum,,,,,1.5,
22,Lomatium utriculatum,,,0.3,,,
22,Lotus wrangelianus,,,,,2.5,
22,Lupinus bicolor,,,0.2,,,
22,Melilotus indica,,,,,,
22,Micropus californicus,0.2,1.5,0.2,,0.1,
22,Nassella pulchra,,,0.5,,2.0,
22,Navarretia pubescens,,,,,,
22,Nemophila heterophylla,,,,,,
22,Perideridia kelloggii,,,0.2,5.5,0.4,
22,Phlox gracilis,,,,,,
22,Plantago erecta,,,0.1,,0.1,
22,Poa secunda,,,,,,
22,Quercus durata,,,,,,
22,Ranunculus occidentalis,,,12.0,,7.0,
22,Sanicula crassicaulis,,,,,0.2,
22,Senecio vulgaris,,,,,,
22,Sidalcea diploscypha,,,,,,
22,Sisyrinchium bellum,,,0.6,,0.4,
22,Stellaria nitens,,,,,,
22,Taeniatherum caput-medusae,1.0,6.0,,0.6,,
22,Torilis arvensis,,,,,,
22,Trifolium albopurpureum,,,,,,
22,Trifolium bifidum,,0.1,,0.1,0.5,
22,Trifolium fucatum,,0.2,,,,
22,Trifolium gracilentum,14.0,1.2,0.2,0.1,,
22,Trifolium hirtum,,,,,,
22,Triteleia laxa,,,,,,
22,Vulpia microstachys,,,0.1,0.1,,
22,Vulpia myuros,,,,,0.2,
22,Vulpia octoflora?,,,,,,
22,Wyethia glabra,,,84.0,,,
22,Unknown Aster,,,,,,
22,Sonchus oleraceus,0.3,,0.1,,0.2,
NOTES:,,,,,,,
23,Agoseris heterophylla,,,,,,
23,Amsinckia menziesii,0.5,,0.4,,,
23,Athysanus pusillus,,1.4,0.1,,2.5,
23,Avena barbata,24.0,,,5.0,2.0,
23,Brodiaea elegans,,0.1,,,0.1,
23,Bromus hordeaceus,3.0,1.0,,,3.0,
23,Bromus diandrus,,,1.3,,0.4,
23,Bromus madritensis,,,,,10.0,
23,Calochortus luteus,,,,,,
23,Cardamine oligosperma,,,,,,
23,Chlorogalum pomeridianum,,,,,,
23,Clarkia purpurea,,,0.1,0.3,,
23,Claytonia parviflora,,,,,,
23,Collinsia sparsiflora,0.1,3.0,12.0,,0.8,
23,Delphinium hesperium,,,,,,
23,Dichelostemma capitatum,,1.0,,0.8,0.5,
23,Dodecatheon hendersonii,,,,,,
23,Elymus elymoides,,,,,,
23,Epilobium brachycarpum,,0.1,0.1,0.2,,
23,Eremocarpus setigerus,,,,,,
23,Eriogonum covilleanum,,,,0.1,0.3,
23,Euphorbia crenulata,0.1,,,,,
23,Grindelia camporum,,,,,0.2,
23,Hemizonia congesta,6.0,3.6,6.0,3.2,3.2,
23,Hordeum brachyantherum,,,,,,
23,Hypochaeris glabra,2.5,,,,,
23,Lasthenia californica,,,0.1,4.0,2.1,
23,Lolium multiflorum,6.0,1.2,39.0,,1.1,
23,Lomatium marginatum,,,,,,
23,Lotus micranthus,,,,,,
23,Lotus wrangelianus,,,,16.0,3.0,Might be purshianus instead of wrangelianus
23,Lupinus bicolor,1.3,0.4,3.0,,,
23,Medicago polymorpha,,,,,,
23,Melica californica,,,,,,
23,Micropus californicus,0.3,0.1,0.1,,,
23,Microseris douglasii,,,,,0.2,
23,Nassella pulchra,,16.0,,,,
23,Nemophila heterophylla,,,,,,
